crop,region,year,window,driver_group,dominant_feature,observed_yield_t_ha,trend_yield_t_ha,yield_gap_t_ha,base_predicted_residual_t_ha,counterfactual_predicted_residual_t_ha,recovered_gap_t_ha,recoverable_fraction,n_changed_features,changed_features_json
Barley,Washington,2021,spring,drought,hot_dry_days_30_1mm,2.0444,3.4937807722007665,1.4493807722007666,-1.0965973058256693,-0.43108186488751665,0.6655154409381526,0.4591722573548576,8,"[{""feature"": ""rain_sum"", ""from"": 132.69, ""to"": 203.83, ""standardized_delta"": 1.286, ""prediction_gain_t_ha"": 0.6655}, {""feature"": ""rain_mean"", ""from"": 0.725, ""to"": 1.114, ""standardized_delta"": 1.2868, ""prediction_gain_t_ha"": 0.6655}, {""feature"": ""dry_days_1mm"", ""from"": 148.0, ""to"": 131.0, ""standardized_delta"": 1.4531, ""prediction_gain_t_ha"": 0.6655}, {""feature"": ""dry_days_2mm"", ""from"": 161.0, ""to"": 152.0, ""standardized_delta"": 1.0107, ""prediction_gain_t_ha"": 0.6655}, {""feature"": ""max_dry_spell_1mm"", ""from"": 23.0, ""to"": 26.0, ""standardized_delta"": 0.2312, ""prediction_gain_t_ha"": 0.6655}, {""feature"": ""dry_spell_events_7d"", ""from"": 8.0, ""to"": 6.0, ""standardized_delta"": 1.0557, ""prediction_gain_t_ha"": 0.6655}, {""feature"": ""dry_spell_events_14d"", ""from"": 3.0, ""to"": 2.0, ""standardized_delta"": 1.2101, ""prediction_gain_t_ha"": 0.6655}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 22.0, ""to"": 8.0, ""standardized_delta"": 2.2394, ""prediction_gain_t_ha"": 0.6655}]"
Canola,Minnesota,2021,spring,heat,heat_days_30,1.9054,2.2847561576354565,0.3793561576354565,-0.5394416383610715,-0.16709100516956274,0.37235063319150874,0.9815331205176331,10,"[{""feature"": ""season_tmax_mean"", ""from"": 23.357, ""to"": 21.208, ""standardized_delta"": 1.9317, ""prediction_gain_t_ha"": 0.3724}, {""feature"": ""season_tmean_mean"", ""from"": 17.36, ""to"": 15.654, ""standardized_delta"": 1.8433, ""prediction_gain_t_ha"": 0.3724}, {""feature"": ""growing_degree_days_base5"", ""from"": 2298.605, ""to"": 2013.64, ""standardized_delta"": 1.7578, ""prediction_gain_t_ha"": 0.3724}, {""feature"": ""heat_days_30"", ""from"": 36.0, ""to"": 8.0, ""standardized_delta"": 2.647, ""prediction_gain_t_ha"": 0.3724}, {""feature"": ""heat_days_35"", ""from"": 2.0, ""to"": 0.0, ""standardized_delta"": 1.1807, ""prediction_gain_t_ha"": 0.3724}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 7.0, ""to"": 3.0, ""standardized_delta"": 1.2019, ""prediction_gain_t_ha"": 0.3724}, {""feature"": ""max_consecutive_heat_days_35"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 1.1953, ""prediction_gain_t_ha"": 0.3724}, {""feature"": ""heatwave_events_3d_30"", ""from"": 5.0, ""to"": 1.0, ""standardized_delta"": 2.4844, ""prediction_gain_t_ha"": 0.3724}, {""feature"": ""heat_degree_days_30"", ""from"": 76.05, ""to"": 9.31, ""standardized_delta"": 2.291, ""prediction_gain_t_ha"": 0.3724}, {""feature"": ""heat_degree_days_35"", ""from"": 1.47, ""to"": 0.0, ""standardized_delta"": 0.3721, ""prediction_gain_t_ha"": 0.3724}]"
Canola,Montana,2021,spring,drought,hot_dry_days_30_1mm,1.0088,1.4582215506715492,0.4494215506715493,-0.5061596893553756,-0.19851397730116105,0.30764571205421454,0.6845370712519552,8,"[{""feature"": ""rain_sum"", ""from"": 276.21, ""to"": 350.57, ""standardized_delta"": 1.0748, ""prediction_gain_t_ha"": 0.3076}, {""feature"": ""rain_mean"", ""from"": 1.509, ""to"": 1.916, ""standardized_delta"": 1.0764, ""prediction_gain_t_ha"": 0.3076}, {""feature"": ""dry_days_1mm"", ""from"": 127.0, ""to"": 115.0, ""standardized_delta"": 1.0214, ""prediction_gain_t_ha"": 0.3076}, {""feature"": ""dry_days_2mm"", ""from"": 146.0, ""to"": 135.0, ""standardized_delta"": 1.2091, ""prediction_gain_t_ha"": 0.3076}, {""feature"": ""max_dry_spell_1mm"", ""from"": 18.0, ""to"": 13.0, ""standardized_delta"": 0.9509, ""prediction_gain_t_ha"": 0.3076}, {""feature"": ""dry_spell_events_7d"", ""from"": 6.0, ""to"": 5.0, ""standardized_delta"": 0.582, ""prediction_gain_t_ha"": 0.3076}, {""feature"": ""dry_spell_events_14d"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 1.1693, ""prediction_gain_t_ha"": 0.3076}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 32.0, ""to"": 14.0, ""standardized_delta"": 1.9345, ""prediction_gain_t_ha"": 0.3076}]"
Canola,North Dakota,2021,spring,drought,dry_spell_events_7d,1.5019,2.024302436974793,0.5224024369747928,-0.7367954358484234,-0.14914941917704885,0.5224024369747928,1.0,7,"[{""feature"": ""rain_sum"", ""from"": 268.88, ""to"": 372.59, ""standardized_delta"": 1.242, ""prediction_gain_t_ha"": 0.5876}, {""feature"": ""rain_mean"", ""from"": 1.469, ""to"": 2.036, ""standardized_delta"": 1.2425, ""prediction_gain_t_ha"": 0.5876}, {""feature"": ""dry_days_1mm"", ""from"": 141.0, ""to"": 121.0, ""standardized_delta"": 2.2534, ""prediction_gain_t_ha"": 0.5876}, {""feature"": ""dry_days_2mm"", ""from"": 150.0, ""to"": 139.0, ""standardized_delta"": 1.4634, ""prediction_gain_t_ha"": 0.5876}, {""feature"": ""max_dry_spell_1mm"", ""from"": 18.0, ""to"": 14.0, ""standardized_delta"": 0.952, ""prediction_gain_t_ha"": 0.5876}, {""feature"": ""dry_spell_events_7d"", ""from"": 11.0, ""to"": 5.0, ""standardized_delta"": 3.4614, ""prediction_gain_t_ha"": 0.5876}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 48.0, ""to"": 18.0, ""standardized_delta"": 3.1837, ""prediction_gain_t_ha"": 0.5876}]"
Canola,Washington,2021,spring,drought,hot_dry_days_30_1mm,1.2329,1.8780488095238044,0.6451488095238043,-0.7379273674397505,-0.2922848237530214,0.4456425436867291,0.6907593056176694,8,"[{""feature"": ""rain_sum"", ""from"": 132.69, ""to"": 203.83, ""standardized_delta"": 1.286, ""prediction_gain_t_ha"": 0.4456}, {""feature"": ""rain_mean"", ""from"": 0.725, ""to"": 1.114, ""standardized_delta"": 1.2868, ""prediction_gain_t_ha"": 0.4456}, {""feature"": ""dry_days_1mm"", ""from"": 148.0, ""to"": 131.0, ""standardized_delta"": 1.4531, ""prediction_gain_t_ha"": 0.4456}, {""feature"": ""dry_days_2mm"", ""from"": 161.0, ""to"": 152.0, ""standardized_delta"": 1.0107, ""prediction_gain_t_ha"": 0.4456}, {""feature"": ""max_dry_spell_1mm"", ""from"": 23.0, ""to"": 26.0, ""standardized_delta"": 0.2312, ""prediction_gain_t_ha"": 0.4456}, {""feature"": ""dry_spell_events_7d"", ""from"": 8.0, ""to"": 6.0, ""standardized_delta"": 1.0557, ""prediction_gain_t_ha"": 0.4456}, {""feature"": ""dry_spell_events_14d"", ""from"": 3.0, ""to"": 2.0, ""standardized_delta"": 1.2101, ""prediction_gain_t_ha"": 0.4456}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 22.0, ""to"": 8.0, ""standardized_delta"": 2.2394, ""prediction_gain_t_ha"": 0.4456}]"
Oats,Minnesota,2021,spring,heat,heat_days_30,2.0444,2.530687250107249,0.48628725010724905,-0.4296983576896329,-0.17425392217209157,0.2554444355175413,0.5252953587847592,10,"[{""feature"": ""season_tmax_mean"", ""from"": 23.357, ""to"": 21.208, ""standardized_delta"": 1.9317, ""prediction_gain_t_ha"": 0.2554}, {""feature"": ""season_tmean_mean"", ""from"": 17.36, ""to"": 15.654, ""standardized_delta"": 1.8433, ""prediction_gain_t_ha"": 0.2554}, {""feature"": ""growing_degree_days_base5"", ""from"": 2298.605, ""to"": 2013.64, ""standardized_delta"": 1.7578, ""prediction_gain_t_ha"": 0.2554}, {""feature"": ""heat_days_30"", ""from"": 36.0, ""to"": 8.0, ""standardized_delta"": 2.647, ""prediction_gain_t_ha"": 0.2554}, {""feature"": ""heat_days_35"", ""from"": 2.0, ""to"": 0.0, ""standardized_delta"": 1.1807, ""prediction_gain_t_ha"": 0.2554}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 7.0, ""to"": 3.0, ""standardized_delta"": 1.2019, ""prediction_gain_t_ha"": 0.2554}, {""feature"": ""max_consecutive_heat_days_35"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 1.1953, ""prediction_gain_t_ha"": 0.2554}, {""feature"": ""heatwave_events_3d_30"", ""from"": 5.0, ""to"": 1.0, ""standardized_delta"": 2.4844, ""prediction_gain_t_ha"": 0.2554}, {""feature"": ""heat_degree_days_30"", ""from"": 76.05, ""to"": 9.31, ""standardized_delta"": 2.291, ""prediction_gain_t_ha"": 0.2554}, {""feature"": ""heat_degree_days_35"", ""from"": 1.47, ""to"": 0.0, ""standardized_delta"": 0.3721, ""prediction_gain_t_ha"": 0.2554}]"
Oats,Montana,2021,spring,drought,hot_dry_days_30_1mm,1.2554,1.6294996181896195,0.37409961818961945,-0.5053914381494923,-0.1799671979132246,0.3254242402362677,0.8698865874578902,8,"[{""feature"": ""rain_sum"", ""from"": 276.21, ""to"": 350.57, ""standardized_delta"": 1.0748, ""prediction_gain_t_ha"": 0.3254}, {""feature"": ""rain_mean"", ""from"": 1.509, ""to"": 1.916, ""standardized_delta"": 1.0764, ""prediction_gain_t_ha"": 0.3254}, {""feature"": ""dry_days_1mm"", ""from"": 127.0, ""to"": 115.0, ""standardized_delta"": 1.0214, ""prediction_gain_t_ha"": 0.3254}, {""feature"": ""dry_days_2mm"", ""from"": 146.0, ""to"": 135.0, ""standardized_delta"": 1.2091, ""prediction_gain_t_ha"": 0.3254}, {""feature"": ""max_dry_spell_1mm"", ""from"": 18.0, ""to"": 13.0, ""standardized_delta"": 0.9509, ""prediction_gain_t_ha"": 0.3254}, {""feature"": ""dry_spell_events_7d"", ""from"": 6.0, ""to"": 5.0, ""standardized_delta"": 0.582, ""prediction_gain_t_ha"": 0.3254}, {""feature"": ""dry_spell_events_14d"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 1.1693, ""prediction_gain_t_ha"": 0.3254}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 32.0, ""to"": 14.0, ""standardized_delta"": 1.9345, ""prediction_gain_t_ha"": 0.3254}]"
Oats,North Dakota,2021,spring,drought,dry_spell_events_7d,1.7216,2.5864439039038913,0.8648439039038913,-0.7823500793116602,-0.1484942012237541,0.6338558780879061,0.7329136220151301,7,"[{""feature"": ""rain_sum"", ""from"": 268.88, ""to"": 372.59, ""standardized_delta"": 1.242, ""prediction_gain_t_ha"": 0.6339}, {""feature"": ""rain_mean"", ""from"": 1.469, ""to"": 2.036, ""standardized_delta"": 1.2425, ""prediction_gain_t_ha"": 0.6339}, {""feature"": ""dry_days_1mm"", ""from"": 141.0, ""to"": 121.0, ""standardized_delta"": 2.2534, ""prediction_gain_t_ha"": 0.6339}, {""feature"": ""dry_days_2mm"", ""from"": 150.0, ""to"": 139.0, ""standardized_delta"": 1.4634, ""prediction_gain_t_ha"": 0.6339}, {""feature"": ""max_dry_spell_1mm"", ""from"": 18.0, ""to"": 14.0, ""standardized_delta"": 0.952, ""prediction_gain_t_ha"": 0.6339}, {""feature"": ""dry_spell_events_7d"", ""from"": 11.0, ""to"": 5.0, ""standardized_delta"": 3.4614, ""prediction_gain_t_ha"": 0.6339}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 48.0, ""to"": 18.0, ""standardized_delta"": 3.1837, ""prediction_gain_t_ha"": 0.6339}]"
Oats,South Dakota,2021,spring,excess_rain,wet_days_1mm,2.4031,2.892177456027447,0.48907745602744734,-0.6740753486445445,-0.2334972511184426,0.44057809752610194,0.9008350151829048,7,"[{""feature"": ""heavy_rain_days_10"", ""from"": 14.0, ""to"": 11.0, ""standardized_delta"": 0.7572, ""prediction_gain_t_ha"": 0.4406}, {""feature"": ""heavy_rain_days_20"", ""from"": 1.0, ""to"": 3.0, ""standardized_delta"": 1.0698, ""prediction_gain_t_ha"": 0.4406}, {""feature"": ""heavy_rain_days_25"", ""from"": 0.0, ""to"": 1.0, ""standardized_delta"": 0.824, ""prediction_gain_t_ha"": 0.4406}, {""feature"": ""max_1day_rain"", ""from"": 23.4, ""to"": 30.6, ""standardized_delta"": 0.7226, ""prediction_gain_t_ha"": 0.4406}, {""feature"": ""max_3day_rain"", ""from"": 43.28, ""to"": 50.04, ""standardized_delta"": 0.4261, ""prediction_gain_t_ha"": 0.4406}, {""feature"": ""max_7day_rain"", ""from"": 62.03, ""to"": 64.325, ""standardized_delta"": 0.0982, ""prediction_gain_t_ha"": 0.4406}, {""feature"": ""wet_days_1mm"", ""from"": 49.0, ""to"": 64.0, ""standardized_delta"": 1.9333, ""prediction_gain_t_ha"": 0.4406}]"
Wheat,Minnesota,2021,spring,heat,heat_days_30,3.228,4.116680694980701,0.8886806949807009,-0.6541324001237311,-0.23481009666973773,0.41932230345399335,0.4718481067748406,10,"[{""feature"": ""season_tmax_mean"", ""from"": 23.357, ""to"": 21.208, ""standardized_delta"": 1.9317, ""prediction_gain_t_ha"": 0.4193}, {""feature"": ""season_tmean_mean"", ""from"": 17.36, ""to"": 15.654, ""standardized_delta"": 1.8433, ""prediction_gain_t_ha"": 0.4193}, {""feature"": ""growing_degree_days_base5"", ""from"": 2298.605, ""to"": 2013.64, ""standardized_delta"": 1.7578, ""prediction_gain_t_ha"": 0.4193}, {""feature"": ""heat_days_30"", ""from"": 36.0, ""to"": 8.0, ""standardized_delta"": 2.647, ""prediction_gain_t_ha"": 0.4193}, {""feature"": ""heat_days_35"", ""from"": 2.0, ""to"": 0.0, ""standardized_delta"": 1.1807, ""prediction_gain_t_ha"": 0.4193}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 7.0, ""to"": 3.0, ""standardized_delta"": 1.2019, ""prediction_gain_t_ha"": 0.4193}, {""feature"": ""max_consecutive_heat_days_35"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 1.1953, ""prediction_gain_t_ha"": 0.4193}, {""feature"": ""heatwave_events_3d_30"", ""from"": 5.0, ""to"": 1.0, ""standardized_delta"": 2.4844, ""prediction_gain_t_ha"": 0.4193}, {""feature"": ""heat_degree_days_30"", ""from"": 76.05, ""to"": 9.31, ""standardized_delta"": 2.291, ""prediction_gain_t_ha"": 0.4193}, {""feature"": ""heat_degree_days_35"", ""from"": 1.47, ""to"": 0.0, ""standardized_delta"": 0.3721, ""prediction_gain_t_ha"": 0.4193}]"
Wheat,Montana,2021,spring,heat,heatwave_events_3d_30,1.493,2.3661455298155296,0.8731455298155295,-0.7232260814257732,-0.2029255020997074,0.5203005793260658,0.595892164088603,10,"[{""feature"": ""season_tmax_mean"", ""from"": 21.889, ""to"": 20.729, ""standardized_delta"": 1.0431, ""prediction_gain_t_ha"": 0.5203}, {""feature"": ""season_tmean_mean"", ""from"": 14.837, ""to"": 13.861, ""standardized_delta"": 1.0517, ""prediction_gain_t_ha"": 0.5203}, {""feature"": ""growing_degree_days_base5"", ""from"": 1902.33, ""to"": 1665.575, ""standardized_delta"": 1.4607, ""prediction_gain_t_ha"": 0.5203}, {""feature"": ""heat_days_30"", ""from"": 38.0, ""to"": 17.0, ""standardized_delta"": 2.0396, ""prediction_gain_t_ha"": 0.5203}, {""feature"": ""heat_days_35"", ""from"": 3.0, ""to"": 0.0, ""standardized_delta"": 1.3617, ""prediction_gain_t_ha"": 0.5203}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 7.0, ""to"": 4.0, ""standardized_delta"": 0.9653, ""prediction_gain_t_ha"": 0.5203}, {""feature"": ""max_consecutive_heat_days_35"", ""from"": 2.0, ""to"": 0.0, ""standardized_delta"": 2.0653, ""prediction_gain_t_ha"": 0.5203}, {""feature"": ""heatwave_events_3d_30"", ""from"": 6.0, ""to"": 2.0, ""standardized_delta"": 2.2342, ""prediction_gain_t_ha"": 0.5203}, {""feature"": ""heat_degree_days_30"", ""from"": 79.06, ""to"": 29.76, ""standardized_delta"": 1.7087, ""prediction_gain_t_ha"": 0.5203}, {""feature"": ""heat_degree_days_35"", ""from"": 0.63, ""to"": 0.0, ""standardized_delta"": 0.2317, ""prediction_gain_t_ha"": 0.5203}]"
Wheat,North Dakota,2021,spring,drought,dry_spell_events_7d,2.1655,3.126483856713847,0.9609838567138467,-0.8509842346578799,-0.17600379890285206,0.6749804357550278,0.7023847810130461,7,"[{""feature"": ""rain_sum"", ""from"": 268.88, ""to"": 372.59, ""standardized_delta"": 1.242, ""prediction_gain_t_ha"": 0.675}, {""feature"": ""rain_mean"", ""from"": 1.469, ""to"": 2.036, ""standardized_delta"": 1.2425, ""prediction_gain_t_ha"": 0.675}, {""feature"": ""dry_days_1mm"", ""from"": 141.0, ""to"": 121.0, ""standardized_delta"": 2.2534, ""prediction_gain_t_ha"": 0.675}, {""feature"": ""dry_days_2mm"", ""from"": 150.0, ""to"": 139.0, ""standardized_delta"": 1.4634, ""prediction_gain_t_ha"": 0.675}, {""feature"": ""max_dry_spell_1mm"", ""from"": 18.0, ""to"": 14.0, ""standardized_delta"": 0.952, ""prediction_gain_t_ha"": 0.675}, {""feature"": ""dry_spell_events_7d"", ""from"": 11.0, ""to"": 5.0, ""standardized_delta"": 3.4614, ""prediction_gain_t_ha"": 0.675}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 48.0, ""to"": 18.0, ""standardized_delta"": 3.1837, ""prediction_gain_t_ha"": 0.675}]"
Wheat,South Dakota,2021,spring,excess_rain,wet_days_1mm,2.2865,3.25163422994423,0.9651342299442298,-1.0226636974670167,-0.3603937329468123,0.6622699645202044,0.6861946701014568,7,"[{""feature"": ""heavy_rain_days_10"", ""from"": 14.0, ""to"": 11.0, ""standardized_delta"": 0.7572, ""prediction_gain_t_ha"": 0.6623}, {""feature"": ""heavy_rain_days_20"", ""from"": 1.0, ""to"": 3.0, ""standardized_delta"": 1.0698, ""prediction_gain_t_ha"": 0.6623}, {""feature"": ""heavy_rain_days_25"", ""from"": 0.0, ""to"": 1.0, ""standardized_delta"": 0.824, ""prediction_gain_t_ha"": 0.6623}, {""feature"": ""max_1day_rain"", ""from"": 23.4, ""to"": 30.6, ""standardized_delta"": 0.7226, ""prediction_gain_t_ha"": 0.6623}, {""feature"": ""max_3day_rain"", ""from"": 43.28, ""to"": 50.04, ""standardized_delta"": 0.4261, ""prediction_gain_t_ha"": 0.6623}, {""feature"": ""max_7day_rain"", ""from"": 62.03, ""to"": 64.325, ""standardized_delta"": 0.0982, ""prediction_gain_t_ha"": 0.6623}, {""feature"": ""wet_days_1mm"", ""from"": 49.0, ""to"": 64.0, ""standardized_delta"": 1.9333, ""prediction_gain_t_ha"": 0.6623}]"
Wheat,Washington,2021,winter,heat,heat_days_35,2.6295,4.160379236379226,1.530879236379226,-0.9663737016782378,-0.21474030177478637,0.7516333999034515,0.49098151052148603,11,"[{""feature"": ""season_tmax_mean"", ""from"": 9.53, ""to"": 8.346, ""standardized_delta"": 1.268, ""prediction_gain_t_ha"": 0.7516}, {""feature"": ""season_tmean_mean"", ""from"": 4.692, ""to"": 3.6825, ""standardized_delta"": 1.2035, ""prediction_gain_t_ha"": 0.7516}, {""feature"": ""growing_degree_days_base5"", ""from"": 979.615, ""to"": 714.1225, ""standardized_delta"": 1.9369, ""prediction_gain_t_ha"": 0.7516}, {""feature"": ""heat_days_30"", ""from"": 8.0, ""to"": 0.0, ""standardized_delta"": 3.9274, ""prediction_gain_t_ha"": 0.7516}, {""feature"": ""heat_days_35"", ""from"": 4.0, ""to"": 0.0, ""standardized_delta"": 6.0, ""prediction_gain_t_ha"": 0.7516}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 6.0, ""to"": 0.0, ""standardized_delta"": 4.2135, ""prediction_gain_t_ha"": 0.7516}, {""feature"": ""max_consecutive_heat_days_35"", ""from"": 4.0, ""to"": 0.0, ""standardized_delta"": 6.0, ""prediction_gain_t_ha"": 0.7516}, {""feature"": ""heatwave_events_3d_30"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 2.8511, ""prediction_gain_t_ha"": 0.7516}, {""feature"": ""heatwave_events_3d_35"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 6.0, ""prediction_gain_t_ha"": 0.7516}, {""feature"": ""heat_degree_days_30"", ""from"": 35.63, ""to"": 0.0, ""standardized_delta"": 5.5313, ""prediction_gain_t_ha"": 0.7516}, {""feature"": ""heat_degree_days_35"", ""from"": 7.43, ""to"": 0.0, ""standardized_delta"": 6.0, ""prediction_gain_t_ha"": 0.7516}]"
Barley,Colorado,2022,spring,excess_rain,heavy_rain_days_25,5.9719,7.389565774345755,1.417665774345755,-0.9823584271606337,-0.46023410598984543,0.5221243211707882,0.36829860085445437,7,"[{""feature"": ""heavy_rain_days_10"", ""from"": 6.0, ""to"": 3.0, ""standardized_delta"": 1.6601, ""prediction_gain_t_ha"": 0.5221}, {""feature"": ""heavy_rain_days_20"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 2.4138, ""prediction_gain_t_ha"": 0.5221}, {""feature"": ""heavy_rain_days_25"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 3.428, ""prediction_gain_t_ha"": 0.5221}, {""feature"": ""max_1day_rain"", ""from"": 27.12, ""to"": 16.57, ""standardized_delta"": 1.6288, ""prediction_gain_t_ha"": 0.5221}, {""feature"": ""max_3day_rain"", ""from"": 37.97, ""to"": 28.61, ""standardized_delta"": 0.935, ""prediction_gain_t_ha"": 0.5221}, {""feature"": ""max_7day_rain"", ""from"": 55.91, ""to"": 42.74, ""standardized_delta"": 1.0149, ""prediction_gain_t_ha"": 0.5221}, {""feature"": ""wet_days_1mm"", ""from"": 69.0, ""to"": 71.0, ""standardized_delta"": 0.1556, ""prediction_gain_t_ha"": 0.5221}]"
Barley,Kansas,2022,spring,heat,heatwave_events_3d_35,1.8292,2.4776085827900616,0.6484085827900616,-0.6160035444187946,-0.25222360322987,0.3637799411889246,0.5610350492641573,12,"[{""feature"": ""season_tmax_mean"", ""from"": 30.177, ""to"": 28.6005, ""standardized_delta"": 1.1177, ""prediction_gain_t_ha"": 0.3638}, {""feature"": ""season_tmean_mean"", ""from"": 23.219, ""to"": 22.094, ""standardized_delta"": 1.0728, ""prediction_gain_t_ha"": 0.3638}, {""feature"": ""growing_degree_days_base5"", ""from"": 3334.165, ""to"": 3134.24, ""standardized_delta"": 1.0556, ""prediction_gain_t_ha"": 0.3638}, {""feature"": ""heat_days_30"", ""from"": 109.0, ""to"": 84.0, ""standardized_delta"": 1.4317, ""prediction_gain_t_ha"": 0.3638}, {""feature"": ""heat_days_35"", ""from"": 55.0, ""to"": 30.5, ""standardized_delta"": 1.6054, ""prediction_gain_t_ha"": 0.3638}, {""feature"": ""heat_days_40"", ""from"": 8.0, ""to"": 2.0, ""standardized_delta"": 0.8713, ""prediction_gain_t_ha"": 0.3638}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 24.0, ""to"": 21.5, ""standardized_delta"": 0.2181, ""prediction_gain_t_ha"": 0.3638}, {""feature"": ""max_consecutive_heat_days_35"", ""from"": 12.0, ""to"": 8.0, ""standardized_delta"": 0.7849, ""prediction_gain_t_ha"": 0.3638}, {""feature"": ""heatwave_events_3d_30"", ""from"": 11.0, ""to"": 9.0, ""standardized_delta"": 0.8944, ""prediction_gain_t_ha"": 0.3638}, {""feature"": ""heatwave_events_3d_35"", ""from"": 8.0, ""to"": 4.0, ""standardized_delta"": 1.9237, ""prediction_gain_t_ha"": 0.3638}, {""feature"": ""heat_degree_days_30"", ""from"": 562.94, ""to"": 360.59, ""standardized_delta"": 1.3825, ""prediction_gain_t_ha"": 0.3638}, {""feature"": ""heat_degree_days_35"", ""from"": 145.34, ""to"": 69.38, ""standardized_delta"": 1.137, ""prediction_gain_t_ha"": 0.3638}]"
Barley,Montana,2022,spring,heat,heat_days_30,2.2058,2.846738314028311,0.6409383140283111,-0.5421404206760806,-0.12216808266081688,0.4199723380152637,0.655246111557489,10,"[{""feature"": ""season_tmax_mean"", ""from"": 20.858, ""to"": 20.729, ""standardized_delta"": 0.116, ""prediction_gain_t_ha"": 0.42}, {""feature"": ""season_tmean_mean"", ""from"": 14.176, ""to"": 13.861, ""standardized_delta"": 0.3394, ""prediction_gain_t_ha"": 0.42}, {""feature"": ""growing_degree_days_base5"", ""from"": 1824.74, ""to"": 1665.575, ""standardized_delta"": 0.982, ""prediction_gain_t_ha"": 0.42}, {""feature"": ""heat_days_30"", ""from"": 41.0, ""to"": 17.0, ""standardized_delta"": 2.331, ""prediction_gain_t_ha"": 0.42}, {""feature"": ""heat_days_35"", ""from"": 5.0, ""to"": 0.0, ""standardized_delta"": 2.2695, ""prediction_gain_t_ha"": 0.42}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 9.0, ""to"": 4.0, ""standardized_delta"": 1.6088, ""prediction_gain_t_ha"": 0.42}, {""feature"": ""max_consecutive_heat_days_35"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 1.0327, ""prediction_gain_t_ha"": 0.42}, {""feature"": ""heatwave_events_3d_30"", ""from"": 5.0, ""to"": 2.0, ""standardized_delta"": 1.6756, ""prediction_gain_t_ha"": 0.42}, {""feature"": ""heat_degree_days_30"", ""from"": 90.71, ""to"": 29.76, ""standardized_delta"": 2.1124, ""prediction_gain_t_ha"": 0.42}, {""feature"": ""heat_degree_days_35"", ""from"": 4.49, ""to"": 0.0, ""standardized_delta"": 1.6513, ""prediction_gain_t_ha"": 0.42}]"
