crop,region,year,window,driver_group,dominant_feature,observed_yield_t_ha,trend_yield_t_ha,yield_gap_t_ha,base_predicted_residual_t_ha,counterfactual_predicted_residual_t_ha,recovered_gap_t_ha,recoverable_fraction,n_changed_features,changed_features_json
Oats,Nebraska,2000,spring,heat,max_consecutive_heat_days_35,1.5064,2.106429965679963,0.600029965679963,-0.6024495699822233,-0.2380653569319396,0.36438421305028373,0.6072766926521045,12,"[{""feature"": ""season_tmax_mean"", ""from"": 27.748, ""to"": 25.813, ""standardized_delta"": 1.393, ""prediction_gain_t_ha"": 0.3644}, {""feature"": ""season_tmean_mean"", ""from"": 20.123, ""to"": 19.139, ""standardized_delta"": 0.9174, ""prediction_gain_t_ha"": 0.3644}, {""feature"": ""growing_degree_days_base5"", ""from"": 2782.04, ""to"": 2616.99, ""standardized_delta"": 0.8664, ""prediction_gain_t_ha"": 0.3644}, {""feature"": ""heat_days_30"", ""from"": 83.0, ""to"": 58.0, ""standardized_delta"": 1.4358, ""prediction_gain_t_ha"": 0.3644}, {""feature"": ""heat_days_35"", ""from"": 34.0, ""to"": 14.0, ""standardized_delta"": 1.5547, ""prediction_gain_t_ha"": 0.3644}, {""feature"": ""heat_days_40"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 0.5793, ""prediction_gain_t_ha"": 0.3644}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 17.0, ""to"": 13.0, ""standardized_delta"": 0.6765, ""prediction_gain_t_ha"": 0.3644}, {""feature"": ""max_consecutive_heat_days_35"", ""from"": 10.0, ""to"": 4.0, ""standardized_delta"": 1.7939, ""prediction_gain_t_ha"": 0.3644}, {""feature"": ""heatwave_events_3d_30"", ""from"": 10.0, ""to"": 7.0, ""standardized_delta"": 1.2507, ""prediction_gain_t_ha"": 0.3644}, {""feature"": ""heatwave_events_3d_35"", ""from"": 4.0, ""to"": 2.0, ""standardized_delta"": 1.1434, ""prediction_gain_t_ha"": 0.3644}, {""feature"": ""heat_degree_days_30"", ""from"": 363.14, ""to"": 191.26, ""standardized_delta"": 1.5362, ""prediction_gain_t_ha"": 0.3644}, {""feature"": ""heat_degree_days_35"", ""from"": 65.55, ""to"": 25.12, ""standardized_delta"": 1.2053, ""prediction_gain_t_ha"": 0.3644}]"
Barley,Montana,2001,spring,drought,dry_spell_events_14d,2.2058,2.6370569626769615,0.43125696267696156,-0.4658401715349858,-0.18632871274206667,0.27951145879291917,0.6481320488320805,7,"[{""feature"": ""rain_sum"", ""from"": 278.03, ""to"": 350.57, ""standardized_delta"": 1.0485, ""prediction_gain_t_ha"": 0.2795}, {""feature"": ""rain_mean"", ""from"": 1.519, ""to"": 1.916, ""standardized_delta"": 1.05, ""prediction_gain_t_ha"": 0.2795}, {""feature"": ""dry_days_1mm"", ""from"": 122.0, ""to"": 115.0, ""standardized_delta"": 0.5958, ""prediction_gain_t_ha"": 0.2795}, {""feature"": ""dry_days_2mm"", ""from"": 149.0, ""to"": 135.0, ""standardized_delta"": 1.5388, ""prediction_gain_t_ha"": 0.2795}, {""feature"": ""max_dry_spell_1mm"", ""from"": 24.0, ""to"": 13.0, ""standardized_delta"": 2.0921, ""prediction_gain_t_ha"": 0.2795}, {""feature"": ""dry_spell_events_14d"", ""from"": 2.0, ""to"": 0.0, ""standardized_delta"": 2.3387, ""prediction_gain_t_ha"": 0.2795}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 27.0, ""to"": 14.0, ""standardized_delta"": 1.3971, ""prediction_gain_t_ha"": 0.2795}]"
Barley,Washington,2001,spring,heat,max_consecutive_heat_days_30,2.69,3.330364813384813,0.6403648133848132,-0.6303688271310012,-0.3003263336271151,0.3300424935038861,0.5153976086839648,5,"[{""feature"": ""season_tmax_mean"", ""from"": 18.595, ""to"": 19.161, ""standardized_delta"": 0.569, ""prediction_gain_t_ha"": 0.33}, {""feature"": ""season_tmean_mean"", ""from"": 11.926, ""to"": 12.7655, ""standardized_delta"": 0.977, ""prediction_gain_t_ha"": 0.33}, {""feature"": ""growing_degree_days_base5"", ""from"": 1355.225, ""to"": 1476.4125, ""standardized_delta"": 0.8657, ""prediction_gain_t_ha"": 0.33}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 6.0, ""to"": 3.0, ""standardized_delta"": 1.4486, ""prediction_gain_t_ha"": 0.33}, {""feature"": ""heat_degree_days_30"", ""from"": 12.0, ""to"": 12.035, ""standardized_delta"": 0.0024, ""prediction_gain_t_ha"": 0.33}]"
Canola,Montana,2001,spring,drought,dry_spell_events_14d,1.02,1.3948650183150235,0.3748650183150235,-0.382414776348728,-0.16144521499486802,0.22096956135385998,0.589464341983932,7,"[{""feature"": ""rain_sum"", ""from"": 278.03, ""to"": 350.57, ""standardized_delta"": 1.0485, ""prediction_gain_t_ha"": 0.221}, {""feature"": ""rain_mean"", ""from"": 1.519, ""to"": 1.916, ""standardized_delta"": 1.05, ""prediction_gain_t_ha"": 0.221}, {""feature"": ""dry_days_1mm"", ""from"": 122.0, ""to"": 115.0, ""standardized_delta"": 0.5958, ""prediction_gain_t_ha"": 0.221}, {""feature"": ""dry_days_2mm"", ""from"": 149.0, ""to"": 135.0, ""standardized_delta"": 1.5388, ""prediction_gain_t_ha"": 0.221}, {""feature"": ""max_dry_spell_1mm"", ""from"": 24.0, ""to"": 13.0, ""standardized_delta"": 2.0921, ""prediction_gain_t_ha"": 0.221}, {""feature"": ""dry_spell_events_14d"", ""from"": 2.0, ""to"": 0.0, ""standardized_delta"": 2.3387, ""prediction_gain_t_ha"": 0.221}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 27.0, ""to"": 14.0, ""standardized_delta"": 1.3971, ""prediction_gain_t_ha"": 0.221}]"
Oats,Washington,2001,spring,heat,max_consecutive_heat_days_30,1.9727,2.4758611330049263,0.5031611330049264,-0.4948367113791816,-0.21248081351576778,0.28235589786341386,0.5611639678469548,5,"[{""feature"": ""season_tmax_mean"", ""from"": 18.595, ""to"": 19.161, ""standardized_delta"": 0.569, ""prediction_gain_t_ha"": 0.2824}, {""feature"": ""season_tmean_mean"", ""from"": 11.926, ""to"": 12.7655, ""standardized_delta"": 0.977, ""prediction_gain_t_ha"": 0.2824}, {""feature"": ""growing_degree_days_base5"", ""from"": 1355.225, ""to"": 1476.4125, ""standardized_delta"": 0.8657, ""prediction_gain_t_ha"": 0.2824}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 6.0, ""to"": 3.0, ""standardized_delta"": 1.4486, ""prediction_gain_t_ha"": 0.2824}, {""feature"": ""heat_degree_days_30"", ""from"": 12.0, ""to"": 12.035, ""standardized_delta"": 0.0024, ""prediction_gain_t_ha"": 0.2824}]"
Wheat,Montana,2001,spring,drought,dry_spell_events_14d,1.54,2.152728283998286,0.6127282839982859,-0.5190970626816218,-0.21590829462820954,0.30318876805341227,0.4948176475141474,7,"[{""feature"": ""rain_sum"", ""from"": 278.03, ""to"": 350.57, ""standardized_delta"": 1.0485, ""prediction_gain_t_ha"": 0.3032}, {""feature"": ""rain_mean"", ""from"": 1.519, ""to"": 1.916, ""standardized_delta"": 1.05, ""prediction_gain_t_ha"": 0.3032}, {""feature"": ""dry_days_1mm"", ""from"": 122.0, ""to"": 115.0, ""standardized_delta"": 0.5958, ""prediction_gain_t_ha"": 0.3032}, {""feature"": ""dry_days_2mm"", ""from"": 149.0, ""to"": 135.0, ""standardized_delta"": 1.5388, ""prediction_gain_t_ha"": 0.3032}, {""feature"": ""max_dry_spell_1mm"", ""from"": 24.0, ""to"": 13.0, ""standardized_delta"": 2.0921, ""prediction_gain_t_ha"": 0.3032}, {""feature"": ""dry_spell_events_14d"", ""from"": 2.0, ""to"": 0.0, ""standardized_delta"": 2.3387, ""prediction_gain_t_ha"": 0.3032}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 27.0, ""to"": 14.0, ""standardized_delta"": 1.3971, ""prediction_gain_t_ha"": 0.3032}]"
Barley,Minnesota,2002,spring,drought,dry_days_1mm,2.2058,3.161413401973398,0.9556134019733982,-0.6992417737261957,-0.2936142197707686,0.40562755395542704,0.4244682558007058,6,"[{""feature"": ""rain_sum"", ""from"": 674.2, ""to"": 547.17, ""standardized_delta"": 1.1514, ""prediction_gain_t_ha"": 0.4056}, {""feature"": ""rain_mean"", ""from"": 3.684, ""to"": 2.99, ""standardized_delta"": 1.1513, ""prediction_gain_t_ha"": 0.4056}, {""feature"": ""dry_days_1mm"", ""from"": 102.0, ""to"": 112.0, ""standardized_delta"": 1.1573, ""prediction_gain_t_ha"": 0.4056}, {""feature"": ""dry_days_2mm"", ""from"": 124.0, ""to"": 128.0, ""standardized_delta"": 0.4695, ""prediction_gain_t_ha"": 0.4056}, {""feature"": ""dry_spell_events_7d"", ""from"": 2.0, ""to"": 3.0, ""standardized_delta"": 0.693, ""prediction_gain_t_ha"": 0.4056}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 8.0, ""to"": 5.0, ""standardized_delta"": 0.3671, ""prediction_gain_t_ha"": 0.4056}]"
Barley,Montana,2002,spring,heat,heatwave_events_3d_35,2.2596,2.647041788931787,0.3874417889317874,-0.42114471127634806,-0.01560898197385295,0.3874417889317874,1.0,10,"[{""feature"": ""season_tmax_mean"", ""from"": 20.126, ""to"": 20.729, ""standardized_delta"": 0.5422, ""prediction_gain_t_ha"": 0.4055}, {""feature"": ""season_tmean_mean"", ""from"": 12.954, ""to"": 13.861, ""standardized_delta"": 0.9774, ""prediction_gain_t_ha"": 0.4055}, {""feature"": ""growing_degree_days_base5"", ""from"": 1584.77, ""to"": 1665.575, ""standardized_delta"": 0.4985, ""prediction_gain_t_ha"": 0.4055}, {""feature"": ""heat_days_30"", ""from"": 23.0, ""to"": 17.0, ""standardized_delta"": 0.5827, ""prediction_gain_t_ha"": 0.4055}, {""feature"": ""heat_days_35"", ""from"": 5.0, ""to"": 0.0, ""standardized_delta"": 2.2695, ""prediction_gain_t_ha"": 0.4055}, {""feature"": ""max_consecutive_heat_days_35"", ""from"": 4.0, ""to"": 0.0, ""standardized_delta"": 4.1306, ""prediction_gain_t_ha"": 0.4055}, {""feature"": ""heatwave_events_3d_30"", ""from"": 4.0, ""to"": 2.0, ""standardized_delta"": 1.1171, ""prediction_gain_t_ha"": 0.4055}, {""feature"": ""heatwave_events_3d_35"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 5.8756, ""prediction_gain_t_ha"": 0.4055}, {""feature"": ""heat_degree_days_30"", ""from"": 58.34, ""to"": 29.76, ""standardized_delta"": 0.9905, ""prediction_gain_t_ha"": 0.4055}, {""feature"": ""heat_degree_days_35"", ""from"": 12.57, ""to"": 0.0, ""standardized_delta"": 4.6228, ""prediction_gain_t_ha"": 0.4055}]"
Barley,Nebraska,2002,spring,drought,dry_spell_events_14d,1.7216,2.425227142857139,0.703627142857139,-0.704461715778606,-0.22949363354396488,0.47496808223464104,0.6750280842009476,8,"[{""feature"": ""rain_sum"", ""from"": 254.06, ""to"": 442.88, ""standardized_delta"": 1.8009, ""prediction_gain_t_ha"": 0.475}, {""feature"": ""rain_mean"", ""from"": 1.388, ""to"": 2.42, ""standardized_delta"": 1.8011, ""prediction_gain_t_ha"": 0.475}, {""feature"": ""dry_days_1mm"", ""from"": 130.0, ""to"": 115.0, ""standardized_delta"": 1.3499, ""prediction_gain_t_ha"": 0.475}, {""feature"": ""dry_days_2mm"", ""from"": 152.0, ""to"": 132.0, ""standardized_delta"": 1.9518, ""prediction_gain_t_ha"": 0.475}, {""feature"": ""max_dry_spell_1mm"", ""from"": 18.0, ""to"": 12.0, ""standardized_delta"": 1.2919, ""prediction_gain_t_ha"": 0.475}, {""feature"": ""dry_spell_events_7d"", ""from"": 8.0, ""to"": 5.0, ""standardized_delta"": 1.393, ""prediction_gain_t_ha"": 0.475}, {""feature"": ""dry_spell_events_14d"", ""from"": 2.0, ""to"": 0.0, ""standardized_delta"": 2.4282, ""prediction_gain_t_ha"": 0.475}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 52.0, ""to"": 41.0, ""standardized_delta"": 0.7426, ""prediction_gain_t_ha"": 0.475}]"
Barley,North Dakota,2002,spring,drought,max_dry_spell_1mm,2.421,3.003649652509651,0.5826496525096512,-0.5490399414120544,-0.1261715750769583,0.42286836633509606,0.7257678169268136,6,"[{""feature"": ""rain_sum"", ""from"": 298.94, ""to"": 372.59, ""standardized_delta"": 0.882, ""prediction_gain_t_ha"": 0.4229}, {""feature"": ""rain_mean"", ""from"": 1.634, ""to"": 2.036, ""standardized_delta"": 0.8809, ""prediction_gain_t_ha"": 0.4229}, {""feature"": ""dry_days_1mm"", ""from"": 122.0, ""to"": 121.0, ""standardized_delta"": 0.1127, ""prediction_gain_t_ha"": 0.4229}, {""feature"": ""dry_days_2mm"", ""from"": 141.0, ""to"": 139.0, ""standardized_delta"": 0.2661, ""prediction_gain_t_ha"": 0.4229}, {""feature"": ""max_dry_spell_1mm"", ""from"": 22.0, ""to"": 14.0, ""standardized_delta"": 1.904, ""prediction_gain_t_ha"": 0.4229}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 31.0, ""to"": 18.0, ""standardized_delta"": 1.3796, ""prediction_gain_t_ha"": 0.4229}]"
Barley,South Dakota,2002,spring,excess_rain,wet_days_1mm,1.883,2.4424528505002376,0.5594528505002376,-0.6711256392108508,-0.30796434740432804,0.36316129180652273,0.6491365473994818,6,"[{""feature"": ""heavy_rain_days_10"", ""from"": 8.0, ""to"": 11.0, ""standardized_delta"": 0.7572, ""prediction_gain_t_ha"": 0.3632}, {""feature"": ""heavy_rain_days_20"", ""from"": 1.0, ""to"": 3.0, ""standardized_delta"": 1.0698, ""prediction_gain_t_ha"": 0.3632}, {""feature"": ""max_1day_rain"", ""from"": 29.77, ""to"": 30.6, ""standardized_delta"": 0.0833, ""prediction_gain_t_ha"": 0.3632}, {""feature"": ""max_3day_rain"", ""from"": 30.6, ""to"": 50.04, ""standardized_delta"": 1.2252, ""prediction_gain_t_ha"": 0.3632}, {""feature"": ""max_7day_rain"", ""from"": 43.23, ""to"": 64.325, ""standardized_delta"": 0.9023, ""prediction_gain_t_ha"": 0.3632}, {""feature"": ""wet_days_1mm"", ""from"": 52.0, ""to"": 64.0, ""standardized_delta"": 1.5467, ""prediction_gain_t_ha"": 0.3632}]"
Canola,Minnesota,2002,spring,drought,dry_days_1mm,0.9976,1.486950837438414,0.4893508374384139,-0.577000405699542,-0.21240850867470934,0.3645918970248327,0.7450521571258526,6,"[{""feature"": ""rain_sum"", ""from"": 674.2, ""to"": 547.17, ""standardized_delta"": 1.1514, ""prediction_gain_t_ha"": 0.3646}, {""feature"": ""rain_mean"", ""from"": 3.684, ""to"": 2.99, ""standardized_delta"": 1.1513, ""prediction_gain_t_ha"": 0.3646}, {""feature"": ""dry_days_1mm"", ""from"": 102.0, ""to"": 112.0, ""standardized_delta"": 1.1573, ""prediction_gain_t_ha"": 0.3646}, {""feature"": ""dry_days_2mm"", ""from"": 124.0, ""to"": 128.0, ""standardized_delta"": 0.4695, ""prediction_gain_t_ha"": 0.3646}, {""feature"": ""dry_spell_events_7d"", ""from"": 2.0, ""to"": 3.0, ""standardized_delta"": 0.693, ""prediction_gain_t_ha"": 0.3646}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 8.0, ""to"": 5.0, ""standardized_delta"": 0.3671, ""prediction_gain_t_ha"": 0.3646}]"
Canola,Montana,2002,spring,heat,heatwave_events_3d_35,1.0088,1.3980328449328505,0.3892328449328506,-0.368035080002711,-0.017171324085592302,0.3508637559171187,0.9014238147801961,10,"[{""feature"": ""season_tmax_mean"", ""from"": 20.126, ""to"": 20.729, ""standardized_delta"": 0.5422, ""prediction_gain_t_ha"": 0.3509}, {""feature"": ""season_tmean_mean"", ""from"": 12.954, ""to"": 13.861, ""standardized_delta"": 0.9774, ""prediction_gain_t_ha"": 0.3509}, {""feature"": ""growing_degree_days_base5"", ""from"": 1584.77, ""to"": 1665.575, ""standardized_delta"": 0.4985, ""prediction_gain_t_ha"": 0.3509}, {""feature"": ""heat_days_30"", ""from"": 23.0, ""to"": 17.0, ""standardized_delta"": 0.5827, ""prediction_gain_t_ha"": 0.3509}, {""feature"": ""heat_days_35"", ""from"": 5.0, ""to"": 0.0, ""standardized_delta"": 2.2695, ""prediction_gain_t_ha"": 0.3509}, {""feature"": ""max_consecutive_heat_days_35"", ""from"": 4.0, ""to"": 0.0, ""standardized_delta"": 4.1306, ""prediction_gain_t_ha"": 0.3509}, {""feature"": ""heatwave_events_3d_30"", ""from"": 4.0, ""to"": 2.0, ""standardized_delta"": 1.1171, ""prediction_gain_t_ha"": 0.3509}, {""feature"": ""heatwave_events_3d_35"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 5.8756, ""prediction_gain_t_ha"": 0.3509}, {""feature"": ""heat_degree_days_30"", ""from"": 58.34, ""to"": 29.76, ""standardized_delta"": 0.9905, ""prediction_gain_t_ha"": 0.3509}, {""feature"": ""heat_degree_days_35"", ""from"": 12.57, ""to"": 0.0, ""standardized_delta"": 4.6228, ""prediction_gain_t_ha"": 0.3509}]"
Canola,North Dakota,2002,spring,drought,max_dry_spell_1mm,1.3562,1.6189015126050492,0.26270151260504915,-0.3684415641784166,-0.09593264784303049,0.26270151260504915,1.0,6,"[{""feature"": ""rain_sum"", ""from"": 298.94, ""to"": 372.59, ""standardized_delta"": 0.882, ""prediction_gain_t_ha"": 0.2725}, {""feature"": ""rain_mean"", ""from"": 1.634, ""to"": 2.036, ""standardized_delta"": 0.8809, ""prediction_gain_t_ha"": 0.2725}, {""feature"": ""dry_days_1mm"", ""from"": 122.0, ""to"": 121.0, ""standardized_delta"": 0.1127, ""prediction_gain_t_ha"": 0.2725}, {""feature"": ""dry_days_2mm"", ""from"": 141.0, ""to"": 139.0, ""standardized_delta"": 0.2661, ""prediction_gain_t_ha"": 0.2725}, {""feature"": ""max_dry_spell_1mm"", ""from"": 22.0, ""to"": 14.0, ""standardized_delta"": 1.904, ""prediction_gain_t_ha"": 0.2725}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 31.0, ""to"": 18.0, ""standardized_delta"": 1.3796, ""prediction_gain_t_ha"": 0.2725}]"
Oats,Colorado,2002,spring,drought,max_dry_spell_1mm,1.7934,2.252713694581292,0.4593136945812919,-0.41904526426740357,-0.16358205279625304,0.25546321147115053,0.5561846173648917,8,"[{""feature"": ""rain_sum"", ""from"": 161.7, ""to"": 285.92, ""standardized_delta"": 2.1832, ""prediction_gain_t_ha"": 0.2555}, {""feature"": ""rain_mean"", ""from"": 0.884, ""to"": 1.562, ""standardized_delta"": 2.1807, ""prediction_gain_t_ha"": 0.2555}, {""feature"": ""dry_days_1mm"", ""from"": 138.0, ""to"": 112.0, ""standardized_delta"": 2.0227, ""prediction_gain_t_ha"": 0.2555}, {""feature"": ""dry_days_2mm"", ""from"": 158.0, ""to"": 137.0, ""standardized_delta"": 2.0761, ""prediction_gain_t_ha"": 0.2555}, {""feature"": ""max_dry_spell_1mm"", ""from"": 29.0, ""to"": 17.0, ""standardized_delta"": 2.2969, ""prediction_gain_t_ha"": 0.2555}, {""feature"": ""dry_spell_events_7d"", ""from"": 9.0, ""to"": 6.0, ""standardized_delta"": 1.7978, ""prediction_gain_t_ha"": 0.2555}, {""feature"": ""dry_spell_events_14d"", ""from"": 2.0, ""to"": 1.0, ""standardized_delta"": 1.2553, ""prediction_gain_t_ha"": 0.2555}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 3.0, ""to"": 1.0, ""standardized_delta"": 1.2609, ""prediction_gain_t_ha"": 0.2555}]"
Oats,Nebraska,2002,spring,drought,dry_spell_events_14d,1.5423,2.1177938266838243,0.5754938266838243,-0.5814970637994594,-0.1778450494415865,0.4036520143578729,0.7014011195981757,8,"[{""feature"": ""rain_sum"", ""from"": 254.06, ""to"": 442.88, ""standardized_delta"": 1.8009, ""prediction_gain_t_ha"": 0.4037}, {""feature"": ""rain_mean"", ""from"": 1.388, ""to"": 2.42, ""standardized_delta"": 1.8011, ""prediction_gain_t_ha"": 0.4037}, {""feature"": ""dry_days_1mm"", ""from"": 130.0, ""to"": 115.0, ""standardized_delta"": 1.3499, ""prediction_gain_t_ha"": 0.4037}, {""feature"": ""dry_days_2mm"", ""from"": 152.0, ""to"": 132.0, ""standardized_delta"": 1.9518, ""prediction_gain_t_ha"": 0.4037}, {""feature"": ""max_dry_spell_1mm"", ""from"": 18.0, ""to"": 12.0, ""standardized_delta"": 1.2919, ""prediction_gain_t_ha"": 0.4037}, {""feature"": ""dry_spell_events_7d"", ""from"": 8.0, ""to"": 5.0, ""standardized_delta"": 1.393, ""prediction_gain_t_ha"": 0.4037}, {""feature"": ""dry_spell_events_14d"", ""from"": 2.0, ""to"": 0.0, ""standardized_delta"": 2.4282, ""prediction_gain_t_ha"": 0.4037}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 52.0, ""to"": 41.0, ""standardized_delta"": 0.7426, ""prediction_gain_t_ha"": 0.4037}]"
Oats,North Dakota,2002,spring,drought,max_dry_spell_1mm,1.5064,2.095646516516503,0.5892465165165028,-0.5379595942289305,-0.13558529773153713,0.4023742964973933,0.6828624102457874,6,"[{""feature"": ""rain_sum"", ""from"": 298.94, ""to"": 372.59, ""standardized_delta"": 0.882, ""prediction_gain_t_ha"": 0.4024}, {""feature"": ""rain_mean"", ""from"": 1.634, ""to"": 2.036, ""standardized_delta"": 0.8809, ""prediction_gain_t_ha"": 0.4024}, {""feature"": ""dry_days_1mm"", ""from"": 122.0, ""to"": 121.0, ""standardized_delta"": 0.1127, ""prediction_gain_t_ha"": 0.4024}, {""feature"": ""dry_days_2mm"", ""from"": 141.0, ""to"": 139.0, ""standardized_delta"": 0.2661, ""prediction_gain_t_ha"": 0.4024}, {""feature"": ""max_dry_spell_1mm"", ""from"": 22.0, ""to"": 14.0, ""standardized_delta"": 1.904, ""prediction_gain_t_ha"": 0.4024}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 31.0, ""to"": 18.0, ""standardized_delta"": 1.3796, ""prediction_gain_t_ha"": 0.4024}]"
Oats,South Dakota,2002,spring,drought,dry_spell_events_7d,1.614,2.3005976619476556,0.6865976619476555,-0.6211700886267664,-0.2660703438964049,0.3550997447303615,0.5171875239467877,8,"[{""feature"": ""rain_sum"", ""from"": 288.76, ""to"": 412.03, ""standardized_delta"": 1.5092, ""prediction_gain_t_ha"": 0.3551}, {""feature"": ""rain_mean"", ""from"": 1.578, ""to"": 2.252, ""standardized_delta"": 1.5099, ""prediction_gain_t_ha"": 0.3551}, {""feature"": ""dry_days_1mm"", ""from"": 131.0, ""to"": 119.0, ""standardized_delta"": 1.5467, ""prediction_gain_t_ha"": 0.3551}, {""feature"": ""dry_days_2mm"", ""from"": 148.0, ""to"": 136.0, ""standardized_delta"": 1.7178, ""prediction_gain_t_ha"": 0.3551}, {""feature"": ""max_dry_spell_1mm"", ""from"": 11.0, ""to"": 15.0, ""standardized_delta"": 0.8441, ""prediction_gain_t_ha"": 0.3551}, {""feature"": ""dry_spell_events_7d"", ""from"": 8.0, ""to"": 5.0, ""standardized_delta"": 1.9744, ""prediction_gain_t_ha"": 0.3551}, {""feature"": ""dry_spell_events_14d"", ""from"": 0.0, ""to"": 1.0, ""standardized_delta"": 1.3943, ""prediction_gain_t_ha"": 0.3551}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 48.0, ""to"": 41.0, ""standardized_delta"": 0.5405, ""prediction_gain_t_ha"": 0.3551}]"
Wheat,Colorado,2002,winter,drought,dry_days_2mm,1.5333,2.288568871728872,0.7552688717288718,-0.6788833408508596,-0.20818202256444884,0.4707013182864107,0.6232235113952693,8,"[{""feature"": ""rain_sum"", ""from"": 156.15, ""to"": 300.645, ""standardized_delta"": 2.4298, ""prediction_gain_t_ha"": 0.4707}, {""feature"": ""rain_mean"", ""from"": 0.515, ""to"": 0.992, ""standardized_delta"": 2.4287, ""prediction_gain_t_ha"": 0.4707}, {""feature"": ""dry_days_1mm"", ""from"": 258.0, ""to"": 223.0, ""standardized_delta"": 2.5849, ""prediction_gain_t_ha"": 0.4707}, {""feature"": ""dry_days_2mm"", ""from"": 288.0, ""to"": 258.5, ""standardized_delta"": 2.9479, ""prediction_gain_t_ha"": 0.4707}, {""feature"": ""max_dry_spell_1mm"", ""from"": 29.0, ""to"": 23.5, ""standardized_delta"": 0.8323, ""prediction_gain_t_ha"": 0.4707}, {""feature"": ""dry_spell_events_7d"", ""from"": 13.0, ""to"": 12.0, ""standardized_delta"": 0.4284, ""prediction_gain_t_ha"": 0.4707}, {""feature"": ""dry_spell_events_14d"", ""from"": 6.0, ""to"": 3.5, ""standardized_delta"": 1.5284, ""prediction_gain_t_ha"": 0.4707}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 1.1007, ""prediction_gain_t_ha"": 0.4707}]"
Wheat,Illinois,2002,winter,drought,max_dry_spell_1mm,3.2953,3.7840975375375194,0.4887975375375193,-0.43144443282441186,-0.2326979495141502,0.19874648331026165,0.40660287347500434,6,"[{""feature"": ""rain_sum"", ""from"": 998.25, ""to"": 804.935, ""standardized_delta"": 1.3553, ""prediction_gain_t_ha"": 0.1987}, {""feature"": ""rain_mean"", ""from"": 3.295, ""to"": 2.6565, ""standardized_delta"": 1.3545, ""prediction_gain_t_ha"": 0.1987}, {""feature"": ""dry_days_1mm"", ""from"": 203.0, ""to"": 204.5, ""standardized_delta"": 0.1443, ""prediction_gain_t_ha"": 0.1987}, {""feature"": ""dry_days_2mm"", ""from"": 222.0, ""to"": 226.0, ""standardized_delta"": 0.4102, ""prediction_gain_t_ha"": 0.1987}, {""feature"": ""max_dry_spell_1mm"", ""from"": 31.0, ""to"": 19.0, ""standardized_delta"": 2.4356, ""prediction_gain_t_ha"": 0.1987}, {""feature"": ""dry_spell_events_14d"", ""from"": 2.0, ""to"": 1.0, ""standardized_delta"": 0.8822, ""prediction_gain_t_ha"": 0.1987}]"
Wheat,Minnesota,2002,spring,drought,dry_days_1mm,2.2865,3.0337430501930527,0.7472430501930525,-0.6549048761646884,-0.2604330197491199,0.3944718564155685,0.5279030113611033,6,"[{""feature"": ""rain_sum"", ""from"": 674.2, ""to"": 547.17, ""standardized_delta"": 1.1514, ""prediction_gain_t_ha"": 0.3945}, {""feature"": ""rain_mean"", ""from"": 3.684, ""to"": 2.99, ""standardized_delta"": 1.1513, ""prediction_gain_t_ha"": 0.3945}, {""feature"": ""dry_days_1mm"", ""from"": 102.0, ""to"": 112.0, ""standardized_delta"": 1.1573, ""prediction_gain_t_ha"": 0.3945}, {""feature"": ""dry_days_2mm"", ""from"": 124.0, ""to"": 128.0, ""standardized_delta"": 0.4695, ""prediction_gain_t_ha"": 0.3945}, {""feature"": ""dry_spell_events_7d"", ""from"": 2.0, ""to"": 3.0, ""standardized_delta"": 0.693, ""prediction_gain_t_ha"": 0.3945}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 8.0, ""to"": 5.0, ""standardized_delta"": 0.3671, ""prediction_gain_t_ha"": 0.3945}]"
