crop,region,year,driver_group,feature,from_value,to_value,standardized_delta,prediction_gain_t_ha
Barley,Montana,2003,drought,dry_days_2mm,138.0,135.0,0.3297417542032962,0.24436900783784005
Barley,Montana,2003,drought,max_dry_spell_1mm,18.0,13.0,0.9509379433415723,0.24436900783784005
Barley,Montana,2003,drought,dry_spell_events_7d,7.0,5.0,1.1640034120985852,0.24436900783784005
Barley,Montana,2003,drought,dry_spell_events_14d,3.0,0.0,3.508008330802478,0.24436900783784005
Barley,Montana,2003,drought,hot_dry_days_30_1mm,30.0,14.0,1.7195500629984997,0.24436900783784005
Barley,Washington,2003,drought,rain_sum,122.49,203.83,1.470439302824009,0.5047554338529696
Barley,Washington,2003,drought,rain_mean,0.669,1.114,1.4721001583242936,0.5047554338529696
Barley,Washington,2003,drought,dry_days_1mm,142.0,131.0,0.9402501721395955,0.5047554338529696
Barley,Washington,2003,drought,dry_days_2mm,167.0,152.0,1.6844231409712218,0.5047554338529696
Barley,Washington,2003,drought,max_dry_spell_1mm,45.0,26.0,1.4641460279891305,0.5047554338529696
Barley,Washington,2003,drought,hot_dry_days_30_1mm,13.0,8.0,0.7997910692179168,0.5047554338529696
Canola,Montana,2003,drought,rain_sum,277.36,350.57,1.0581888694731794,0.2071904193767108
Canola,Montana,2003,drought,rain_mean,1.516,1.916,1.0579176097711653,0.2071904193767108
Canola,Montana,2003,drought,dry_days_1mm,123.0,115.0,0.6809438545396825,0.2071904193767108
Canola,Montana,2003,drought,dry_days_2mm,138.0,135.0,0.3297417542032962,0.2071904193767108
Canola,Montana,2003,drought,max_dry_spell_1mm,18.0,13.0,0.9509379433415723,0.2071904193767108
Canola,Montana,2003,drought,dry_spell_events_7d,7.0,5.0,1.1640034120985852,0.2071904193767108
Canola,Montana,2003,drought,dry_spell_events_14d,3.0,0.0,3.508008330802478,0.2071904193767108
Canola,Montana,2003,drought,hot_dry_days_30_1mm,30.0,14.0,1.7195500629984997,0.2071904193767108
Oats,Washington,2003,drought,rain_sum,122.49,203.83,1.470439302824009,0.3901904276815469
Oats,Washington,2003,drought,rain_mean,0.669,1.114,1.4721001583242936,0.3901904276815469
Oats,Washington,2003,drought,dry_days_1mm,142.0,131.0,0.9402501721395955,0.3901904276815469
Oats,Washington,2003,drought,dry_days_2mm,167.0,152.0,1.6844231409712218,0.3901904276815469
Oats,Washington,2003,drought,max_dry_spell_1mm,45.0,26.0,1.4641460279891305,0.3901904276815469
Oats,Washington,2003,drought,hot_dry_days_30_1mm,13.0,8.0,0.7997910692179168,0.3901904276815469
Barley,Kansas,2004,heat,season_tmax_mean,28.041,28.6005,0.39666753981051417,0.6312100681483632
Barley,Kansas,2004,heat,season_tmean_mean,21.419,22.094,0.6436885255888797,0.6312100681483632
Barley,Kansas,2004,heat,growing_degree_days_base5,3005.425,3134.24,0.6801640207450224,0.6312100681483632
Barley,Kansas,2004,heat,heat_days_30,75.0,84.0,0.5154145780095897,0.6312100681483632
Barley,Kansas,2004,heat,heat_days_35,16.0,30.5,0.9501153276602209,0.6312100681483632
Barley,Kansas,2004,heat,heat_days_40,0.0,2.0,0.2904421579079552,0.6312100681483632
Barley,Kansas,2004,heat,max_consecutive_heat_days_30,13.0,21.5,0.7415672318159844,0.6312100681483632
Barley,Kansas,2004,heat,max_consecutive_heat_days_35,4.0,8.0,0.7848563022556605,0.6312100681483632
Barley,Kansas,2004,heat,heatwave_events_3d_30,13.0,9.0,1.7888826873295802,0.6312100681483632
Barley,Kansas,2004,heat,heatwave_events_3d_35,3.0,4.0,0.4809350186543473,0.6312100681483632
Barley,Kansas,2004,heat,heat_degree_days_30,249.19,360.59,0.7610822273113322,0.6312100681483632
Barley,Kansas,2004,heat,heat_degree_days_35,28.16,69.38,0.6169847398769254,0.6312100681483632
Oats,Colorado,2004,drought,rain_sum,322.21,285.92,0.6377943181948396,0.1460468619356374
Oats,Colorado,2004,drought,rain_mean,1.761,1.562,0.6400622640475797,0.1460468619356374
Oats,Colorado,2004,drought,dry_days_2mm,129.0,137.0,0.790894391942429,0.1460468619356374
Oats,Colorado,2004,drought,max_dry_spell_1mm,20.0,17.0,0.5742248728847692,0.1460468619356374
Oats,Colorado,2004,drought,dry_spell_events_7d,7.0,6.0,0.5992628989846173,0.1460468619356374
Oats,Colorado,2004,drought,dry_spell_events_14d,2.0,1.0,1.2552918289216957,0.1460468619356374
Oats,Colorado,2004,drought,hot_dry_days_30_1mm,0.0,1.0,0.630458203484205,0.1460468619356374
Wheat,Colorado,2004,drought,rain_sum,294.09,300.645,0.11022745787249634,0.24281112450069478
Wheat,Colorado,2004,drought,rain_mean,0.967,0.992,0.1272881606296246,0.24281112450069478
Wheat,Colorado,2004,drought,dry_days_1mm,235.0,223.0,0.8862433889781912,0.24281112450069478
Wheat,Colorado,2004,drought,dry_days_2mm,258.0,258.5,0.04996432393409477,0.24281112450069478
Wheat,Colorado,2004,drought,max_dry_spell_1mm,28.0,23.5,0.6809911062181461,0.24281112450069478
Wheat,Colorado,2004,drought,dry_spell_events_14d,7.0,3.5,2.139803732089912,0.24281112450069478
Barley,Minnesota,2005,heat,season_tmax_mean,23.496,21.208,2.0565998740709976,0.5424349030997178
Barley,Minnesota,2005,heat,season_tmean_mean,17.355,15.654,1.8379357322121015,0.5424349030997178
Barley,Minnesota,2005,heat,growing_degree_days_base5,2284.105,2013.64,1.6683186514490154,0.5424349030997178
Barley,Minnesota,2005,heat,heat_days_30,27.0,8.0,1.796205123438751,0.5424349030997178
Barley,Minnesota,2005,heat,heat_days_35,5.0,0.0,2.9517886934593176,0.5424349030997178
Barley,Minnesota,2005,heat,max_consecutive_heat_days_30,9.0,3.0,1.8027897482873396,0.5424349030997178
Barley,Minnesota,2005,heat,max_consecutive_heat_days_35,2.0,0.0,2.3906771892735503,0.5424349030997178
Barley,Minnesota,2005,heat,heatwave_events_3d_30,4.0,1.0,1.8633155954037601,0.5424349030997178
Barley,Minnesota,2005,heat,heat_degree_days_30,95.41,9.31,2.9555576689788556,0.5424349030997178
Barley,Minnesota,2005,heat,heat_degree_days_35,6.06,0.0,1.5338945153307295,0.5424349030997178
Canola,Minnesota,2005,heat,season_tmax_mean,23.496,21.208,2.0565998740709976,0.43432588176997555
Canola,Minnesota,2005,heat,season_tmean_mean,17.355,15.654,1.8379357322121015,0.43432588176997555
Canola,Minnesota,2005,heat,growing_degree_days_base5,2284.105,2013.64,1.6683186514490154,0.43432588176997555
Canola,Minnesota,2005,heat,heat_days_30,27.0,8.0,1.796205123438751,0.43432588176997555
Canola,Minnesota,2005,heat,heat_days_35,5.0,0.0,2.9517886934593176,0.43432588176997555
Canola,Minnesota,2005,heat,max_consecutive_heat_days_30,9.0,3.0,1.8027897482873396,0.43432588176997555
Canola,Minnesota,2005,heat,max_consecutive_heat_days_35,2.0,0.0,2.3906771892735503,0.43432588176997555
Canola,Minnesota,2005,heat,heatwave_events_3d_30,4.0,1.0,1.8633155954037601,0.43432588176997555
Canola,Minnesota,2005,heat,heat_degree_days_30,95.41,9.31,2.9555576689788556,0.43432588176997555
Canola,Minnesota,2005,heat,heat_degree_days_35,6.06,0.0,1.5338945153307295,0.43432588176997555
Wheat,Colorado,2005,excess_rain,heavy_rain_days_10,2.0,2.5,0.2529533055160197,0.36243149741447966
Wheat,Colorado,2005,excess_rain,max_1day_rain,12.24,16.560000000000002,0.7688565117653858,0.36243149741447966
Wheat,Colorado,2005,excess_rain,max_3day_rain,18.51,27.015,0.7859829838219158,0.36243149741447966
Wheat,Colorado,2005,excess_rain,max_7day_rain,23.58,35.245,0.8276637203262749,0.36243149741447966
Wheat,Colorado,2005,excess_rain,wet_days_1mm,78.0,81.0,0.22220674033141946,0.36243149741447966
Barley,Kansas,2006,heat,season_tmax_mean,29.81,28.6005,0.8574966745322902,0.6299416928204935
Barley,Kansas,2006,heat,season_tmean_mean,22.896,22.094,0.7647973296626381,0.6299416928204935
Barley,Kansas,2006,heat,growing_degree_days_base5,3274.965,3134.24,0.7430507457931438,0.6299416928204935
Barley,Kansas,2006,heat,heat_days_30,93.0,84.0,0.5154145780095897,0.6299416928204935
Barley,Kansas,2006,heat,heat_days_35,42.0,30.5,0.7535397426270717,0.6299416928204935
Barley,Kansas,2006,heat,heat_days_40,8.0,2.0,0.8713264737238656,0.6299416928204935
Barley,Kansas,2006,heat,max_consecutive_heat_days_30,24.0,21.5,0.21810800935764246,0.6299416928204935
Barley,Kansas,2006,heat,max_consecutive_heat_days_35,9.0,8.0,0.19621407556391512,0.6299416928204935
Barley,Kansas,2006,heat,heatwave_events_3d_30,11.0,9.0,0.8944413436647901,0.6299416928204935
Barley,Kansas,2006,heat,heatwave_events_3d_35,5.0,4.0,0.4809350186543473,0.6299416928204935
Barley,Kansas,2006,heat,heat_degree_days_30,465.74,360.59,0.7183823716497901,0.6299416928204935
Barley,Kansas,2006,heat,heat_degree_days_35,134.46,69.38,0.9741234078406189,0.6299416928204935
Barley,North Dakota,2006,drought,rain_sum,284.61,372.59,1.0536335016735188,0.3530619532571032
Barley,North Dakota,2006,drought,rain_mean,1.555,2.036,1.054059317257646,0.3530619532571032
Barley,North Dakota,2006,drought,dry_days_1mm,135.0,121.0,1.577381347137628,0.3530619532571032
Barley,North Dakota,2006,drought,dry_days_2mm,149.0,139.0,1.3303947055368048,0.3530619532571032
Barley,North Dakota,2006,drought,max_dry_spell_1mm,21.0,14.0,1.6660199149068684,0.3530619532571032
Barley,North Dakota,2006,drought,dry_spell_events_14d,3.0,1.0,2.616976616337126,0.3530619532571032
Barley,North Dakota,2006,drought,hot_dry_days_30_1mm,33.0,18.0,1.5918696899238152,0.3530619532571032
Oats,Nebraska,2006,drought,rain_sum,340.38,442.88,0.977629543629908,0.3376325681288996
Oats,Nebraska,2006,drought,rain_mean,1.86,2.42,0.9773446591406838,0.3376325681288996
Oats,Nebraska,2006,drought,dry_days_1mm,130.0,115.0,1.3498559701116681,0.3376325681288996
Oats,Nebraska,2006,drought,dry_days_2mm,144.0,132.0,1.1710757137809031,0.3376325681288996
Oats,Nebraska,2006,drought,max_dry_spell_1mm,23.0,12.0,2.3684577322955476,0.3376325681288996
Oats,Nebraska,2006,drought,dry_spell_events_7d,6.0,5.0,0.4643168370055276,0.3376325681288996
Oats,Nebraska,2006,drought,dry_spell_events_14d,1.0,0.0,1.2140792557763096,0.3376325681288996
Oats,Nebraska,2006,drought,hot_dry_days_30_1mm,50.0,41.0,0.6075883658574518,0.3376325681288996
Oats,North Dakota,2006,drought,rain_sum,284.61,372.59,1.0536335016735188,0.42883820949073576
Oats,North Dakota,2006,drought,rain_mean,1.555,2.036,1.054059317257646,0.42883820949073576
Oats,North Dakota,2006,drought,dry_days_1mm,135.0,121.0,1.577381347137628,0.42883820949073576
Oats,North Dakota,2006,drought,dry_days_2mm,149.0,139.0,1.3303947055368048,0.42883820949073576
Oats,North Dakota,2006,drought,max_dry_spell_1mm,21.0,14.0,1.6660199149068684,0.42883820949073576
Oats,North Dakota,2006,drought,dry_spell_events_14d,3.0,1.0,2.616976616337126,0.42883820949073576
Oats,North Dakota,2006,drought,hot_dry_days_30_1mm,33.0,18.0,1.5918696899238152,0.42883820949073576
Oats,Oklahoma,2006,heat,season_tmax_mean,32.201,29.584,1.7090130171207318,0.18831519009622025
Oats,Oklahoma,2006,heat,season_tmean_mean,25.46,23.668,1.527237305667237,0.18831519009622025
Oats,Oklahoma,2006,heat,growing_degree_days_base5,3744.215,3416.455,1.5291332450613928,0.18831519009622025
Oats,Oklahoma,2006,heat,heat_days_30,117.0,94.0,1.2863608905775794,0.18831519009622025
Oats,Oklahoma,2006,heat,heat_days_35,61.0,32.0,1.400110009521444,0.18831519009622025
Oats,Oklahoma,2006,heat,heat_days_40,9.0,1.0,0.6836811330478976,0.18831519009622025
Oats,Oklahoma,2006,heat,max_consecutive_heat_days_30,55.0,33.0,1.118109733744308,0.18831519009622025
Oats,Oklahoma,2006,heat,max_consecutive_heat_days_35,10.0,12.0,0.1744195228423364,0.18831519009622025
Oats,Oklahoma,2006,heat,heatwave_events_3d_35,7.0,4.0,1.7029851668776765,0.18831519009622025
Oats,Oklahoma,2006,heat,heat_degree_days_30,664.96,396.87,1.3541376144335986,0.18831519009622025
Oats,Oklahoma,2006,heat,heat_degree_days_35,194.38,57.4,1.2954998524516161,0.18831519009622025
Oats,South Dakota,2006,drought,rain_sum,289.23,412.03,1.503448990510156,0.31569480060877386
Oats,South Dakota,2006,drought,rain_mean,1.58,2.252,1.5054334684214354,0.31569480060877386
Oats,South Dakota,2006,drought,dry_days_1mm,123.0,119.0,0.5155504193486841,0.31569480060877386
Oats,South Dakota,2006,drought,dry_days_2mm,144.0,136.0,1.1451829638924815,0.31569480060877386
Oats,South Dakota,2006,drought,max_dry_spell_1mm,12.0,15.0,0.6330422701782794,0.31569480060877386
Oats,South Dakota,2006,drought,dry_spell_events_14d,0.0,1.0,1.3943115876637653,0.31569480060877386
Oats,South Dakota,2006,drought,hot_dry_days_30_1mm,54.0,41.0,1.0037214210079752,0.31569480060877386
Oats,Texas,2006,drought,rain_sum,333.89,440.58000000000004,0.9434921584903115,0.17725078404292616
Oats,Texas,2006,drought,rain_mean,1.825,2.4074999999999998,0.9425559285046556,0.17725078404292616
Oats,Texas,2006,drought,dry_days_1mm,143.0,128.5,1.0859827497701036,0.17725078404292616
Oats,Texas,2006,drought,dry_days_2mm,150.0,141.5,0.7851269846724859,0.17725078404292616
Oats,Texas,2006,drought,max_dry_spell_1mm,20.0,21.0,0.08554170654223174,0.17725078404292616
Oats,Texas,2006,drought,dry_spell_events_7d,7.0,6.5,0.3469132992684228,0.17725078404292616
Oats,Texas,2006,drought,dry_spell_events_14d,5.0,2.0,2.546470295163282,0.17725078404292616
Oats,Texas,2006,drought,hot_dry_days_30_1mm,117.0,97.0,1.145804804367403,0.17725078404292616
Wheat,Colorado,2006,drought,rain_sum,233.64,300.645,1.1267415430582164,0.598522910438815
Wheat,Colorado,2006,drought,rain_mean,0.771,0.992,1.1252273399658805,0.598522910438815
Wheat,Colorado,2006,drought,dry_days_1mm,240.0,223.0,1.2555114677191042,0.598522910438815
Wheat,Colorado,2006,drought,dry_days_2mm,276.0,258.5,1.748751337693317,0.598522910438815
Wheat,Colorado,2006,drought,max_dry_spell_1mm,20.0,23.5,0.5296597492807803,0.598522910438815
Wheat,Colorado,2006,drought,dry_spell_events_7d,14.0,12.0,0.8567058737562387,0.598522910438815
Wheat,Colorado,2006,drought,dry_spell_events_14d,1.0,3.5,1.5284312372070799,0.598522910438815
Wheat,Kansas,2006,drought,rain_sum,394.2,558.63,1.2869837102518986,0.31221667359056227
Wheat,Kansas,2006,drought,rain_mean,1.301,1.8439999999999999,1.2873995334730204,0.31221667359056227
Wheat,Kansas,2006,drought,dry_days_1mm,244.0,233.0,0.8940988403313621,0.31221667359056227
Wheat,Kansas,2006,drought,dry_days_2mm,257.0,249.5,0.7703079260449235,0.31221667359056227
Wheat,Kansas,2006,drought,max_dry_spell_1mm,50.0,33.0,1.4656106032753768,0.31221667359056227
Wheat,Kansas,2006,drought,dry_spell_events_14d,5.0,4.0,0.8180128247238176,0.31221667359056227
Wheat,Kansas,2006,drought,hot_dry_days_30_1mm,45.0,28.5,1.5557830954854,0.31221667359056227
Wheat,North Dakota,2006,drought,rain_sum,284.61,372.59,1.0536335016735188,0.36432918529963526
Wheat,North Dakota,2006,drought,rain_mean,1.555,2.036,1.054059317257646,0.36432918529963526
Wheat,North Dakota,2006,drought,dry_days_1mm,135.0,121.0,1.577381347137628,0.36432918529963526
Wheat,North Dakota,2006,drought,dry_days_2mm,149.0,139.0,1.3303947055368048,0.36432918529963526
Wheat,North Dakota,2006,drought,max_dry_spell_1mm,21.0,14.0,1.6660199149068684,0.36432918529963526
Wheat,North Dakota,2006,drought,dry_spell_events_14d,3.0,1.0,2.616976616337126,0.36432918529963526
Wheat,North Dakota,2006,drought,hot_dry_days_30_1mm,33.0,18.0,1.5918696899238152,0.36432918529963526
Wheat,Oklahoma,2006,drought,rain_sum,414.29,708.4,1.7089888472299184,0.2853604879584922
Wheat,Oklahoma,2006,drought,rain_mean,1.367,2.33,1.6957166243310449,0.2853604879584922
Wheat,Oklahoma,2006,drought,dry_days_1mm,256.0,222.5,2.381734406346408,0.2853604879584922
Wheat,Oklahoma,2006,drought,dry_days_2mm,268.0,240.5,2.3858340891762086,0.2853604879584922
Wheat,Oklahoma,2006,drought,max_dry_spell_1mm,46.0,25.0,2.3947029142580805,0.2853604879584922
Wheat,Oklahoma,2006,drought,dry_spell_events_7d,14.0,11.5,1.3234639925218137,0.2853604879584922
Wheat,Oklahoma,2006,drought,dry_spell_events_14d,7.0,3.0,2.625769381092189,0.2853604879584922
Wheat,Oklahoma,2006,drought,hot_dry_days_30_1mm,69.0,34.5,2.308127356288672,0.2853604879584922
Wheat,South Dakota,2006,drought,rain_sum,289.23,412.03,1.503448990510156,0.36149263056572645
Wheat,South Dakota,2006,drought,rain_mean,1.58,2.252,1.5054334684214354,0.36149263056572645
Wheat,South Dakota,2006,drought,dry_days_1mm,123.0,119.0,0.5155504193486841,0.36149263056572645
Wheat,South Dakota,2006,drought,dry_days_2mm,144.0,136.0,1.1451829638924815,0.36149263056572645
Wheat,South Dakota,2006,drought,max_dry_spell_1mm,12.0,15.0,0.6330422701782794,0.36149263056572645
Wheat,South Dakota,2006,drought,dry_spell_events_14d,0.0,1.0,1.3943115876637653,0.36149263056572645
Wheat,South Dakota,2006,drought,hot_dry_days_30_1mm,54.0,41.0,1.0037214210079752,0.36149263056572645
Wheat,Texas,2006,drought,rain_sum,436.51,640.415,1.0255671504878567,0.2987374653601889
Wheat,Texas,2006,drought,rain_mean,1.441,2.11,1.0211595946085827,0.2987374653601889
Wheat,Texas,2006,drought,dry_days_1mm,246.0,227.0,1.0001363335516607,0.2987374653601889
Wheat,Texas,2006,drought,dry_days_2mm,261.0,242.5,1.1625235649056922,0.2987374653601889
Wheat,Texas,2006,drought,max_dry_spell_1mm,38.0,27.0,1.2694454019826598,0.2987374653601889
Wheat,Texas,2006,drought,dry_spell_events_7d,14.0,12.0,0.8497429242125429,0.2987374653601889
Wheat,Texas,2006,drought,dry_spell_events_14d,6.0,4.0,1.0938835388564894,0.2987374653601889
Wheat,Texas,2006,drought,hot_dry_days_30_1mm,90.0,67.5,1.151771005933686,0.2987374653601889
Canola,North Dakota,2007,excess_rain,heavy_rain_days_10,13.0,10.0,0.9034547360143715,0.24416963499521493
Canola,North Dakota,2007,excess_rain,heavy_rain_days_20,8.0,2.0,2.9457368767619965,0.24416963499521493
Canola,North Dakota,2007,excess_rain,heavy_rain_days_25,3.0,1.0,1.4205941909275703,0.24416963499521493
Canola,North Dakota,2007,excess_rain,max_1day_rain,41.78,32.66,0.7632725482036928,0.24416963499521493
Canola,North Dakota,2007,excess_rain,max_3day_rain,59.44,46.25,0.8665936795483462,0.24416963499521493
Canola,North Dakota,2007,excess_rain,max_7day_rain,91.3,60.97,1.2585140693531576,0.24416963499521493
Canola,North Dakota,2007,excess_rain,wet_days_1mm,56.0,62.0,0.6760205773446977,0.24416963499521493
Oats,Colorado,2007,drought,rain_sum,332.82,285.92,0.8242643572151555,0.16909705494602317
Oats,Colorado,2007,drought,rain_mean,1.819,1.562,0.8266130746745128,0.16909705494602317
Oats,Colorado,2007,drought,dry_days_1mm,103.0,112.0,0.7001779346305573,0.16909705494602317
Oats,Colorado,2007,drought,dry_days_2mm,128.0,137.0,0.8897561909352326,0.16909705494602317
Oats,Colorado,2007,drought,max_dry_spell_1mm,13.0,17.0,0.7656331638463589,0.16909705494602317
Oats,Colorado,2007,drought,dry_spell_events_7d,3.0,6.0,1.7977886969538517,0.16909705494602317
Oats,Colorado,2007,drought,dry_spell_events_14d,0.0,1.0,1.2552918289216957,0.16909705494602317
Oats,Illinois,2007,drought,rain_sum,429.14,595.4449999999999,1.3758155724475203,0.2848655447740024
Oats,Illinois,2007,drought,rain_mean,2.345,3.254,1.3762298920948375,0.2848655447740024
Oats,Illinois,2007,drought,dry_days_1mm,123.0,112.0,1.1480381665254702,0.2848655447740024
Oats,Illinois,2007,drought,dry_days_2mm,141.0,126.0,1.582234495230819,0.2848655447740024
Oats,Illinois,2007,drought,max_dry_spell_1mm,15.0,12.5,0.6560117265122646,0.2848655447740024
Oats,Illinois,2007,drought,dry_spell_events_7d,7.0,5.0,1.1715583722580123,0.2848655447740024
Oats,Illinois,2007,drought,dry_spell_events_14d,1.0,0.0,1.2918491290338165,0.2848655447740024
Oats,Illinois,2007,drought,hot_dry_days_30_1mm,37.0,23.0,0.9409059896203424,0.2848655447740024
Oats,Oklahoma,2007,drought,rain_sum,989.77,590.46,2.772588672497627,0.2982857734172479
Oats,Oklahoma,2007,drought,rain_mean,5.409,3.227,2.772496258564296,0.2982857734172479
Oats,Oklahoma,2007,drought,dry_days_1mm,102.0,120.0,1.5724738129659874,0.2982857734172479
Oats,Oklahoma,2007,drought,dry_days_2mm,115.0,132.0,1.8521010195881256,0.2982857734172479
Oats,Oklahoma,2007,drought,max_dry_spell_1mm,15.0,17.0,0.27288305759323567,0.2982857734172479
Oats,Oklahoma,2007,drought,dry_spell_events_7d,5.0,6.0,0.6374917538101044,0.2982857734172479
Oats,Oklahoma,2007,drought,hot_dry_days_30_1mm,38.0,69.0,1.852557344195132,0.2982857734172479
Oats,Texas,2007,drought,rain_sum,785.57,440.58000000000004,3.0508516239345056,0.15576864768624954
Oats,Texas,2007,drought,rain_mean,4.293,2.4074999999999998,3.050968589176874,0.15576864768624954
Oats,Texas,2007,drought,dry_days_1mm,105.0,128.5,1.7600410082480988,0.15576864768624954
Oats,Texas,2007,drought,dry_days_2mm,115.0,141.5,2.447748834567162,0.15576864768624954
Oats,Texas,2007,drought,max_dry_spell_1mm,15.0,21.0,0.5132502392533904,0.15576864768624954
Oats,Texas,2007,drought,dry_spell_events_7d,4.0,6.5,1.7345664963421141,0.15576864768624954
Oats,Texas,2007,drought,dry_spell_events_14d,1.0,2.0,0.848823431721094,0.15576864768624954
Oats,Texas,2007,drought,hot_dry_days_30_1mm,54.0,97.0,2.463480329389917,0.15576864768624954
Oats,Washington,2007,drought,rain_sum,153.37,203.83,0.912200236298248,0.2347600394540997
Oats,Washington,2007,drought,rain_mean,0.838,1.114,0.913032907185405,0.2347600394540997
Oats,Washington,2007,drought,dry_days_1mm,142.0,131.0,0.9402501721395955,0.2347600394540997
Oats,Washington,2007,drought,dry_days_2mm,160.0,152.0,0.898359008517985,0.2347600394540997
Oats,Washington,2007,drought,max_dry_spell_1mm,38.0,26.0,0.9247238071510298,0.2347600394540997
Oats,Washington,2007,drought,dry_spell_events_7d,4.0,6.0,1.055671301766131,0.2347600394540997
Oats,Washington,2007,drought,hot_dry_days_30_1mm,5.0,8.0,0.47987464153075005,0.2347600394540997
Wheat,Illinois,2007,drought,rain_sum,789.87,804.935,0.10561623450580121,0.10315831714749463
Wheat,Illinois,2007,drought,rain_mean,2.607,2.6565000000000003,0.10501116203367504,0.10315831714749463
Wheat,Illinois,2007,drought,dry_days_1mm,210.0,204.5,0.5289831901417061,0.10315831714749463
Wheat,Illinois,2007,drought,dry_days_2mm,229.0,226.0,0.30765988122835447,0.10315831714749463
Wheat,Illinois,2007,drought,max_dry_spell_1mm,16.0,19.0,0.6088889403289827,0.10315831714749463
Wheat,Illinois,2007,drought,dry_spell_events_7d,10.0,9.0,0.5112834716492826,0.10315831714749463
Wheat,Illinois,2007,drought,dry_spell_events_14d,2.0,1.0,0.8821894264069577,0.10315831714749463
Wheat,Illinois,2007,drought,hot_dry_days_30_1mm,9.0,8.0,0.17071337204488304,0.10315831714749463
Wheat,Kansas,2007,heat,season_tmax_mean,16.365,17.119500000000002,0.6271384981372998,0.45781223777060803
Wheat,Kansas,2007,heat,season_tmean_mean,10.483,10.799,0.3244238742424008,0.45781223777060803
Wheat,Kansas,2007,heat,growing_degree_days_base5,2187.04,2250.5675,0.2979971120557248,0.45781223777060803
Wheat,Kansas,2007,heat,heat_days_30,8.0,37.0,2.2260126486050726,0.45781223777060803
Wheat,Kansas,2007,heat,heat_days_35,1.0,8.5,1.2205415635792236,0.45781223777060803
Wheat,Kansas,2007,heat,max_consecutive_heat_days_30,3.0,10.0,1.767847487211779,0.45781223777060803
Wheat,Kansas,2007,heat,max_consecutive_heat_days_35,1.0,3.5,1.0249684379657944,0.45781223777060803
Wheat,Kansas,2007,heat,heatwave_events_3d_30,2.0,5.0,1.4322621335156318,0.45781223777060803
Wheat,Kansas,2007,heat,heatwave_events_3d_35,0.0,1.0,0.9406548042051117,0.45781223777060803
Wheat,Kansas,2007,heat,heat_degree_days_30,19.17,124.07499999999999,1.6722671766892812,0.45781223777060803
Wheat,Kansas,2007,heat,heat_degree_days_35,0.44,13.05,0.6775517252873771,0.45781223777060803
Oats,North Dakota,2008,excess_rain,heavy_rain_days_10,13.0,10.0,0.9034547360143715,0.1725596931352378
Oats,North Dakota,2008,excess_rain,max_1day_rain,48.1,32.66,1.292207033362392,0.1725596931352378
Oats,North Dakota,2008,excess_rain,max_3day_rain,54.36,46.25,0.5328335664243433,0.1725596931352378
Oats,North Dakota,2008,excess_rain,max_7day_rain,75.62,60.97,0.60788760685868,0.1725596931352378
Oats,North Dakota,2008,excess_rain,wet_days_1mm,63.0,62.0,0.11267009622411628,0.1725596931352378
Oats,Illinois,2009,excess_rain,heavy_rain_days_10,28.0,20.0,1.5503010921736622,0.15914232542845083
Oats,Illinois,2009,excess_rain,heavy_rain_days_20,8.0,6.0,0.8678352812105575,0.15914232542845083
Oats,Illinois,2009,excess_rain,heavy_rain_days_25,5.0,3.0,1.0878310436054817,0.15914232542845083
Oats,Illinois,2009,excess_rain,max_1day_rain,32.25,44.769999999999996,0.9041679972241751,0.15914232542845083
Oats,Illinois,2009,excess_rain,max_3day_rain,75.04,65.11500000000001,0.4735203133249457,0.15914232542845083
Oats,Illinois,2009,excess_rain,max_7day_rain,85.95,90.715,0.1919045489407349,0.15914232542845083
Oats,Illinois,2009,excess_rain,wet_days_1mm,78.0,71.0,0.7305697423343901,0.15914232542845083
Wheat,Illinois,2009,drought,rain_sum,1073.24,804.935,1.8810065581864661,0.3182309273973669
Wheat,Illinois,2009,drought,rain_mean,3.542,2.6565000000000003,1.8785330097135153,0.3182309273973669
Wheat,Illinois,2009,drought,dry_days_1mm,200.0,204.5,0.4328044282977596,0.3182309273973669
Wheat,Illinois,2009,drought,dry_days_2mm,223.0,226.0,0.30765988122835447,0.3182309273973669
Wheat,Illinois,2009,drought,max_dry_spell_1mm,13.0,19.0,1.2177778806579653,0.3182309273973669
Wheat,Illinois,2009,drought,dry_spell_events_7d,12.0,9.0,1.5338504149478476,0.3182309273973669
Wheat,Illinois,2009,drought,dry_spell_events_14d,0.0,1.0,0.8821894264069577,0.3182309273973669
Wheat,Illinois,2009,drought,hot_dry_days_30_1mm,7.0,8.0,0.17071337204488304,0.3182309273973669
Wheat,Oklahoma,2009,drought,rain_sum,525.78,708.4,1.0611524371191996,0.3939621341609345
Wheat,Oklahoma,2009,drought,rain_mean,1.735,2.33,1.0477169174215697,0.3939621341609345
Wheat,Oklahoma,2009,drought,dry_days_1mm,231.0,222.5,0.604320670266999,0.3939621341609345
Wheat,Oklahoma,2009,drought,dry_days_2mm,248.0,240.5,0.6506820243207841,0.3939621341609345
Wheat,Oklahoma,2009,drought,max_dry_spell_1mm,29.0,25.0,0.45613388843011055,0.3939621341609345
Wheat,Oklahoma,2009,drought,dry_spell_events_7d,9.0,11.5,1.3234639925218137,0.3939621341609345
Wheat,Oklahoma,2009,drought,dry_spell_events_14d,4.0,3.0,0.6564423452730472,0.3939621341609345
