stage,n_features,n_train,n_calibration,n_test,threshold_from_calibration,roc_auc,average_precision,brier_score,accuracy,precision,recall,f1,top_10_precision,top_20_precision,conformal_abs_error_q90
early_third,5,914,107,236,0.13999999999999999,0.47262922262922263,0.2245096368706423,0.21602617945376792,0.3008474576271186,0.22926829268292684,0.8703703703703703,0.36293436293436293,0.20833333333333334,0.22916666666666666,0.7046293222322255
early_mid_two_thirds,10,914,107,236,0.15999999999999998,0.5972730972730973,0.3007699100416967,0.18477744482617117,0.423728813559322,0.25,0.7592592592592593,0.3761467889908257,0.3333333333333333,0.3333333333333333,0.630546872515706
