crop,region,year,dominant_feature,driver_group,observed_yield_t_ha,trend_yield_t_ha,yield_gap_t_ha,recovered_gap_t_ha,recoverable_fraction,weather_driven
Barley,Washington,2023,max_consecutive_heat_days_30,heat,2.8514,3.510122368082365,0.6587223680823651,0.2523923809523793,0.38315441099583364,False
Canola,Kansas,2023,growing_degree_days_base5,heat,0.6725,1.3039151515151417,0.6314151515151417,0.17772290476190866,0.28146759597935744,False
Canola,Oklahoma,2023,heat_days_40,heat,0.8967,1.3451735294117673,0.4484735294117672,0.09004319047619178,0.200777046070691,False
Oats,Montana,2023,max_consecutive_heat_days_35,heat,1.3271,1.6090596439296476,0.2819596439296477,0.2711140248820267,0.9615348533695585,True
Oats,South Dakota,2023,radiation_sum,radiation,2.6542,2.954449013299005,0.300249013299005,0.04848628571428469,0.1614869110860301,False
Wheat,Kansas,2023,radiation_mean,radiation,2.3538,2.9704059588159595,0.6166059588159594,0.5678119047619052,0.9208667166503691,True
Wheat,Washington,2023,wet_days_1mm,excess_rain,3.3962,4.178225954525948,0.7820259545259485,0.5521309047619032,0.7060263173702412,True
Oats,Montana,2024,max_consecutive_heat_days_35,heat,1.1836,1.598839656799658,0.4152396567996579,0.24771061904762057,0.5965485593471009,True
Barley,Colorado,2025,rain_sum,drought,6.7789,7.619181681681653,0.8402816816816525,0.08490152380952581,0.10103936056253508,False
Barley,Washington,2025,radiation_mean,radiation,2.6362,3.526463963963961,0.8902639639639607,0.4011947142857135,0.45064692105402854,False
Oats,Nebraska,2025,heat_days_35,heat,1.7934,2.248478228228228,0.45507822822822774,0.18406604761904832,0.4044712231909648,False
