country,region,crop,year,window,season_days,rain_sum,rain_mean,dry_days_1mm,dry_days_2mm,max_dry_spell_1mm,dry_spell_events_7d,dry_spell_events_14d,heavy_rain_days_10,heavy_rain_days_20,heavy_rain_days_25,heavy_rain_days_50,max_1day_rain,max_3day_rain,max_7day_rain,wet_days_1mm,season_tmax_mean,season_tmin_mean,season_tmean_mean,growing_degree_days_base5,heat_days_30,heat_days_35,heat_days_40,max_consecutive_heat_days_30,max_consecutive_heat_days_35,heatwave_events_3d_30,heatwave_events_3d_35,heat_degree_days_30,heat_degree_days_35,hot_dry_days_30_1mm,frost_days_0,cold_days_5,min_tmin,frost_events_2d,radiation_sum,radiation_mean,rain_sum_early,heat_days_35_early,frost_days_0_early,radiation_sum_early,max_3day_rain_early,rain_sum_mid,heat_days_35_mid,frost_days_0_mid,radiation_sum_mid,max_3day_rain_mid,rain_sum_late,heat_days_35_late,frost_days_0_late,radiation_sum_late,max_3day_rain_late,lat,lon,yield_t_ha,trend_yield_t_ha,trend_residual_t_ha,trend_residual_z,is_low_yield_anomaly
United States,South Dakota,Oats,1999,spring,183.0,532.45,2.91,114.0,135.0,14.0,5.0,1.0,14.0,8.0,3.0,1.0,52.92,75.91,140.4,69.0,24.505,11.106,17.806,2370.04,44.0,16.0,2.0,9.0,3.0,7.0,3.0,184.44,39.45,32.0,9.0,32.0,-4.92,2.0,3723.13,20.345,193.43,0.0,9.0,1156.06,54.99,154.91,8.0,0.0,1418.64,42.0,184.11,8.0,0.0,1148.43,75.91,44.5,-100.0,2.2955,2.207190326040319,0.08830967395968115,0.3011828875670886,False
United States,Texas,Oats,1999,spring,183.0,299.66,1.637,132.0,147.0,24.0,8.0,1.0,10.0,1.0,0.0,0.0,20.87,48.11,51.92,51.0,33.274,20.032,26.653,3962.485,140.0,66.0,8.0,61.0,19.0,11.0,7.0,708.48,168.63,111.0,0.0,3.0,3.71,0.0,4159.05,22.727,157.38,2.0,0.0,1308.7,48.11,123.03,19.0,0.0,1469.46,39.84,19.25,45.0,0.0,1380.89,3.85,31.0,-99.0,1.5782,1.5706098798798767,0.007590120120123389,0.04160221009175659,False
United States,Washington,Oats,1999,spring,183.0,172.3,0.942,119.0,154.0,17.0,5.0,3.0,0.0,0.0,0.0,0.0,7.78,11.78,24.21,64.0,16.972,4.669,10.82,1184.605,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.38,0.0,0.0,41.0,89.0,-5.56,6.0,3766.18,20.58,82.53,0.0,38.0,1148.5,11.78,50.96,0.0,1.0,1452.79,11.59,38.81,0.0,2.0,1164.89,8.17,47.4,-120.7,2.69,2.50045591133005,0.18954408866994976,0.42918120531347664,False
United States,Colorado,Wheat,1999,winter,303.0,356.61,1.177,222.0,258.0,29.0,11.0,4.0,6.0,0.0,0.0,0.0,19.81,51.36,67.11,81.0,9.678,-4.448,2.615,616.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,275.0,-20.55,7.0,4914.37,16.219,85.26,0.0,61.0,1400.33,12.56,55.39,0.0,101.0,1246.31,6.32,215.96,0.0,62.0,2267.73,51.36,39.0,-105.5,2.9456,2.261350377520378,0.6842496224796224,1.5336636355894366,False
United States,Illinois,Wheat,1999,winter,303.0,758.14,2.502,192.0,219.0,18.0,10.0,1.0,23.0,5.0,3.0,0.0,34.22,50.27,57.68,111.0,15.045,3.936,9.49,2027.385,11.0,0.0,0.0,5.0,0.0,1.0,0.0,12.27,0.0,7.0,111.0,164.0,-30.27,12.0,3934.79,12.986,192.69,0.0,14.0,1137.23,31.17,197.89,0.0,92.0,856.32,34.3,367.56,0.0,5.0,1941.24,50.27,40.0,-89.0,4.0351,3.570788618618593,0.4643113813814068,1.086980572581455,False
United States,Iowa,Wheat,1999,winter,303.0,603.75,1.993,211.0,225.0,30.0,8.0,2.0,17.0,3.0,0.0,0.0,23.45,44.99,67.96,92.0,13.572,2.361,7.966,1789.32,13.0,0.0,0.0,3.0,0.0,1.0,0.0,20.58,0.0,10.0,129.0,177.0,-26.96,6.0,3906.95,12.894,148.61,0.0,22.0,1103.25,35.99,74.46,0.0,98.0,919.79,10.25,380.68,0.0,9.0,1883.91,44.99,42.0,-93.5,2.8918,2.9881977832512376,-0.09639778325123771,-0.19960633941193628,False
United States,Kansas,Wheat,1999,winter,303.0,730.27,2.41,211.0,231.0,27.0,10.0,4.0,23.0,6.0,5.0,1.0,54.31,98.8,110.58,92.0,17.329,5.23,11.28,2323.155,31.0,8.0,1.0,11.0,5.0,4.0,1.0,101.02,16.9,22.0,103.0,148.0,-17.05,10.0,4320.6,14.259,263.75,8.0,11.0,1270.68,98.8,96.75,0.0,87.0,1035.2,49.5,369.77,0.0,5.0,2014.72,50.22,38.5,-98.0,3.1608,2.5420612483912493,0.6187387516087508,1.3538957935711255,False
United States,Minnesota,Wheat,1999,spring,183.0,657.89,3.595,92.0,111.0,12.0,3.0,0.0,20.0,7.0,3.0,0.0,35.27,82.64,102.06,91.0,21.356,10.291,15.824,1989.51,11.0,0.0,0.0,4.0,0.0,2.0,0.0,14.15,0.0,3.0,9.0,38.0,-3.4,3.0,3354.02,18.328,219.42,0.0,9.0,1085.19,82.64,265.37,0.0,0.0,1325.96,35.23,173.1,0.0,0.0,942.87,34.38,46.0,-94.0,2.6766,2.862752895752891,-0.18615289575289085,-0.4144255862972307,False
United States,Montana,Wheat,1999,spring,183.0,324.09,1.771,108.0,135.0,12.0,4.0,0.0,5.0,0.0,0.0,0.0,19.92,30.36,41.4,75.0,19.326,5.723,12.525,1478.25,18.0,0.0,0.0,3.0,0.0,1.0,0.0,28.89,0.0,14.0,35.0,83.0,-8.95,6.0,3728.7,20.375,116.3,0.0,32.0,1171.96,30.36,99.85,0.0,0.0,1471.61,20.85,107.94,0.0,3.0,1085.13,23.78,47.0,-110.0,1.9503,2.131386559416562,-0.18108655941656204,-0.5076166369285401,False
United States,Nebraska,Wheat,1999,winter,303.0,523.75,1.729,220.0,246.0,51.0,8.0,2.0,14.0,5.0,2.0,0.0,27.1,42.08,69.31,83.0,14.862,2.51,8.686,1736.89,18.0,6.0,0.0,6.0,4.0,2.0,1.0,70.64,11.64,16.0,133.0,192.0,-19.89,12.0,4221.32,13.932,145.16,6.0,21.0,1218.11,33.23,42.51,0.0,95.0,1009.78,11.07,336.08,0.0,17.0,1993.43,42.08,41.5,-99.8,3.228,2.5867027284427238,0.6412972715572764,1.7086741957074698,False
United States,North Dakota,Wheat,1999,spring,183.0,494.02,2.7,112.0,131.0,22.0,3.0,1.0,11.0,6.0,5.0,0.0,46.24,72.05,100.96,71.0,21.014,8.428,14.721,1833.515,13.0,3.0,0.0,5.0,2.0,2.0,0.0,32.99,3.56,8.0,16.0,48.0,-9.6,2.0,3629.64,19.834,192.32,0.0,14.0,1175.12,59.99,139.12,3.0,0.0,1429.96,32.14,162.58,0.0,2.0,1024.56,72.05,47.5,-100.5,1.883,2.2435451437151244,-0.36054514371512436,-0.9935967642765241,False
United States,Oklahoma,Wheat,1999,winter,303.0,973.38,3.212,205.0,231.0,20.0,11.0,3.0,33.0,15.0,6.0,1.0,60.98,105.43,112.5,98.0,20.502,8.446,14.474,3059.18,40.0,11.0,5.0,12.0,9.0,5.0,1.0,162.93,41.28,27.0,57.0,110.0,-12.08,9.0,4587.17,15.139,356.44,11.0,2.0,1336.76,82.44,163.64,0.0,54.0,1201.22,49.76,453.3,0.0,1.0,2049.19,105.43,35.5,-97.5,2.3538,1.9925735950235932,0.3612264049764069,0.8906994198175608,False
United States,South Dakota,Wheat,1999,spring,183.0,532.45,2.91,114.0,135.0,14.0,5.0,1.0,14.0,8.0,3.0,1.0,52.92,75.91,140.4,69.0,24.505,11.106,17.806,2370.04,44.0,16.0,2.0,9.0,3.0,7.0,3.0,184.44,39.45,32.0,9.0,32.0,-4.92,2.0,3723.13,20.345,193.43,0.0,9.0,1156.06,54.99,154.91,8.0,0.0,1418.64,42.0,184.11,8.0,0.0,1148.43,75.91,44.5,-100.0,2.6833,2.4372072543972507,0.2460927456027493,0.6584254793657885,False
United States,Texas,Wheat,1999,winter,303.0,726.13,2.396,219.0,236.0,40.0,12.0,2.0,24.0,7.0,6.0,1.0,51.4,80.19,103.87,84.0,24.876,11.88,18.378,4092.825,84.0,21.0,0.0,17.0,9.0,10.0,2.0,293.19,25.72,63.0,21.0,70.0,-5.97,5.0,4934.48,16.285,378.96,11.0,0.0,1417.2,80.19,102.83,0.0,21.0,1378.7,41.66,244.34,10.0,0.0,2138.58,48.11,31.0,-99.0,2.421,2.0338322222222196,0.3871677777777802,1.6732316249129788,False
United States,Washington,Wheat,1999,winter,303.0,921.45,3.041,129.0,178.0,17.0,4.0,1.0,22.0,5.0,1.0,0.0,27.68,60.97,105.75,174.0,7.699,-1.273,3.213,647.435,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.04,0.0,2.0,192.0,250.0,-23.73,11.0,3543.87,11.696,287.74,0.0,44.0,993.71,43.02,494.94,0.0,100.0,582.9,60.97,138.77,0.0,48.0,1967.26,14.58,47.4,-120.7,3.645,3.964065336765332,-0.3190653367653318,-0.6096027788148854,False
United States,Colorado,Barley,2000,spring,183.0,262.4,1.434,117.0,141.0,21.0,5.0,1.0,2.0,0.0,0.0,0.0,14.9,23.24,36.34,66.0,21.091,4.253,12.672,1475.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,85.0,-14.49,5.0,4009.2,21.908,70.1,0.0,45.0,1342.5,16.53,87.21,0.0,0.0,1496.87,23.24,105.09,0.0,5.0,1169.83,16.82,39.0,-105.5,6.1871,5.70571578721578,0.48138421278421983,0.8577921484079776,False
United States,Kansas,Barley,2000,spring,183.0,386.3,2.111,132.0,143.0,27.0,5.0,2.0,11.0,3.0,3.0,0.0,29.1,60.96,99.2,51.0,29.803,15.442,22.623,3224.95,97.0,50.0,12.0,32.0,17.0,9.0,5.0,535.84,179.9,75.0,5.0,16.0,-2.23,1.0,3991.87,21.813,122.93,0.0,5.0,1264.27,41.78,238.56,12.0,0.0,1480.15,60.96,24.81,38.0,0.0,1247.45,14.7,38.5,-98.0,1.883,2.1584969978058055,-0.2754969978058055,-0.4771794427039372,False
United States,Minnesota,Barley,2000,spring,183.0,406.53,2.221,112.0,123.0,9.0,2.0,0.0,10.0,2.0,0.0,0.0,23.58,40.78,55.96,71.0,22.023,9.449,15.736,2017.635,12.0,0.0,0.0,3.0,0.0,2.0,0.0,19.94,0.0,6.0,24.0,44.0,-5.3,1.0,3357.77,18.348,101.51,0.0,23.0,1137.7,23.1,219.75,0.0,0.0,1250.24,40.78,85.27,0.0,1.0,969.83,21.58,46.0,-94.0,3.4433,3.1181627198627098,0.32513728013729004,0.6326452598052771,False
United States,Montana,Barley,2000,spring,183.0,281.42,1.538,117.0,144.0,23.0,7.0,1.0,3.0,0.0,0.0,0.0,17.57,29.44,38.48,66.0,21.351,6.847,14.099,1731.155,28.0,4.0,0.0,8.0,2.0,3.0,0.0,68.14,1.69,23.0,29.0,68.0,-8.77,6.0,3813.88,20.841,107.02,0.0,23.0,1203.92,24.79,120.19,3.0,1.0,1486.37,29.44,54.21,1.0,5.0,1123.59,20.25,47.0,-110.0,2.152,2.627072136422136,-0.47507213642213575,-1.332758740303602,True
United States,Nebraska,Barley,2000,spring,183.0,329.01,1.798,124.0,138.0,15.0,5.0,2.0,10.0,1.0,0.0,0.0,22.86,28.04,37.48,59.0,27.748,12.497,20.123,2782.04,83.0,34.0,1.0,17.0,10.0,10.0,4.0,363.14,65.55,60.0,10.0,30.0,-4.14,4.0,3925.5,21.451,108.33,1.0,10.0,1228.89,28.04,158.53,11.0,0.0,1515.84,24.19,62.15,22.0,0.0,1180.77,12.53,41.5,-99.8,1.4526,2.389104285714275,-0.9365042857142751,-2.142621478814649,True
United States,North Dakota,Barley,2000,spring,183.0,440.2,2.405,108.0,129.0,13.0,3.0,0.0,9.0,2.0,1.0,1.0,61.77,79.43,98.44,75.0,22.121,8.723,15.422,1973.9,24.0,3.0,0.0,6.0,2.0,3.0,0.0,41.36,3.45,17.0,22.0,46.0,-10.5,2.0,3586.22,19.597,124.94,0.0,21.0,1142.45,28.4,201.88,1.0,0.0,1388.73,79.43,113.38,2.0,1.0,1055.04,22.32,47.5,-100.5,2.959,2.935094980694984,0.023905019305015873,0.06677988582581852,False
United States,South Dakota,Barley,2000,spring,183.0,313.58,1.714,117.0,143.0,15.0,5.0,2.0,5.0,3.0,1.0,0.0,33.59,36.6,45.17,66.0,26.446,11.758,19.102,2604.235,72.0,21.0,1.0,23.0,4.0,7.0,2.0,298.82,54.12,49.0,14.0,30.0,-6.15,4.0,3809.42,20.817,142.78,0.0,14.0,1192.74,36.6,116.85,9.0,0.0,1467.81,23.35,53.95,12.0,0.0,1148.87,24.39,44.5,-100.0,2.959,2.438349855435243,0.5206501445647569,1.1024424913978736,False
United States,Washington,Barley,2000,spring,183.0,205.88,1.125,127.0,152.0,45.0,5.0,2.0,2.0,0.0,0.0,0.0,10.67,21.13,29.08,56.0,17.933,5.271,11.602,1249.37,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.12,0.0,2.0,23.0,84.0,-6.13,5.0,3723.36,20.346,94.28,0.0,22.0,1118.63,13.92,52.12,0.0,0.0,1456.79,21.13,59.48,0.0,1.0,1147.94,18.31,47.4,-120.7,3.7661,3.3221940154440137,0.44390598455598607,0.7277901718838723,False
United States,Minnesota,Canola,2000,spring,183.0,406.53,2.221,112.0,123.0,9.0,2.0,0.0,10.0,2.0,0.0,0.0,23.58,40.78,55.96,71.0,22.023,9.449,15.736,2017.635,12.0,0.0,0.0,3.0,0.0,2.0,0.0,19.94,0.0,6.0,24.0,44.0,-5.3,1.0,3357.77,18.348,101.51,0.0,23.0,1137.7,23.1,219.75,0.0,0.0,1250.24,40.78,85.27,0.0,1.0,969.83,21.58,46.0,-94.0,1.6589,1.4029713300492404,0.2559286699507597,0.8482131036624249,False
United States,Montana,Canola,2000,spring,183.0,281.42,1.538,117.0,144.0,23.0,7.0,1.0,3.0,0.0,0.0,0.0,17.57,29.44,38.48,66.0,21.351,6.847,14.099,1731.155,28.0,4.0,0.0,8.0,2.0,3.0,0.0,68.14,1.69,23.0,29.0,68.0,-8.77,6.0,3813.88,20.841,107.02,0.0,23.0,1203.92,24.79,120.19,3.0,1.0,1486.37,29.44,54.21,1.0,5.0,1123.59,20.25,47.0,-110.0,1.076,1.3916971916971974,-0.31569719169719734,-0.9554356829050762,False
United States,North Dakota,Canola,2000,spring,183.0,440.2,2.405,108.0,129.0,13.0,3.0,0.0,9.0,2.0,1.0,1.0,61.77,79.43,98.44,75.0,22.121,8.723,15.422,1973.9,24.0,3.0,0.0,6.0,2.0,3.0,0.0,41.36,3.45,17.0,22.0,46.0,-10.5,2.0,3586.22,19.597,124.94,0.0,21.0,1142.45,28.4,201.88,1.0,0.0,1388.73,79.43,113.38,2.0,1.0,1055.04,22.32,47.5,-100.5,1.4795,1.5762277310924446,-0.09672773109244459,-0.5038020509518804,False
United States,Colorado,Oats,2000,spring,183.0,262.4,1.434,117.0,141.0,21.0,5.0,1.0,2.0,0.0,0.0,0.0,14.9,23.24,36.34,66.0,21.091,4.253,12.672,1475.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,85.0,-14.49,5.0,4009.2,21.908,70.1,0.0,45.0,1342.5,16.53,87.21,0.0,0.0,1496.87,23.24,105.09,0.0,5.0,1169.83,16.82,39.0,-105.5,2.2596,2.227234285714296,0.032365714285703895,0.1210842690583311,False
United States,Illinois,Oats,2000,spring,183.0,582.13,3.181,109.0,123.0,12.0,3.0,0.0,18.0,3.0,3.0,1.0,53.25,61.5,104.84,74.0,25.861,13.272,19.566,2668.25,40.0,3.0,0.0,8.0,1.0,6.0,0.0,74.64,1.84,23.0,4.0,21.0,-2.79,1.0,3479.59,19.014,153.12,0.0,4.0,1058.02,37.55,249.64,0.0,0.0,1308.09,61.5,179.37,3.0,0.0,1113.48,37.18,40.0,-89.0,2.6183,2.430960403260393,0.1873395967396072,0.6037896234427036,False
United States,Iowa,Oats,2000,spring,183.0,478.39,2.614,92.0,121.0,9.0,1.0,0.0,13.0,2.0,1.0,0.0,26.64,36.9,51.7,91.0,26.591,12.831,19.711,2697.135,61.0,8.0,0.0,12.0,2.0,11.0,0.0,152.05,7.22,24.0,5.0,27.0,-5.64,1.0,3532.85,19.305,109.38,1.0,5.0,1158.7,22.41,228.66,1.0,0.0,1327.71,36.9,140.35,6.0,0.0,1046.44,26.12,42.0,-93.5,2.4031,2.3559087945087853,0.04719120549121447,0.15862101909545004,False
United States,Kansas,Oats,2000,spring,183.0,386.3,2.111,132.0,143.0,27.0,5.0,2.0,11.0,3.0,3.0,0.0,29.1,60.96,99.2,51.0,29.803,15.442,22.623,3224.95,97.0,50.0,12.0,32.0,17.0,9.0,5.0,535.84,179.9,75.0,5.0,16.0,-2.23,1.0,3991.87,21.813,122.93,0.0,5.0,1264.27,41.78,238.56,12.0,0.0,1480.15,60.96,24.81,38.0,0.0,1247.45,14.7,38.5,-98.0,1.5782,1.7860870870870862,-0.20788708708708614,-0.7018537445138968,False
United States,Minnesota,Oats,2000,spring,183.0,406.53,2.221,112.0,123.0,9.0,2.0,0.0,10.0,2.0,0.0,0.0,23.58,40.78,55.96,71.0,22.023,9.449,15.736,2017.635,12.0,0.0,0.0,3.0,0.0,2.0,0.0,19.94,0.0,6.0,24.0,44.0,-5.3,1.0,3357.77,18.348,101.51,0.0,23.0,1137.7,23.1,219.75,0.0,0.0,1250.24,40.78,85.27,0.0,1.0,969.83,21.58,46.0,-94.0,2.5824,2.1493410338910337,0.4330589661089661,1.4197782517150643,False
United States,Montana,Oats,2000,spring,183.0,281.42,1.538,117.0,144.0,23.0,7.0,1.0,3.0,0.0,0.0,0.0,17.57,29.44,38.48,66.0,21.351,6.847,14.099,1731.155,28.0,4.0,0.0,8.0,2.0,3.0,0.0,68.14,1.69,23.0,29.0,68.0,-8.77,6.0,3813.88,20.841,107.02,0.0,23.0,1203.92,24.79,120.19,3.0,1.0,1486.37,29.44,54.21,1.0,5.0,1123.59,20.25,47.0,-110.0,1.7934,1.8441193479193494,-0.05071934791934929,-0.18451433411202112,False
United States,Nebraska,Oats,2000,spring,183.0,329.01,1.798,124.0,138.0,15.0,5.0,2.0,10.0,1.0,0.0,0.0,22.86,28.04,37.48,59.0,27.748,12.497,20.123,2782.04,83.0,34.0,1.0,17.0,10.0,10.0,4.0,363.14,65.55,60.0,10.0,30.0,-4.14,4.0,3925.5,21.451,108.33,1.0,10.0,1228.89,28.04,158.53,11.0,0.0,1515.84,24.19,62.15,22.0,0.0,1180.77,12.53,41.5,-99.8,1.5064,2.106429965679963,-0.600029965679963,-1.7065986319421915,True
United States,North Dakota,Oats,2000,spring,183.0,440.2,2.405,108.0,129.0,13.0,3.0,0.0,9.0,2.0,1.0,1.0,61.77,79.43,98.44,75.0,22.121,8.723,15.422,1973.9,24.0,3.0,0.0,6.0,2.0,3.0,0.0,41.36,3.45,17.0,22.0,46.0,-10.5,2.0,3586.22,19.597,124.94,0.0,21.0,1142.45,28.4,201.88,1.0,0.0,1388.73,79.43,113.38,2.0,1.0,1055.04,22.32,47.5,-100.5,2.2596,2.043983633633623,0.21561636636637704,0.5763704360569949,False
United States,Oklahoma,Oats,2000,spring,183.0,449.02,2.454,131.0,140.0,54.0,4.0,2.0,15.0,5.0,2.0,0.0,47.26,61.08,74.68,52.0,31.255,18.011,24.633,3592.84,107.0,63.0,17.0,51.0,20.0,6.0,5.0,647.21,231.22,84.0,0.0,7.0,0.2,0.0,4017.12,21.951,170.63,5.0,0.0,1282.75,61.08,252.03,14.0,0.0,1341.44,46.27,26.36,44.0,0.0,1392.93,25.04,35.5,-97.5,1.5782,1.3796650725744843,0.1985349274255157,0.8597668285241327,False
United States,South Dakota,Oats,2000,spring,183.0,313.58,1.714,117.0,143.0,15.0,5.0,2.0,5.0,3.0,1.0,0.0,33.59,36.6,45.17,66.0,26.446,11.758,19.102,2604.235,72.0,21.0,1.0,23.0,4.0,7.0,2.0,298.82,54.12,49.0,14.0,30.0,-6.15,4.0,3809.42,20.817,142.78,0.0,14.0,1192.74,36.6,116.85,9.0,0.0,1467.81,23.35,53.95,12.0,0.0,1148.87,24.39,44.5,-100.0,2.1879,2.238326104676098,-0.05042610467609787,-0.17197979716289583,False
United States,Texas,Oats,2000,spring,183.0,329.49,1.8,148.0,153.0,41.0,8.0,3.0,12.0,2.0,2.0,0.0,31.37,40.58,53.4,35.0,34.169,20.051,27.11,4046.15,145.0,95.0,19.0,86.0,47.0,10.0,4.0,901.68,297.19,126.0,0.0,2.0,4.05,0.0,4224.54,23.085,150.51,13.0,0.0,1378.76,40.58,125.31,39.0,0.0,1455.83,36.66,53.67,43.0,0.0,1389.95,27.81,31.0,-99.0,1.5423,1.5778289789789763,-0.03552897897897633,-0.19473789932654564,False
United States,Washington,Oats,2000,spring,183.0,205.88,1.125,127.0,152.0,45.0,5.0,2.0,2.0,0.0,0.0,0.0,10.67,21.13,29.08,56.0,17.933,5.271,11.602,1249.37,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.12,0.0,2.0,23.0,84.0,-6.13,5.0,3723.36,20.346,94.28,0.0,22.0,1118.63,13.92,52.12,0.0,0.0,1456.79,21.13,59.48,0.0,1.0,1147.94,18.31,47.4,-120.7,2.69,2.4881585221674882,0.20184147783251172,0.4570259581624425,False
United States,Colorado,Wheat,2000,winter,304.0,282.63,0.93,223.0,262.0,21.0,13.0,1.0,1.0,0.0,0.0,0.0,14.9,19.7,22.79,81.0,10.938,-4.131,3.404,755.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,274.0,-21.61,9.0,4889.42,16.084,69.19,0.0,68.0,1452.72,8.31,88.99,0.0,101.0,1170.27,13.52,124.45,0.0,56.0,2266.43,19.7,39.0,-105.5,2.0041,2.2704232089232104,-0.26632320892321015,-0.5969315983819627,False
United States,Illinois,Wheat,2000,winter,304.0,591.51,1.946,220.0,240.0,20.0,10.0,2.0,17.0,4.0,1.0,1.0,53.25,61.5,104.84,84.0,16.191,3.879,10.035,2078.935,17.0,0.0,0.0,5.0,0.0,2.0,0.0,29.33,0.0,12.0,110.0,163.0,-16.0,14.0,4006.9,13.181,154.09,0.0,23.0,1256.79,36.92,122.91,0.0,81.0,867.44,27.32,314.51,0.0,6.0,1882.67,61.5,40.0,-89.0,3.8333,3.6418915915915875,0.19140840840841244,0.44809847380797524,False
United States,Iowa,Wheat,2000,winter,304.0,440.52,1.449,217.0,240.0,30.0,8.0,4.0,7.0,2.0,1.0,0.0,26.64,36.9,51.7,87.0,15.051,2.37,8.711,1870.635,17.0,2.0,0.0,4.0,1.0,3.0,0.0,42.25,1.0,6.0,123.0,184.0,-18.73,9.0,4080.94,13.424,142.46,0.0,23.0,1255.42,16.83,66.18,0.0,92.0,829.23,13.29,231.88,2.0,8.0,1996.29,36.9,42.0,-93.5,3.1608,3.039415467980305,0.1213845320196949,0.2513452206108814,False
United States,Kansas,Wheat,2000,winter,304.0,572.09,1.882,227.0,246.0,44.0,9.0,4.0,18.0,6.0,4.0,0.0,38.63,61.91,71.39,77.0,18.229,4.982,11.606,2322.005,33.0,2.0,0.0,7.0,1.0,5.0,0.0,82.89,1.25,17.0,100.0,154.0,-13.14,10.0,4521.83,14.874,111.84,2.0,13.0,1358.17,26.0,149.25,0.0,80.0,1029.8,41.25,311.0,0.0,7.0,2133.86,61.91,38.5,-98.0,2.4883,2.559908944658943,-0.07160894465894296,-0.1566914124963613,False
United States,Minnesota,Wheat,2000,spring,183.0,406.53,2.221,112.0,123.0,9.0,2.0,0.0,10.0,2.0,0.0,0.0,23.58,40.78,55.96,71.0,22.023,9.449,15.736,2017.635,12.0,0.0,0.0,3.0,0.0,2.0,0.0,19.94,0.0,6.0,24.0,44.0,-5.3,1.0,3357.77,18.348,101.51,0.0,23.0,1137.7,23.1,219.75,0.0,0.0,1250.24,40.78,85.27,0.0,1.0,969.83,21.58,46.0,-94.0,3.2953,2.9197496138996115,0.3755503861003886,0.8360744984080536,False
United States,Montana,Wheat,2000,spring,183.0,281.42,1.538,117.0,144.0,23.0,7.0,1.0,3.0,0.0,0.0,0.0,17.57,29.44,38.48,66.0,21.351,6.847,14.099,1731.155,28.0,4.0,0.0,8.0,2.0,3.0,0.0,68.14,1.69,23.0,29.0,68.0,-8.77,6.0,3813.88,20.841,107.02,0.0,23.0,1203.92,24.79,120.19,3.0,1.0,1486.37,29.44,54.21,1.0,5.0,1123.59,20.25,47.0,-110.0,1.8494,2.142057421707424,-0.29265742170742404,-0.8203688703233109,False
United States,Nebraska,Wheat,2000,winter,304.0,281.73,0.927,248.0,269.0,39.0,11.0,5.0,9.0,1.0,0.0,0.0,22.86,28.04,36.5,56.0,16.155,2.673,9.414,1795.715,23.0,6.0,0.0,5.0,3.0,2.0,1.0,61.47,7.97,16.0,128.0,193.0,-12.64,15.0,4514.55,14.85,46.24,0.0,25.0,1340.56,20.1,47.68,0.0,88.0,984.69,14.52,187.81,6.0,15.0,2189.3,28.04,41.5,-99.8,2.421,2.610946525096523,-0.1899465250965231,-0.5060940384302618,False
United States,North Dakota,Wheat,2000,spring,183.0,440.2,2.405,108.0,129.0,13.0,3.0,0.0,9.0,2.0,1.0,1.0,61.77,79.43,98.44,75.0,22.121,8.723,15.422,1973.9,24.0,3.0,0.0,6.0,2.0,3.0,0.0,41.36,3.45,17.0,22.0,46.0,-10.5,2.0,3586.22,19.597,124.94,0.0,21.0,1142.45,28.4,201.88,1.0,0.0,1388.73,79.43,113.38,2.0,1.0,1055.04,22.32,47.5,-100.5,2.2664,2.2836787215787098,-0.0172787215787098,-0.04761701038193968,False
United States,Oklahoma,Wheat,2000,winter,304.0,770.0,2.533,215.0,237.0,24.0,9.0,5.0,24.0,8.0,5.0,0.0,47.26,61.08,84.22,89.0,21.122,8.0,14.561,3023.83,43.0,7.0,0.0,7.0,3.0,4.0,1.0,116.57,9.98,23.0,56.0,115.0,-8.96,12.0,4721.43,15.531,266.37,2.0,5.0,1491.32,59.5,111.83,0.0,51.0,1211.61,22.21,391.8,5.0,0.0,2018.5,61.08,35.5,-97.5,2.2865,2.003750557700556,0.2827494422994441,0.697193673386924,False
United States,South Dakota,Wheat,2000,spring,183.0,313.58,1.714,117.0,143.0,15.0,5.0,2.0,5.0,3.0,1.0,0.0,33.59,36.6,45.17,66.0,26.446,11.758,19.102,2604.235,72.0,21.0,1.0,23.0,4.0,7.0,2.0,298.82,54.12,49.0,14.0,30.0,-6.15,4.0,3809.42,20.817,142.78,0.0,14.0,1192.74,36.6,116.85,9.0,0.0,1467.81,23.35,53.95,12.0,0.0,1148.87,24.39,44.5,-100.0,2.6699,2.474226662376651,0.19567333762334904,0.5235274644451692,False
United States,Texas,Wheat,2000,winter,304.0,507.24,1.669,243.0,253.0,22.0,14.0,6.0,17.0,4.0,1.0,0.0,31.37,40.58,53.4,61.0,26.396,11.869,19.132,4311.46,109.0,38.0,1.0,20.0,8.0,14.0,5.0,424.24,55.12,87.0,13.0,62.0,-5.19,4.0,5286.32,17.389,73.7,17.0,0.0,1675.77,27.67,152.34,0.0,13.0,1390.21,25.81,281.2,21.0,0.0,2220.34,40.58,31.0,-99.0,2.0175,2.0396055555555535,-0.02210555555555338,-0.095534072732293,False
