crop,region,year,step,feature,from_value,to_value,standardized_delta,prediction_before_t_ha,prediction_after_t_ha,prediction_gain_t_ha
Barley,Montana,2001,1,rain_mean,1.519,1.5118,0.019042516975880646,-0.46584017153498564,-0.4610542633597776,0.00478590817520802
Barley,Montana,2001,2,rain_sum,278.03,324.09,0.6657584937567909,-0.4610542633597776,-0.37943535751441637,0.08161890584536124
Barley,Montana,2001,3,heatwave_events_3d_30,4.0,3.0,0.5585444076126904,-0.37943535751441637,-0.30729380315099414,0.07214155436342223
Barley,Montana,2001,4,wet_days_1mm,61.0,55.0,0.5107078909047619,-0.30729380315099414,-0.2665195366942977,0.04077426645669646
Barley,Washington,2001,1,heat_degree_days_35,0.0,0.007000000000000598,0.005269534149907154,-0.6303688271310012,-0.6268976943492397,0.0034711327817614768
Barley,Washington,2001,2,wet_days_1mm,45.0,45.75,0.06410796628224515,-0.6268976943492397,-0.6078480017813539,0.0190496925678858
Barley,Washington,2001,3,max_1day_rain,12.95,11.35,0.31682030217463486,-0.6078480017813539,-0.521854482027715,0.08599351975363889
Barley,Washington,2001,4,max_7day_rain,26.73,28.424999999999997,0.15907487154862437,-0.521854482027715,-0.4806488145358739,0.041205667491841125
Canola,Montana,2001,1,rain_mean,1.519,1.5118,0.019042516975880646,-0.382414776348728,-0.3800779449124846,0.002336831436243414
Canola,Montana,2001,2,heat_degree_days_30,60.23,58.34,0.06550497967177724,-0.3800779449124846,-0.3730533034786512,0.007024641433833412
Canola,Montana,2001,3,rain_sum,278.03,324.09,0.6657584937567909,-0.3730533034786512,-0.3088576174682818,0.0641956860103694
Canola,Montana,2001,4,heatwave_events_3d_30,4.0,3.0,0.5585444076126904,-0.3088576174682818,-0.25627509035633955,0.05258252711194222
Oats,Washington,2001,1,heat_degree_days_35,0.0,0.007000000000000598,0.005269534149907154,-0.4948367113791817,-0.491977290764267,0.0028594206149147317
Oats,Washington,2001,2,max_1day_rain,12.95,11.35,0.31682030217463486,-0.491977290764267,-0.390890255436892,0.10108703532737501
Oats,Washington,2001,3,wet_days_1mm,45.0,45.75,0.06410796628224515,-0.390890255436892,-0.37449703792698896,0.016393217509903024
Oats,Washington,2001,4,max_7day_rain,26.73,28.424999999999997,0.15907487154862437,-0.37449703792698896,-0.3375469220096644,0.036950115917324555
Wheat,Montana,2001,1,rain_mean,1.519,1.5118,0.019042516975880646,-0.5190970626816218,-0.5134685852930875,0.0056284773885343364
Wheat,Montana,2001,2,heatwave_events_3d_30,4.0,3.0,0.5585444076126904,-0.5134685852930875,-0.43203238821975454,0.08143619707333294
Wheat,Montana,2001,3,rain_sum,278.03,324.09,0.6657584937567909,-0.43203238821975454,-0.33718774876224,0.09484463945751453
Wheat,Montana,2001,4,wet_days_1mm,61.0,62.0,0.08511798181746032,-0.33718774876224,-0.32775795746867015,0.009429791293569856
Barley,Minnesota,2002,1,heatwave_events_3d_30,1.0,0.0,0.62110519846792,-0.6992417737261957,-0.6199188300751227,0.07932294365107295
Barley,Minnesota,2002,2,heavy_rain_days_10,21.0,18.0,0.589810033803727,-0.6199188300751227,-0.5497199374553242,0.0701988926197985
Barley,Minnesota,2002,3,dry_spell_events_7d,2.0,3.0,0.6930048314864428,-0.5497199374553242,-0.4779418610030675,0.0717780764522567
Barley,Minnesota,2002,4,wet_days_1mm,81.0,71.0,1.1572565469505025,-0.4779418610030675,-0.38108355089536455,0.09685831010770296
Barley,Montana,2002,1,heatwave_events_3d_30,4.0,3.0,0.5585444076126904,-0.42114471127634806,-0.2961922339199217,0.12495247735642634
Barley,Montana,2002,2,rain_sum,344.03,350.57,0.09453018995157242,-0.2961922339199217,-0.2732983184989144,0.022893915421007327
Barley,Montana,2002,3,rain_mean,1.88,1.916,0.095212584879405,-0.2732983184989144,-0.26044267290066486,0.012855645598249532
Barley,Montana,2002,4,wet_days_1mm,66.0,68.0,0.17023596363492063,-0.26044267290066486,-0.24293719546061704,0.017505477440047823
Barley,Nebraska,2002,1,heatwave_events_3d_30,8.0,7.0,0.41689379487468553,-0.704461715778606,-0.624201731688038,0.08025998409056789
Barley,Nebraska,2002,2,rain_mean,1.388,2.1334999999999997,1.3010900774810354,-0.624201731688038,-0.4607545313325963,0.16344720035544175
Barley,Nebraska,2002,3,rain_sum,254.06,390.46000000000004,1.3009626317182388,-0.4607545313325963,-0.2799633723758923,0.180791158956704
Barley,Nebraska,2002,4,wet_days_1mm,53.0,61.5,0.7649183830632785,-0.2799633723758923,-0.1685452375987114,0.1114181347771809
Barley,North Dakota,2002,1,rain_sum,298.94,315.025,0.19263122157784196,-0.5490399414120543,-0.4529718966629174,0.09606804474913688
Barley,North Dakota,2002,2,rain_mean,1.634,1.7215,0.19174675729738908,-0.4529718966629174,-0.3804756828357178,0.07249621382719956
Barley,North Dakota,2002,3,wet_days_1mm,61.0,62.0,0.11267009622411628,-0.3804756828357178,-0.3577896419834883,0.022686040852229528
Barley,North Dakota,2002,4,heavy_rain_days_20,1.0,2.0,0.4909561461269994,-0.3577896419834883,-0.26325285990416214,0.09453678207932614
Barley,South Dakota,2002,1,heavy_rain_days_20,1.0,2.0,0.5348933509514872,-0.6711256392108508,-0.5486119817843477,0.12251365742650311
Barley,South Dakota,2002,2,rain_mean,1.578,1.714,0.3046710590852904,-0.5486119817843477,-0.4582563472972001,0.09035563448714756
Barley,South Dakota,2002,3,rain_sum,288.76,313.58,0.30387299629040776,-0.4582563472972001,-0.38452834914598033,0.07372799815121978
Barley,South Dakota,2002,4,max_7day_rain,43.23,45.99,0.11805829565513394,-0.38452834914598033,-0.36604446082102715,0.01848388832495318
Canola,Minnesota,2002,1,dry_spell_events_7d,2.0,3.0,0.6930048314864428,-0.5770004056995421,-0.4712251220648766,0.10577528363466554
Canola,Minnesota,2002,2,heavy_rain_days_10,21.0,18.0,0.589810033803727,-0.4712251220648766,-0.4046710730294624,0.06655404903541418
Canola,Minnesota,2002,3,max_consecutive_heat_days_30,5.0,3.0,0.60092991609578,-0.4046710730294624,-0.3483501006622436,0.056320972367218836
Canola,Minnesota,2002,4,heatwave_events_3d_30,1.0,0.0,0.62110519846792,-0.3483501006622436,-0.3046186015050355,0.04373149915720809
Canola,Montana,2002,1,rain_sum,344.03,350.57,0.09453018995157242,-0.36803508000271107,-0.3513502755913425,0.016684804411368548
Canola,Montana,2002,2,heatwave_events_3d_30,4.0,3.0,0.5585444076126904,-0.3513502755913425,-0.252958536618385,0.0983917389729575
Canola,Montana,2002,3,rain_mean,1.88,1.916,0.095212584879405,-0.252958536618385,-0.2410510455024491,0.01190749111593592
Canola,Montana,2002,4,wet_days_1mm,66.0,68.0,0.17023596363492063,-0.2410510455024491,-0.2274319994673939,0.013619046035055205
Canola,North Dakota,2002,1,rain_sum,298.94,315.025,0.19263122157784196,-0.3684415641784167,-0.31638703792620465,0.052054526252212074
Canola,North Dakota,2002,2,rain_mean,1.634,1.7215,0.19174675729738908,-0.31638703792620465,-0.26914932889302534,0.04723770903317931
Canola,North Dakota,2002,3,wet_days_1mm,61.0,62.0,0.11267009622411628,-0.26914932889302534,-0.2571518334294863,0.011997495463539065
Canola,North Dakota,2002,4,heavy_rain_days_20,1.0,2.0,0.4909561461269994,-0.2571518334294863,-0.21434348321896307,0.042808350210523205
Oats,Colorado,2002,1,max_1day_rain,12.88,10.7,0.3365737169627493,-0.4190452642674034,-0.346156430721577,0.07288883354582643
Oats,Colorado,2002,2,wet_days_1mm,45.0,51.400000000000006,0.497904309070619,-0.346156430721577,-0.2748906145163412,0.07126581620523575
Oats,Colorado,2002,3,dry_days_2mm,158.0,149.2,0.869983831136673,-0.2748906145163412,-0.2005393466703105,0.07435126784603072
Oats,Colorado,2002,4,heavy_rain_days_10,1.0,0.0,0.5533512052105463,-0.2005393466703105,-0.1578419184197166,0.042697428250593916
Oats,Nebraska,2002,1,heatwave_events_3d_30,8.0,7.0,0.41689379487468553,-0.5814970637994594,-0.5166749745964875,0.06482208920297194
Oats,Nebraska,2002,2,rain_mean,1.388,2.1334999999999997,1.3010900774810354,-0.5166749745964875,-0.37214417596521515,0.14453079863127233
Oats,Nebraska,2002,3,max_7day_rain,41.73,57.415,0.5689238360823413,-0.37214417596521515,-0.3154420341428053,0.056702141822409846
Oats,Nebraska,2002,4,rain_sum,254.06,390.46000000000004,1.3009626317182388,-0.3154420341428053,-0.18744868763589426,0.12799334650691105
Oats,North Dakota,2002,1,rain_sum,298.94,315.025,0.19263122157784196,-0.5379595942289306,-0.4509392735159172,0.08702032071301335
Oats,North Dakota,2002,2,rain_mean,1.634,1.7215,0.19174675729738908,-0.4509392735159172,-0.3852515913766581,0.06568768213925913
Oats,North Dakota,2002,3,wet_days_1mm,61.0,62.0,0.11267009622411628,-0.3852515913766581,-0.3660941279748296,0.0191574634018285
Oats,North Dakota,2002,4,max_7day_rain,42.26,48.565,0.2616198881395206,-0.3660941279748296,-0.3334068559592416,0.03268727201558802
Oats,South Dakota,2002,1,rain_mean,1.578,1.714,0.3046710590852904,-0.6211700886267665,-0.5526907298923894,0.06847935873437705
Oats,South Dakota,2002,2,heavy_rain_days_20,1.0,2.0,0.5348933509514872,-0.5526907298923894,-0.4484299997276173,0.10426073016477211
Oats,South Dakota,2002,3,max_7day_rain,43.23,45.99,0.11805829565513394,-0.4484299997276173,-0.4298207745804634,0.018609225147153907
Oats,South Dakota,2002,4,rain_sum,288.76,313.58,0.30387299629040776,-0.4298207745804634,-0.3846133722166762,0.04520740236378723
Wheat,Colorado,2002,1,rain_mean,0.515,0.89475,1.9335071599639964,-0.6788833408508596,-0.5439942517084796,0.13488908914237996
Wheat,Colorado,2002,2,dry_days_1mm,258.0,223.0,2.584876551186391,-0.5439942517084796,-0.37340571553962343,0.17058853616885616
Wheat,Colorado,2002,3,wet_days_1mm,45.0,81.0,2.6664808839770333,-0.37340571553962343,-0.254237769653537,0.11916794588608642
Wheat,Colorado,2002,4,max_7day_rain,12.8,30.3275,1.2436241627105686,-0.254237769653537,-0.1863760436007779,0.06786172605275911
Wheat,Illinois,2002,1,heavy_rain_days_20,12.0,11.0,0.285050219073903,-0.43144443282441186,-0.391518809975239,0.03992562284917284
Wheat,Illinois,2002,2,season_tmax_mean,14.943,14.968499999999999,0.02206240847991726,-0.391518809975239,-0.38944619607562525,0.0020726138996137733
Wheat,Illinois,2002,3,rain_mean,3.295,3.2685,0.0562180968463107,-0.38944619607562525,-0.38469875244628154,0.004747443629343706
Wheat,Illinois,2002,4,heatwave_events_3d_30,2.0,3.0,0.8128490940584168,-0.38469875244628154,-0.31711583269077653,0.06758291975550501
Wheat,Minnesota,2002,1,dry_spell_events_7d,2.0,3.0,0.6930048314864428,-0.6549048761646884,-0.5441081555015655,0.11079672066312285
Wheat,Minnesota,2002,2,max_consecutive_heat_days_30,5.0,3.0,0.60092991609578,-0.5441081555015655,-0.47368399275843076,0.07042416274313479
Wheat,Minnesota,2002,3,wet_days_1mm,81.0,71.0,1.1572565469505025,-0.47368399275843076,-0.36548839529078725,0.10819559746764351
Wheat,Minnesota,2002,4,dry_days_1mm,102.0,112.0,1.1572565469505025,-0.36548839529078725,-0.2710622112960771,0.09442618399471014
Wheat,Montana,2002,1,rain_sum,344.03,350.57,0.09453018995157242,-0.49401295041938487,-0.47136191149884366,0.02265103892054121
Wheat,Montana,2002,2,heatwave_events_3d_30,4.0,3.0,0.5585444076126904,-0.47136191149884366,-0.3400272789428405,0.13133463255600314
Wheat,Montana,2002,3,rain_mean,1.88,1.916,0.095212584879405,-0.3400272789428405,-0.3266124782944522,0.013414800648388292
Wheat,Montana,2002,4,wet_days_1mm,66.0,68.0,0.17023596363492063,-0.3266124782944522,-0.3062154020461853,0.02039707624826692
Wheat,Nebraska,2002,1,rain_sum,289.9,304.78999999999996,0.1326250398154213,-0.40396571447821533,-0.38569421420033484,0.018271500277880492
Wheat,Nebraska,2002,2,wet_days_1mm,53.0,73.0,1.7318704137957932,-0.38569421420033484,-0.25445201657152644,0.1312421976288084
Wheat,Nebraska,2002,3,dry_days_1mm,250.0,236.5,1.1638809750231183,-0.25445201657152644,-0.18303539194780102,0.07141662462372542
Wheat,Nebraska,2002,4,rain_mean,0.957,1.9529999999999998,2.6889802893234775,-0.18303539194780102,-0.023236015696438433,0.1597993762513626
Wheat,North Dakota,2002,1,rain_sum,298.94,315.025,0.19263122157784196,-0.5304360306165717,-0.4405540260142707,0.08988200460230106
Wheat,North Dakota,2002,2,rain_mean,1.634,1.7215,0.19174675729738908,-0.4405540260142707,-0.3755299594075748,0.06502406660669591
Wheat,North Dakota,2002,3,wet_days_1mm,61.0,62.0,0.11267009622411628,-0.3755299594075748,-0.35568355871806795,0.019846400689506827
Wheat,North Dakota,2002,4,heavy_rain_days_20,1.0,2.0,0.4909561461269994,-0.35568355871806795,-0.29017227878267804,0.06551127993538991
Wheat,South Dakota,2002,1,heavy_rain_days_20,1.0,2.0,0.5348933509514872,-0.7095706384709873,-0.5836029581843468,0.12596768028664052
Wheat,South Dakota,2002,2,rain_mean,1.578,1.714,0.3046710590852904,-0.5836029581843468,-0.5066253307953652,0.07697762738898162
Wheat,South Dakota,2002,3,rain_sum,288.76,313.58,0.30387299629040776,-0.5066253307953652,-0.4331485629214691,0.07347676787389612
Wheat,South Dakota,2002,4,max_7day_rain,43.23,45.99,0.11805829565513394,-0.4331485629214691,-0.4142234226824415,0.018925140239027582
Barley,Montana,2003,1,rain_mean,1.516,1.5118,0.01110813490259719,-0.42955640899858005,-0.42751294068780454,0.002043468310775509
Barley,Montana,2003,2,rain_sum,277.36,324.09,0.6754427792717067,-0.42751294068780454,-0.34483864813019954,0.082674292557605
Barley,Montana,2003,3,growing_degree_days_base5,1822.655,1818.135,0.027886739462777577,-0.34483864813019954,-0.3423590843248713,0.0024795638053282665
Barley,Montana,2003,4,max_3day_rain,26.32,29.44,0.17377447309448288,-0.3423590843248713,-0.3301279590603764,0.01223112526449488
Barley,Washington,2003,1,rain_mean,0.669,0.9285000000000001,0.858449418168886,-0.8613911119560071,-0.5972912775610214,0.26409983439498574
Barley,Washington,2003,2,heat_degree_days_35,0.0,0.007000000000000598,0.005269534149907154,-0.5972912775610214,-0.5949155553020277,0.00237572225899374
Barley,Washington,2003,3,rain_sum,122.49,169.885,0.8567921165151695,-0.5949155553020277,-0.42311849856092515,0.17179705674110252
Barley,Washington,2003,4,max_1day_rain,12.08,11.35,0.14454926286717729,-0.42311849856092515,-0.3985641540469881,0.024554344513937065
Canola,Montana,2003,1,rain_mean,1.516,1.5118,0.01110813490259719,-0.34465790923644357,-0.3434369371505186,0.0012209720859249762
Canola,Montana,2003,2,rain_sum,277.36,324.09,0.6754427792717067,-0.3434369371505186,-0.27722988435733625,0.06620705279318234
Canola,Montana,2003,3,radiation_mean,20.88,20.895,0.02704388232518833,-0.27722988435733625,-0.2760364586164869,0.001193425740849352
Canola,Montana,2003,4,max_3day_rain,26.32,29.44,0.17377447309448288,-0.2760364586164869,-0.2685830555977902,0.00745340301869668
Oats,Washington,2003,1,rain_mean,0.669,0.9285000000000001,0.858449418168886,-0.5964251255413389,-0.4489603618307952,0.14746476371054368
Oats,Washington,2003,2,heat_degree_days_35,0.0,0.007000000000000598,0.005269534149907154,-0.4489603618307952,-0.44549430667296325,0.0034660551578319376
Oats,Washington,2003,3,max_1day_rain,12.08,11.35,0.14454926286717729,-0.44549430667296325,-0.42475969202619107,0.020734614646772176
Oats,Washington,2003,4,rain_sum,122.49,169.885,0.8567921165151695,-0.42475969202619107,-0.30075257519124093,0.12400711683495014
Barley,Kansas,2004,1,heatwave_events_3d_30,13.0,9.0,1.7888826873295802,-0.5781939503404157,0.0019430596409516936,0.5801370099813673
Oats,Colorado,2004,1,rain_sum,322.21,356.76,0.6072139347928281,-0.18709915019644052,-0.09397257180133448,0.09312657839510605
Oats,Colorado,2004,2,max_1day_rain,16.28,16.57,0.04477356785284263,-0.09397257180133448,-0.08787283899808804,0.006099732803246438
Oats,Colorado,2004,3,rain_mean,1.761,1.95,0.6078983311808679,-0.08787283899808804,-0.008562338382091824,0.07931050061599622
Wheat,Colorado,2004,1,dry_days_1mm,235.0,233.5,0.1107804236222739,-0.37532996268039426,-0.33734871383534953,0.037981248845044724
Wheat,Colorado,2004,2,rain_mean,0.967,0.992,0.1272881606296246,-0.33734871383534953,-0.2972132682421843,0.04013544559316523
Wheat,Colorado,2004,3,wet_days_1mm,69.0,69.75,0.055551685082854865,-0.2972132682421843,-0.2845990334024888,0.012614234839695482
Wheat,Colorado,2004,4,rain_sum,294.09,337.4275,0.7287539977954705,-0.2845990334024888,-0.20743027909320208,0.07716875430928674
Barley,Minnesota,2005,1,heatwave_events_3d_30,4.0,2.0,1.24221039693584,-0.6971824398868489,-0.4166580013360719,0.280524438550777
Barley,Minnesota,2005,2,max_3day_rain,27.38,39.91,0.7575551272289358,-0.4166580013360719,-0.27023057758682106,0.14642742374925083
Barley,Minnesota,2005,3,frost_events_2d,4.0,3.0,0.9722196454305163,-0.27023057758682106,-0.1239413965556405,0.14628918103118055
Barley,Minnesota,2005,4,wet_days_1mm,67.0,66.0,0.11572565469505025,-0.1239413965556405,-0.10965518843313628,0.014286208122504224
Canola,Minnesota,2005,1,heatwave_events_3d_30,4.0,2.0,1.24221039693584,-0.5656188287027165,-0.3452188244533157,0.22040000424940082
Canola,Minnesota,2005,2,max_3day_rain,27.38,39.91,0.7575551272289358,-0.3452188244533157,-0.22757544109614433,0.11764338335717137
Canola,Minnesota,2005,3,frost_events_2d,4.0,3.0,0.9722196454305163,-0.22757544109614433,-0.11886032868432202,0.10871511241182231
Canola,Minnesota,2005,4,wet_days_1mm,67.0,66.0,0.11572565469505025,-0.11886032868432202,-0.10596690737843842,0.012893421305883598
Wheat,Colorado,2005,1,max_7day_rain,23.58,30.3275,0.4787536179084048,-0.522143054765884,-0.3554151532659326,0.16672790149995137
Wheat,Colorado,2005,2,rain_mean,0.944,0.992,0.24439326840887926,-0.3554151532659326,-0.29489844994005215,0.06051670332588044
Wheat,Colorado,2005,3,dry_spell_events_14d,5.0,4.0,0.611372494882832,-0.29489844994005215,-0.15439317946507355,0.1405052704749786
Wheat,Colorado,2005,4,rain_sum,286.15,337.4275,0.8622713151879372,-0.15439317946507355,-0.01827124376758844,0.13612193569748512
Barley,Kansas,2006,1,heatwave_events_3d_30,11.0,9.0,0.8944413436647901,-0.686653617429608,-0.22568107179860708,0.4609725456310009
Barley,Kansas,2006,2,heatwave_events_3d_35,5.0,4.0,0.4809350186543473,-0.22568107179860708,-0.06849692608407189,0.1571841457145352
Barley,Kansas,2006,3,max_consecutive_heat_days_30,24.0,28.0,0.34897281497222793,-0.06849692608407189,-0.037877465982956375,0.030619460101115513
Barley,Kansas,2006,4,max_7day_rain,88.37,64.88,1.2765288228706044,-0.037877465982956375,0.07322287490758947,0.11110034089054585
Barley,North Dakota,2006,1,rain_mean,1.555,1.554,0.002191391511969916,-0.50535609988981,-0.5025501006007249,0.0028059992890850927
Barley,North Dakota,2006,2,rain_sum,284.61,284.33,0.0033532323308549275,-0.5025501006007249,-0.5018258955911535,0.000724205009571377
Barley,North Dakota,2006,3,heavy_rain_days_20,1.0,2.0,0.4909561461269994,-0.5018258955911535,-0.4389531611456817,0.06287273444547181
Barley,North Dakota,2006,4,heatwave_events_3d_30,5.0,4.0,0.5211538212861164,-0.4389531611456817,-0.3748134607736987,0.06413970037198302
Oats,Nebraska,2006,1,rain_sum,340.38,390.46000000000004,0.4776554882437642,-0.44884601164130306,-0.34862872261204203,0.10021728902926103
Oats,Nebraska,2006,2,rain_mean,1.86,2.1334999999999997,0.4773281504910299,-0.34862872261204203,-0.2545703854927482,0.09405833711929384
Oats,Nebraska,2006,3,wet_days_1mm,53.0,61.5,0.7649183830632785,-0.2545703854927482,-0.14524733186362906,0.10932305362911912
Oats,Nebraska,2006,4,max_7day_rain,43.4,57.415,0.5083498605479129,-0.14524733186362906,-0.08061721371398896,0.0646301181496401
Oats,North Dakota,2006,1,rain_mean,1.555,1.554,0.002191391511969916,-0.5626513352572949,-0.5603596807032211,0.002291654554073874
Oats,North Dakota,2006,2,rain_sum,284.61,315.025,0.3642448619390776,-0.5603596807032211,-0.48431580885637887,0.07604387184684219
Oats,North Dakota,2006,3,heatwave_events_3d_30,5.0,2.0,1.5634614638583493,-0.48431580885637887,-0.28264397063863567,0.2016718382177432
Oats,North Dakota,2006,4,heavy_rain_days_20,1.0,2.0,0.4909561461269994,-0.28264397063863567,-0.24163226313808692,0.04101170750054875
Oats,Oklahoma,2006,1,wet_days_1mm,54.0,56.0,0.17471931255177636,-0.27035556125133514,-0.22964855131369996,0.04070700993763518
Oats,Oklahoma,2006,2,heatwave_events_3d_30,8.0,3.0,2.373508514237777,-0.22964855131369996,0.0235099658097502,0.25315851712345017
Oats,South Dakota,2006,1,rain_mean,1.58,1.714,0.3001906023340361,-0.37801054827284947,-0.33262638629490765,0.04538416197794182
Oats,South Dakota,2006,2,rain_sum,289.23,313.58,0.2981187534114191,-0.33262638629490765,-0.2940658571788475,0.03856052911606017
Oats,South Dakota,2006,3,wet_days_1mm,60.0,64.0,0.5155504193486841,-0.2940658571788475,-0.24151671121971807,0.052549145959129406
Oats,South Dakota,2006,4,max_7day_rain,45.07,45.99,0.03935276521837798,-0.24151671121971807,-0.23776037819383142,0.0037563330258866545
Oats,Texas,2006,1,rain_sum,333.89,311.58000000000004,0.1972941236846826,-0.24534870471475378,-0.22418136942876066,0.021167335285993127
Oats,Texas,2006,2,rain_mean,1.825,2.00125,0.28519396119990703,-0.22418136942876066,-0.1992185305978627,0.02496283883089795
Oats,Texas,2006,3,heatwave_events_3d_30,8.0,7.0,0.5021881942620121,-0.1992185305978627,-0.16280383364550188,0.036414696952360825
Oats,Texas,2006,4,wet_days_1mm,40.0,54.5,1.0859827497701036,-0.16280383364550188,-0.08607178084558645,0.07673205279991543
Wheat,Colorado,2006,1,rain_mean,0.771,0.89475,0.6300763951166414,-0.7171610619012548,-0.5757736688702053,0.14138739303104952
Wheat,Colorado,2006,2,dry_days_1mm,240.0,223.0,1.2555114677191042,-0.5757736688702053,-0.3168961440095957,0.2588775248606096
Wheat,Colorado,2006,3,wet_days_1mm,63.0,81.0,1.3332404419885167,-0.3168961440095957,-0.19490982389004005,0.12198632011955565
Wheat,Colorado,2006,4,dry_spell_events_7d,14.0,16.0,0.8567058737562387,-0.19490982389004005,-0.11951564466077551,0.07539417922926454
Wheat,Kansas,2006,1,dry_days_1mm,244.0,233.0,0.8940988403313621,-0.4907236113502071,-0.39619490703433446,0.09452870431587262
Wheat,Kansas,2006,2,rain_mean,1.301,1.99425,1.6436274890979221,-0.39619490703433446,-0.24074550822993113,0.15544939880440334
Wheat,Kansas,2006,3,wet_days_1mm,59.0,70.5,0.9356010532036694,-0.24074550822993113,-0.1489189059727193,0.09182660225721181
Wheat,Kansas,2006,4,dry_spell_events_14d,5.0,4.0,0.8180128247238176,-0.1489189059727193,-0.07176044195218703,0.07715846402053228
Wheat,North Dakota,2006,1,rain_mean,1.555,1.554,0.002191391511969916,-0.5071468959236507,-0.5066502423807921,0.0004966535428585495
Wheat,North Dakota,2006,2,rain_sum,284.61,315.025,0.3642448619390776,-0.5066502423807921,-0.4402517022435426,0.06639854013724955
Wheat,North Dakota,2006,3,heatwave_events_3d_30,5.0,2.0,1.5634614638583493,-0.4402517022435426,-0.2532756485880308,0.1869760536555118
Wheat,North Dakota,2006,4,heavy_rain_days_20,1.0,2.0,0.4909561461269994,-0.2532756485880308,-0.2177682849751566,0.03550736361287421
Wheat,Oklahoma,2006,1,max_7day_rain,76.98,73.72,0.1162229753826582,-0.47213228622550074,-0.4577334245743867,0.014398861651114037
Wheat,Oklahoma,2006,2,dry_spell_events_7d,14.0,16.0,1.058771194017451,-0.4577334245743867,-0.3937821233527569,0.06395130122162979
Wheat,Oklahoma,2006,3,rain_mean,1.367,2.113,1.3136081015067074,-0.3937821233527569,-0.3047655348165349,0.08901658853622202
Wheat,Oklahoma,2006,4,wet_days_1mm,47.0,72.0,1.7714437025030894,-0.3047655348165349,-0.17639924986186176,0.12836628495467314
Wheat,South Dakota,2006,1,rain_mean,1.58,1.714,0.3001906023340361,-0.4404229527144999,-0.3887412924300983,0.051681660284401576
Wheat,South Dakota,2006,2,rain_sum,289.23,313.58,0.2981187534114191,-0.3887412924300983,-0.3419850097400608,0.04675628269003751
Wheat,South Dakota,2006,3,wet_days_1mm,60.0,64.0,0.5155504193486841,-0.3419850097400608,-0.2790516277420093,0.06293338199805149
Wheat,South Dakota,2006,4,heavy_rain_days_20,0.0,2.0,1.0697867019029743,-0.2790516277420093,-0.1564464606930006,0.1226051670490087
Wheat,Texas,2006,1,wet_days_1mm,57.0,62.0,0.26341543645989807,-0.41749037151577584,-0.340912617796482,0.07657775371929382
Wheat,Texas,2006,2,rain_mean,1.441,1.6625,0.33809693603258767,-0.340912617796482,-0.2596093141399272,0.0813033036565548
Wheat,Texas,2006,3,dry_days_1mm,246.0,241.25,0.25003408338791516,-0.2596093141399272,-0.21387050403925376,0.04573881010067346
Wheat,Texas,2006,4,dry_days_2mm,261.0,252.25,0.5498422266445842,-0.21387050403925376,-0.14483009508304148,0.06904040895621227
Canola,North Dakota,2007,1,wet_days_1mm,56.0,62.0,0.6760205773446977,-0.2415358823573515,-0.17187323449278735,0.06966264786456414
Canola,North Dakota,2007,2,max_3day_rain,59.44,55.915,0.23159535408702955,-0.17187323449278735,-0.15274774450235554,0.019125489990431815
Canola,North Dakota,2007,3,heatwave_events_3d_30,4.0,2.0,1.0423076425722329,-0.15274774450235554,-0.08089124879413541,0.07185649570822013
Canola,North Dakota,2007,4,frost_days_0,16.0,14.0,0.338326960605341,-0.08089124879413541,-0.06397124068262174,0.016920008111513674
Oats,Colorado,2007,1,rain_sum,332.82,356.76,0.4207438957725123,-0.24117719311599733,-0.14939080569577626,0.09178638742022108
Oats,Colorado,2007,2,rain_mean,1.819,1.95,0.42134752055393476,-0.14939080569577626,-0.06980209596146209,0.07958870973431417
Oats,Colorado,2007,3,radiation_mean,21.184,21.0866,0.1732564036135646,-0.06980209596146209,-0.06092922448041021,0.008872871481051876
Oats,Colorado,2007,4,radiation_sum,3876.76,3882.13,0.05220212369426825,-0.06092922448041021,-0.05830219841859897,0.002627026061811241
Oats,Illinois,2007,1,max_3day_rain,57.13,54.9675,0.10317256197130438,-0.26615358537887335,-0.23086616148141242,0.03528742389746092
Oats,Illinois,2007,2,max_7day_rain,73.5,65.89500000000001,0.3062820765360518,-0.23086616148141242,-0.17456033334563245,0.05630582813577997
Oats,Illinois,2007,3,rain_sum,429.14,433.605,0.03693825519965259,-0.17456033334563245,-0.17026513363930168,0.004295199706330771
Oats,Illinois,2007,4,heatwave_events_3d_35,0.0,0.25,0.2584451453012244,-0.17026513363930168,-0.14673465670868485,0.023530476930616828
Oats,Oklahoma,2007,1,heat_degree_days_35,1.11,0.0,0.010497918208653045,-0.2861401100633047,-0.2795622644216464,0.006577845641658309
Oats,Oklahoma,2007,2,max_consecutive_heat_days_35,2.0,0.0,0.1744195228423364,-0.2795622644216464,-0.2649282786416919,0.014633985779954506
Oats,Oklahoma,2007,3,dry_days_1mm,102.0,109.0,0.6115175939312173,-0.2649282786416919,-0.22578912626267172,0.03913915237902016
Oats,Oklahoma,2007,4,max_consecutive_heat_days_30,15.0,12.0,0.1524695091469511,-0.22578912626267172,-0.21678977868884813,0.00899934757382359
Oats,Texas,2007,1,wet_days_1mm,78.0,74.0,0.2995814482124423,-0.1379352927258298,-0.11328412607217136,0.024651166653658435
Oats,Texas,2007,2,max_dry_spell_1mm,15.0,21.0,0.5132502392533904,-0.11328412607217136,-0.07647050964450103,0.03681361642767034
