crop,region,year,step,feature,from_value,to_value,standardized_delta,prediction_before_t_ha,prediction_after_t_ha,prediction_gain_t_ha
Oats,Washington,2017,4,wet_days_1mm,47.0,52.0,0.4273864418816343,-0.43280220689394616,-0.35304497884079644,0.07975722805314972
Wheat,Montana,2017,1,rain_sum,283.67,324.09,0.584237045541673,-0.37606471257103036,-0.30291710431675545,0.07314760825427491
Wheat,Montana,2017,2,rain_mean,1.55,1.5118,0.10103113173314635,-0.30291710431675545,-0.29484311126107826,0.008073993055677187
Wheat,Montana,2017,3,heatwave_events_3d_30,5.0,3.0,1.1170888152253808,-0.29484311126107826,-0.20715259149117984,0.08769051976989842
Wheat,Montana,2017,4,max_consecutive_heat_days_35,1.0,0.0,1.0326547606781455,-0.20715259149117984,-0.16574950300464622,0.041403088486533624
Wheat,North Dakota,2017,1,rain_mean,1.554,1.7215,0.36705807825500136,-0.3249630440072471,-0.2629985433111375,0.06196450069610965
Wheat,North Dakota,2017,2,rain_sum,284.33,315.025,0.36759809426993256,-0.2629985433111375,-0.20086417426307487,0.062134369048062604
Wheat,North Dakota,2017,3,heatwave_events_3d_30,5.0,2.0,1.5634614638583493,-0.20086417426307487,-0.037178133992365685,0.16368604027070918
Wheat,North Dakota,2017,4,wet_days_1mm,49.0,56.0,0.788690673568814,-0.037178133992365685,0.005443092150254413,0.042621226142620094
Wheat,South Dakota,2017,1,rain_mean,1.781,1.92,0.3113917442121721,-0.5720292548327941,-0.4588439596340605,0.1131852951987336
Wheat,South Dakota,2017,2,rain_sum,325.89,351.36,0.3118309917613496,-0.4588439596340605,-0.35238770479434633,0.10645625483971416
Wheat,South Dakota,2017,3,heatwave_events_3d_30,4.0,3.0,0.42454337510038315,-0.35238770479434633,-0.21544782891794861,0.13693987587639772
Wheat,South Dakota,2017,4,max_7day_rain,47.09,50.6,0.15013935425707214,-0.21544782891794861,-0.19052202033030832,0.02492580858764029
Barley,Kansas,2018,1,heatwave_events_3d_30,12.0,10.0,0.8944413436647901,-0.610307419619545,-0.2954232308714284,0.31488418874811663
Barley,Kansas,2018,2,heatwave_events_3d_35,4.0,3.0,0.4809350186543473,-0.2954232308714284,-0.2187090877148763,0.07671414315655212
Barley,Kansas,2018,3,heat_degree_days_35,51.41,31.35,0.30025991950342357,-0.2187090877148763,-0.17555983636731515,0.043149251347561146
Barley,Kansas,2018,4,wet_days_1mm,66.0,67.0,0.10157571640094633,-0.17555983636731515,-0.16613903663539348,0.00942079973192167
Oats,Colorado,2018,1,wet_days_1mm,46.0,51.400000000000006,0.42010676077833486,-0.4004940128682948,-0.3273029234315046,0.0731910894367902
Oats,Colorado,2018,2,rain_mean,1.04,1.2246000000000001,0.5937462007195144,-0.3273029234315046,-0.24480213084069968,0.0825007925908049
Oats,Colorado,2018,3,dry_days_1mm,137.0,131.60000000000002,0.42010676077833264,-0.24480213084069968,-0.2096835560050431,0.035118574835656585
Oats,Colorado,2018,4,dry_days_2mm,161.0,149.2,1.166569228115084,-0.2096835560050431,-0.12478350328835701,0.08490005271668609
Oats,Iowa,2018,1,heat_degree_days_35,1.06,0.0,0.06408473160876431,-0.3384503101995724,-0.3276293922422448,0.010820917957327592
Oats,Iowa,2018,2,wet_days_1mm,76.0,72.0,0.2685565274469015,-0.3276293922422448,-0.28841466999947263,0.03921472224277217
Oats,Iowa,2018,3,dry_days_1mm,107.0,111.0,0.2685565274469015,-0.28841466999947263,-0.25831078506766775,0.03010388493180488
Oats,Iowa,2018,4,max_1day_rain,45.67,45.8175,0.013542423171846143,-0.25831078506766775,-0.25711635506010916,0.001194430007558589
Oats,Minnesota,2018,1,max_3day_rain,46.45,44.41,0.12333698799258054,-0.17649372361169247,-0.15938220280626977,0.017111520805422692
Oats,Minnesota,2018,2,max_consecutive_heat_days_30,2.0,1.0,0.30046495804789,-0.15938220280626977,-0.12463500531940129,0.034747197486868484
Oats,Minnesota,2018,3,heat_days_30,7.0,4.0,0.2836113352798028,-0.12463500531940129,-0.09650237845083674,0.028132626868564548
Oats,Minnesota,2018,4,heat_degree_days_30,5.33,4.75,0.019909680000089854,-0.09650237845083674,-0.09482356225697182,0.0016788161938649238
Oats,Washington,2018,1,rain_mean,0.945,1.114,0.5590672511388894,-0.33591119147900944,-0.25286120976909504,0.0830499817099144
Oats,Washington,2018,2,radiation_sum,3747.4,3723.36,0.16766660783237647,-0.25286120976909504,-0.22802037771057604,0.024840832058519002
Oats,Washington,2018,3,dry_days_2mm,158.0,152.0,0.6737692563884887,-0.22802037771057604,-0.14818506014656538,0.07983531756401066
Oats,Washington,2018,4,max_consecutive_heat_days_30,4.0,3.0,0.4828829205864469,-0.14818506014656538,-0.1018158720210258,0.046369188125539584
Wheat,Illinois,2018,1,heavy_rain_days_20,12.0,11.0,0.285050219073903,-0.3736537319037547,-0.3269171578253067,0.046736574078448
Wheat,Illinois,2018,2,max_dry_spell_1mm,18.0,19.0,0.20296298010966088,-0.3269171578253067,-0.29812622378621706,0.028790934039089666
Wheat,Illinois,2018,3,rain_sum,860.76,804.935,0.39137247204025094,-0.29812622378621706,-0.26192319070378495,0.03620303308243211
Wheat,Illinois,2018,4,heat_days_30,23.0,22.0,0.14133165032518308,-0.26192319070378495,-0.25060000058303306,0.011323190120751891
Barley,Kansas,2019,1,heat_degree_days_35,0.09,14.19,0.21105009297100066,-0.4325037796769142,-0.39992831179787225,0.032575467879041975
Barley,Kansas,2019,2,heatwave_events_3d_35,0.0,1.0,0.4809350186543473,-0.39992831179787225,-0.33292374313759193,0.06700456866028032
Barley,Kansas,2019,3,max_consecutive_heat_days_30,10.0,11.0,0.08724320374305698,-0.33292374313759193,-0.3233805841937381,0.009543158943853824
Barley,Kansas,2019,4,rain_mean,4.265,3.851,0.6391389969546791,-0.3233805841937381,-0.25516387726830136,0.06821670692543674
Oats,Illinois,2019,1,max_consecutive_heat_days_30,5.0,3.5,0.16399222758890042,-0.45462530044369903,-0.4235523277087345,0.03107297273496451
Oats,Illinois,2019,2,min_tmin,-3.55,-3.565,0.007583405856305181,-0.4235523277087345,-0.4221366716077357,0.0014156561009988078
Oats,Illinois,2019,3,rain_mean,3.298,2.86425,0.6566993572014694,-0.4221366716077357,-0.3136829511675179,0.10845372044021784
Oats,Illinois,2019,4,max_7day_rain,77.05,76.765,0.01147802653685389,-0.3136829511675179,-0.310254657694453,0.0034282934730648917
Oats,Iowa,2019,1,dry_spell_events_7d,2.0,2.75,0.351912475417836,-0.49016416339631924,-0.39587315805738593,0.09429100533893331
Oats,Iowa,2019,2,heat_degree_days_30,8.45,18.005,0.1150952925375856,-0.39587315805738593,-0.3726252059607782,0.023247952096607738
Oats,Iowa,2019,3,rain_mean,3.426,2.9074999999999998,0.5837870523381782,-0.3726252059607782,-0.265221389070808,0.1074038168899702
Oats,Iowa,2019,4,max_consecutive_heat_days_30,3.0,4.0,0.13196172910745674,-0.265221389070808,-0.2485332942246601,0.01668809484614789
Wheat,Illinois,2019,1,max_7day_rain,77.05,65.86,0.38722047912601515,-0.4574743702069882,-0.4136482119504916,0.043826158256496606
Wheat,Illinois,2019,2,heatwave_events_3d_30,2.0,3.0,0.8128490940584168,-0.4136482119504916,-0.34767449582097537,0.06597371612951625
Wheat,Illinois,2019,3,heat_degree_days_30,21.32,28.6175,0.3586036505816767,-0.34767449582097537,-0.3212808948380082,0.02639360098296717
Wheat,Illinois,2019,4,rain_mean,3.189,2.96375,0.4778538231936414,-0.3212808948380082,-0.28907116664438376,0.03220972819362444
Barley,Minnesota,2020,1,max_3day_rain,56.16,52.78,0.20435246049751,-0.6577653977867359,-0.5390928962565212,0.11867250153021469
Barley,Minnesota,2020,2,rain_mean,2.497,2.47,0.044790360647468504,-0.5390928962565212,-0.5273927844282373,0.011700111828283899
Barley,Minnesota,2020,3,heatwave_events_3d_30,1.0,0.0,0.62110519846792,-0.5273927844282373,-0.40123937240915647,0.12615341201908087
Barley,Minnesota,2020,4,heat_degree_days_30,6.29,4.75,0.05286363310368685,-0.40123937240915647,-0.39219910030260213,0.009040272106554337
Canola,Minnesota,2020,1,max_3day_rain,56.16,52.78,0.20435246049751,-0.49340089526292136,-0.40719252272036266,0.0862083725425587
Canola,Minnesota,2020,2,rain_mean,2.497,2.47,0.044790360647468504,-0.40719252272036266,-0.3991706583945397,0.00802186432582297
Canola,Minnesota,2020,3,heatwave_events_3d_30,1.0,0.0,0.62110519846792,-0.3991706583945397,-0.3089961037816609,0.09017455461287877
Canola,Minnesota,2020,4,heat_days_30,7.0,2.0,0.47268555879967133,-0.3089961037816609,-0.2497714396673838,0.059224664114277126
Oats,Illinois,2020,1,heat_degree_days_35,0.0,0.30000000000000004,0.01769728028920942,-0.5659388085920525,-0.5596096790713473,0.00632912952070519
Oats,Illinois,2020,2,heatwave_events_3d_30,2.0,4.0,0.7570025567654333,-0.5596096790713473,-0.40204318491454266,0.15756649415680463
Oats,Illinois,2020,3,max_3day_rain,54.27,54.9675,0.03327762403467494,-0.40204318491454266,-0.3947967581878159,0.007246426726726762
Oats,Illinois,2020,4,max_consecutive_heat_days_30,8.0,3.5,0.49197668276670126,-0.3947967581878159,-0.30702910790412624,0.08776765028368966
Wheat,Colorado,2020,1,rain_mean,0.927,0.992,0.33094921763702345,-0.5490371677487824,-0.46951887485546684,0.07951829289331558
Wheat,Colorado,2020,2,max_7day_rain,22.79,30.3275,0.5348062830655207,-0.46951887485546684,-0.3558471926125975,0.11367168224286933
Wheat,Colorado,2020,3,dry_days_2mm,259.0,258.5,0.04996432393409477,-0.3558471926125975,-0.3452369073211837,0.010610285291413835
Wheat,Colorado,2020,4,dry_days_1mm,233.0,223.0,0.738536157481826,-0.3452369073211837,-0.20602236004899985,0.13921454727218383
Wheat,Illinois,2020,1,max_3day_rain,83.5,85.025,0.06002177812563,-0.4823970476953308,-0.4673889998289567,0.015008047866374108
Wheat,Illinois,2020,2,heatwave_events_3d_30,2.0,3.0,0.8128490940584168,-0.4673889998289567,-0.385394897855272,0.08199410197368473
Wheat,Illinois,2020,3,rain_mean,2.944,1.815,2.395103069414523,-0.385394897855272,-0.19933592231308106,0.18605897554219092
Wheat,Illinois,2020,4,heavy_rain_days_10,33.0,29.5,0.5334103659405651,-0.19933592231308106,-0.15195875436762069,0.047377167945460374
Wheat,Minnesota,2020,1,max_3day_rain,56.16,52.78,0.20435246049751,-0.5490492023442822,-0.45950033738386536,0.08954886496041686
Wheat,Minnesota,2020,2,rain_mean,2.497,2.47,0.044790360647468504,-0.45950033738386536,-0.45040188342449394,0.009098453959371422
Wheat,Minnesota,2020,3,season_tmax_mean,20.74,20.904,0.14741362733725813,-0.45040188342449394,-0.4281325383740846,0.02226934505040934
Wheat,Minnesota,2020,4,max_7day_rain,68.68,63.85,0.25417139198677485,-0.4281325383740846,-0.39270012476934846,0.035432413604736146
Barley,Colorado,2021,1,rain_mean,1.58,1.562,0.057895079160082685,-0.9990194988514169,-0.9662556889179089,0.032763809933508026
Barley,Colorado,2021,2,rain_sum,289.21,285.92,0.0578215295359879,-0.9662556889179089,-0.9386698814975164,0.027585807420392516
Barley,Colorado,2021,3,wet_days_1mm,68.0,51.400000000000006,1.2914393016519166,-0.9386698814975164,-0.5580022356954001,0.3806676458021163
Barley,Colorado,2021,4,dry_days_2mm,139.0,142.0,0.29658539697841085,-0.5580022356954001,-0.5003270204859309,0.057675215209469166
Barley,Minnesota,2021,1,max_3day_rain,52.56,52.78,0.013301047724689949,-0.6781364734795452,-0.6718930715392974,0.00624340194024775
Barley,Minnesota,2021,2,heatwave_events_3d_30,5.0,2.0,1.8633155954037601,-0.6718930715392974,-0.4170207112788098,0.25487236026048765
Barley,Minnesota,2021,3,wet_days_1mm,53.0,63.0,1.1572565469505025,-0.4170207112788098,-0.28707301966511634,0.12994769161369346
Barley,Minnesota,2021,4,frost_events_2d,4.0,3.0,0.9722196454305163,-0.28707301966511634,-0.20581354843491612,0.08125947123020022
Barley,Montana,2021,1,wet_days_1mm,56.0,55.0,0.08511798181746032,-0.7049271829351301,-0.6819851735354638,0.022942009399666285
Barley,Montana,2021,2,rain_mean,1.509,1.5118,0.007405423268398518,-0.6819851735354638,-0.6802013238772497,0.0017838496582140984
Barley,Montana,2021,3,rain_sum,276.21,324.09,0.6920650603793995,-0.6802013238772497,-0.5539175644931695,0.1262837593840802
Barley,Montana,2021,4,heatwave_events_3d_30,6.0,5.0,0.5585444076126904,-0.5539175644931695,-0.48969445932040184,0.06422310517276769
Barley,North Dakota,2021,1,heavy_rain_days_20,1.0,2.0,0.4909561461269994,-0.8737770073861026,-0.74213294481277,0.1316440625733326
Barley,North Dakota,2021,2,rain_mean,1.469,1.7215,0.5533263567724647,-0.74213294481277,-0.6157772644412417,0.12635568037152833
Barley,North Dakota,2021,3,rain_sum,268.88,315.025,0.5526246639545865,-0.6157772644412417,-0.4872052569306215,0.1285720075106202
Barley,North Dakota,2021,4,wet_days_1mm,42.0,56.0,1.577381347137628,-0.4872052569306215,-0.2772953174840674,0.20990993944655412
Barley,South Dakota,2021,1,rain_sum,338.11,351.36,0.16222067690765127,-1.0711448901428884,-0.9889590819048935,0.08218580823799493
Barley,South Dakota,2021,2,rain_mean,1.848,1.92,0.1612964430451535,-0.9889590819048935,-0.9178001291145389,0.07115895279035456
Barley,South Dakota,2021,3,heavy_rain_days_20,1.0,2.0,0.5348933509514872,-0.9178001291145389,-0.7573804876293996,0.16041964148513932
Barley,South Dakota,2021,4,wet_days_1mm,49.0,54.0,0.644438024185855,-0.7573804876293996,-0.5989018479574091,0.1584786396719905
Barley,Washington,2021,1,rain_mean,0.725,0.811,0.2844957609345828,-1.0965973058256693,-0.9670599447411655,0.12953736108450375
Barley,Washington,2021,2,rain_sum,132.69,148.34,0.28291584815829535,-0.9670599447411655,-0.8694145660089109,0.09764537873225465
Barley,Washington,2021,3,wet_days_1mm,35.0,52.0,1.4531139023975568,-0.8694145660089109,-0.6229415034594853,0.24647306254942558
Barley,Washington,2021,4,heavy_rain_days_10,1.0,2.0,0.6199473459488041,-0.6229415034594853,-0.5481946289198228,0.07474687453966244
Canola,Minnesota,2021,1,max_3day_rain,52.56,52.78,0.013301047724689949,-0.5394416383610715,-0.5358217966383072,0.0036198417227643054
Canola,Minnesota,2021,2,heatwave_events_3d_30,5.0,2.0,1.8633155954037601,-0.5358217966383072,-0.32628877560453184,0.20953302103377536
Canola,Minnesota,2021,3,wet_days_1mm,53.0,63.0,1.1572565469505025,-0.32628877560453184,-0.21107569826658107,0.11521307733795078
Canola,Minnesota,2021,4,frost_events_2d,4.0,3.0,0.9722196454305163,-0.21107569826658107,-0.14973962399082277,0.061336074275758296
Canola,Montana,2021,1,rain_mean,1.509,1.5118,0.007405423268398518,-0.5061596893553756,-0.5045087452181781,0.0016509441371974631
Canola,Montana,2021,2,wet_days_1mm,56.0,55.0,0.08511798181746032,-0.5045087452181781,-0.4915495143020688,0.012959230916109343
Canola,Montana,2021,3,rain_sum,276.21,276.67,0.006648912443077464,-0.4915495143020688,-0.49064072075946813,0.0009087935426006499
Canola,Montana,2021,4,max_7day_rain,40.92,38.5,0.10582194274889313,-0.49064072075946813,-0.4812053383183259,0.009435382441142226
Canola,North Dakota,2021,1,rain_mean,1.469,1.7215,0.5533263567724647,-0.7367954358484233,-0.6328976071520795,0.10389782869634379
Canola,North Dakota,2021,2,rain_sum,268.88,315.025,0.5526246639545865,-0.6328976071520795,-0.5315891540924462,0.10130845305963332
Canola,North Dakota,2021,3,heavy_rain_days_20,1.0,2.0,0.4909561461269994,-0.5315891540924462,-0.45510198650762335,0.07648716758482288
Canola,North Dakota,2021,4,wet_days_1mm,42.0,56.0,1.577381347137628,-0.45510198650762335,-0.2804638941338897,0.17463809237373362
Canola,Washington,2021,1,rain_mean,0.725,0.811,0.2844957609345828,-0.7379273674397505,-0.6448432809537679,0.09308408648598265
Canola,Washington,2021,2,rain_sum,132.69,148.34,0.28291584815829535,-0.6448432809537679,-0.5781328775298106,0.06671040342395729
Canola,Washington,2021,3,max_7day_rain,18.37,21.43,0.28717941412318077,-0.5781328775298106,-0.5493543147620167,0.02877856276779389
Canola,Washington,2021,4,wet_days_1mm,35.0,52.0,1.4531139023975568,-0.5493543147620167,-0.41836156854535134,0.13099274621666535
Oats,Minnesota,2021,1,max_3day_rain,52.56,52.78,0.013301047724689949,-0.429698357689633,-0.4265854161311038,0.003112941558529203
Oats,Minnesota,2021,2,wet_days_1mm,53.0,63.0,1.1572565469505025,-0.4265854161311038,-0.2857818746942403,0.14080354143686347
Oats,Minnesota,2021,3,heatwave_events_3d_30,5.0,2.0,1.8633155954037601,-0.2857818746942403,-0.14166877471033917,0.14411309998390115
Oats,Minnesota,2021,4,frost_events_2d,4.0,3.0,0.9722196454305163,-0.14166877471033917,-0.09288354799392648,0.048785226716412694
Oats,Montana,2021,1,rain_sum,276.21,276.67,0.006648912443077464,-0.5053914381494922,-0.5036639936086407,0.0017274445408514971
Oats,Montana,2021,2,rain_mean,1.509,1.5118,0.007405423268398518,-0.5036639936086407,-0.5019927744891286,0.0016712191195120685
Oats,Montana,2021,3,wet_days_1mm,56.0,55.0,0.08511798181746032,-0.5019927744891286,-0.48556925710547516,0.01642351738365344
Oats,Montana,2021,4,heatwave_events_3d_30,6.0,5.0,0.5585444076126904,-0.48556925710547516,-0.4191407417769177,0.06642851532855748
Oats,North Dakota,2021,1,rain_mean,1.469,1.7215,0.5533263567724647,-0.7823500793116602,-0.6717170708829179,0.11063300842874235
Oats,North Dakota,2021,2,rain_sum,268.88,315.025,0.5526246639545865,-0.6717170708829179,-0.5609284835600151,0.11078858732290275
Oats,North Dakota,2021,3,heavy_rain_days_20,1.0,2.0,0.4909561461269994,-0.5609284835600151,-0.4901374054184796,0.07079107814153551
Oats,North Dakota,2021,4,wet_days_1mm,42.0,56.0,1.577381347137628,-0.4901374054184796,-0.31090773462538673,0.17922967079309288
Oats,South Dakota,2021,1,rain_sum,338.11,351.36,0.16222067690765127,-0.6740753486445448,-0.6247620344391367,0.049313314205408076
Oats,South Dakota,2021,2,rain_mean,1.848,1.92,0.1612964430451535,-0.6247620344391367,-0.5863768878542026,0.03838514658493408
Oats,South Dakota,2021,3,wet_days_1mm,49.0,54.0,0.644438024185855,-0.5863768878542026,-0.4754596436944442,0.1109172441597584
Oats,South Dakota,2021,4,heavy_rain_days_20,1.0,2.0,0.5348933509514872,-0.4754596436944442,-0.38563213098667526,0.08982751270776895
Wheat,Minnesota,2021,1,max_3day_rain,52.56,52.78,0.013301047724689949,-0.6541324001237309,-0.6501369331960293,0.003995466927701585
Wheat,Minnesota,2021,2,wet_days_1mm,53.0,63.0,1.1572565469505025,-0.6501369331960293,-0.4805130560188642,0.1696238771771651
Wheat,Minnesota,2021,3,heatwave_events_3d_30,5.0,2.0,1.8633155954037601,-0.4805130560188642,-0.26624376427057994,0.21426929174828424
Wheat,Minnesota,2021,4,frost_events_2d,4.0,3.0,0.9722196454305163,-0.26624376427057994,-0.17951177618745323,0.08673198808312671
Wheat,Montana,2021,1,wet_days_1mm,56.0,55.0,0.08511798181746032,-0.7232260814257732,-0.7002898314797519,0.02293624994602128
Wheat,Montana,2021,2,rain_mean,1.509,1.5118,0.007405423268398518,-0.7002898314797519,-0.6986206508132926,0.001669180666459269
Wheat,Montana,2021,3,rain_sum,276.21,324.09,0.6920650603793995,-0.6986206508132926,-0.5691267372879233,0.12949391352536932
Wheat,Montana,2021,4,heatwave_events_3d_30,6.0,5.0,0.5585444076126904,-0.5691267372879233,-0.5020037629654007,0.06712297432252257
Wheat,North Dakota,2021,1,heavy_rain_days_20,1.0,2.0,0.4909561461269994,-0.8509842346578801,-0.7428868854568103,0.10809734920106984
Wheat,North Dakota,2021,2,rain_sum,268.88,315.025,0.5526246639545865,-0.7428868854568103,-0.6284248924377307,0.11446199301907956
Wheat,North Dakota,2021,3,rain_mean,1.469,1.7215,0.5533263567724647,-0.6284248924377307,-0.5139124488493035,0.11451244358842716
Wheat,North Dakota,2021,4,wet_days_1mm,42.0,56.0,1.577381347137628,-0.5139124488493035,-0.2974450501982382,0.21646739865106535
Wheat,South Dakota,2021,1,rain_sum,338.11,351.36,0.16222067690765127,-1.0226636974670165,-0.9459126478129667,0.07675104965404977
Wheat,South Dakota,2021,2,rain_mean,1.848,1.92,0.1612964430451535,-0.9459126478129667,-0.8793843410241454,0.06652830678882127
Wheat,South Dakota,2021,3,heavy_rain_days_20,1.0,2.0,0.5348933509514872,-0.8793843410241454,-0.7374603297529536,0.1419240112711918
Wheat,South Dakota,2021,4,wet_days_1mm,49.0,54.0,0.644438024185855,-0.7374603297529536,-0.5966288665240961,0.14083146322885753
Wheat,Washington,2021,1,max_3day_rain,57.08,54.07,0.1598393060364532,-0.9663737016782378,-0.928699356576447,0.037674345101790796
Wheat,Washington,2021,2,wet_days_1mm,123.0,147.0,1.213156090696584,-0.928699356576447,-0.7022904368293231,0.22640891974712385
Wheat,Washington,2021,3,max_7day_rain,72.4,70.705,0.07029452089283997,-0.7022904368293231,-0.6942654582662421,0.008024978563081042
Wheat,Washington,2021,4,heavy_rain_days_10,18.0,15.0,0.5464230952770323,-0.6942654582662421,-0.633013175688244,0.061252282577998085
Barley,Colorado,2022,1,rain_sum,318.58,324.15,0.09789237675241817,-0.9823584271606337,-0.9389937917687231,0.0433646353919106
Barley,Colorado,2022,2,rain_mean,1.741,1.771,0.0964917986001371,-0.9389937917687231,-0.9035497366895544,0.0354440550791687
Barley,Colorado,2022,3,wet_days_1mm,69.0,51.400000000000006,1.3692368499442007,-0.9035497366895544,-0.5754406547420042,0.3281090819475502
Barley,Colorado,2022,4,min_tmin,-12.12,-12.78,0.26816453074849017,-0.5754406547420042,-0.539084531107321,0.03635612363468321
Barley,Kansas,2022,1,heatwave_events_3d_30,11.0,9.0,0.8944413436647901,-0.6160035444187946,-0.37517411708604737,0.2408294273327472
Barley,Kansas,2022,2,wet_days_1mm,48.0,63.0,1.523635746014195,-0.37517411708604737,-0.07286915254641879,0.3023049645396286
Barley,Kansas,2022,3,heatwave_events_3d_35,8.0,4.0,1.9237400746173892,-0.07286915254641879,0.03991490914916307,0.11278406169558186
Barley,Montana,2022,1,rain_sum,330.28,350.57,0.29327485536963305,-0.5421404206760806,-0.47981535626451305,0.06232506441156754
Barley,Montana,2022,2,rain_mean,1.805,1.916,0.29357213671149845,-0.47981535626451305,-0.4192527860123518,0.060562570252161274
Barley,Montana,2022,3,max_3day_rain,24.76,29.44,0.26066170964172425,-0.4192527860123518,-0.3762257012879979,0.04302708472435385
Barley,Montana,2022,4,season_tmin_mean,7.494,7.517,0.02841941288013257,-0.3762257012879979,-0.3730453574367035,0.0031803438512944537
Canola,Kansas,2022,1,heatwave_events_3d_30,11.0,9.0,0.8944413436647901,-0.5618988955118803,-0.3596123202698482,0.20228657524203214
Canola,Kansas,2022,2,wet_days_1mm,48.0,63.0,1.523635746014195,-0.3596123202698482,-0.08465231697083045,0.2749600032990177
Canola,Kansas,2022,3,dry_days_1mm,135.0,132.0,0.304727149202839,-0.08465231697083045,-0.0683672157743102,0.016285101196520255
Canola,Kansas,2022,4,heat_days_40,8.0,2.0,0.8713264737238656,-0.0683672157743102,-0.028286202157529316,0.040081013616780875
Canola,Oklahoma,2022,1,wet_days_1mm,50.0,56.0,0.5241579376553291,-0.6351811128206509,-0.4374514204903231,0.19772969233032783
Canola,Oklahoma,2022,2,heat_days_35,68.0,63.0,0.24139827750369725,-0.4374514204903231,-0.39968949935006226,0.037761921140260835
Canola,Oklahoma,2022,3,heavy_rain_days_25,5.0,4.0,0.33446229746373557,-0.39968949935006226,-0.35556731038991446,0.0441221889601478
Canola,Oklahoma,2022,4,min_tmin,1.57,1.85,0.10541902089377757,-0.35556731038991446,-0.3431602204702162,0.012407089919698244
Oats,Kansas,2022,1,wet_days_1mm,48.0,63.0,1.523635746014195,-0.4399806961656084,-0.2315479021887561,0.20843279397685233
Oats,Kansas,2022,2,heatwave_events_3d_30,11.0,10.0,0.44722067183239506,-0.2315479021887561,-0.15728333716359227,0.07426456502516382
Oats,Kansas,2022,3,dry_days_1mm,135.0,132.0,0.304727149202839,-0.15728333716359227,-0.13967180314409836,0.01761153401949392
Oats,Kansas,2022,4,heat_days_40,8.0,12.0,0.5808843158159104,-0.13967180314409836,-0.11609863775063366,0.0235731653934647
Oats,Minnesota,2022,1,max_consecutive_heat_days_30,2.0,1.0,0.30046495804789,-0.18007185583821203,-0.13914990481899336,0.040921951019218666
Oats,Minnesota,2022,2,heat_days_30,9.0,4.0,0.47268555879967133,-0.13914990481899336,-0.09940558197507277,0.0397443228439206
Oats,Minnesota,2022,3,frost_events_2d,4.0,3.0,0.9722196454305163,-0.09940558197507277,-0.035848916035775835,0.06355666593929693
Oats,Minnesota,2022,4,max_3day_rain,61.27,44.41,1.0193439301739717,-0.035848916035775835,0.02133400645162042,0.05718292248739626
Oats,Nebraska,2022,1,heatwave_events_3d_30,8.0,7.0,0.41689379487468553,-0.3905566862901724,-0.3292521604487532,0.061304525841419155
Oats,Nebraska,2022,2,rain_sum,319.51,390.46000000000004,0.6767104011760197,-0.3292521604487532,-0.2665287812166194,0.06272337923213384
Oats,Nebraska,2022,3,rain_mean,1.746,2.1334999999999997,0.6762875989589551,-0.2665287812166194,-0.2034351869619134,0.06309359425470598
Oats,Nebraska,2022,4,wet_days_1mm,47.0,61.5,1.3048607711079458,-0.2034351869619134,-0.10242676314165848,0.10100842382025492
Oats,Oklahoma,2022,1,wet_days_1mm,50.0,56.0,0.5241579376553291,-0.6424973608730945,-0.46108656458058617,0.18141079629250834
Oats,Oklahoma,2022,2,heatwave_events_3d_30,9.0,10.0,0.47470170284755536,-0.46108656458058617,-0.37058500359884183,0.09050156098174433
Oats,Oklahoma,2022,3,heat_days_35,68.0,63.0,0.24139827750369725,-0.37058500359884183,-0.3410245644265144,0.029560439172327424
Oats,Oklahoma,2022,4,min_tmin,1.57,1.85,0.10541902089377757,-0.3410245644265144,-0.3291457629582448,0.011878801468269584
Wheat,Colorado,2022,1,rain_mean,0.879,0.89475,0.08019154119666365,-0.6989492117782087,-0.6429667278858714,0.05598248389233729
Wheat,Colorado,2022,2,dry_days_1mm,236.0,233.5,0.1846340393704565,-0.6429667278858714,-0.5545901541779625,0.08837657370790886
Wheat,Colorado,2022,3,rain_sum,266.21,271.08250000000004,0.08193490289607085,-0.5545901541779625,-0.5335495359148014,0.02104061826316117
Wheat,Colorado,2022,4,wet_days_1mm,67.0,69.75,0.20368951197046783,-0.5335495359148014,-0.48236316053097295,0.05118637538382842
Wheat,Kansas,2022,1,rain_sum,561.54,558.63,0.022776394799203212,-0.46452497379518426,-0.4554480185011146,0.009076955294069655
Wheat,Kansas,2022,2,rain_mean,1.853,1.99425,0.33488984181043147,-0.4554480185011146,-0.3655411658647972,0.08990685263631742
Wheat,Kansas,2022,3,wet_days_1mm,59.0,59.75,0.061017459991543656,-0.3655411658647972,-0.3533441513280671,0.012197014536730055
Wheat,Kansas,2022,4,dry_days_1mm,244.0,233.0,0.8940988403313621,-0.3533441513280671,-0.19428080355605704,0.1590633477720101
Wheat,Montana,2022,1,rain_mean,1.805,1.916,0.29357213671149845,-0.4805777660806731,-0.4241436824013387,0.05643408367933439
Wheat,Montana,2022,2,rain_sum,330.28,350.57,0.29327485536963305,-0.4241436824013387,-0.372124592143656,0.0520190902576827
Wheat,Montana,2022,3,heatwave_events_3d_30,5.0,3.0,1.1170888152253808,-0.372124592143656,-0.258875382203895,0.11324920993976101
Wheat,Montana,2022,4,max_3day_rain,24.76,29.44,0.26066170964172425,-0.258875382203895,-0.23542479412295944,0.023450588080935558
Wheat,Nebraska,2022,1,rain_sum,303.89,363.95,0.5349536528753668,-0.7565786327843234,-0.6312165527363622,0.12536208004796112
