crop,region,year,window,dominant_feature,driver_group,observed_yield_t_ha,trend_yield_t_ha,yield_gap_t_ha,base_predicted_residual_t_ha,counterfactual_predicted_residual_t_ha,recovered_gap_t_ha,recoverable_fraction,n_changed_features,changed_features_json
Barley,Kansas,2011,spring,heatwave_events_3d_30,heat,1.5602,2.3180527902979335,0.7578527902979335,-0.6485607169126253,-0.31460063445262093,0.33396008246000436,0.4406661646369543,4,"[{""feature"": ""rain_sum"", ""from"": 352.86, ""to"": 314.41, ""standardized_delta"": 0.3243, ""prediction_gain_t_ha"": 0.1454}, {""feature"": ""rain_mean"", ""from"": 1.928, ""to"": 1.718, ""standardized_delta"": 0.3242, ""prediction_gain_t_ha"": 0.116}, {""feature"": ""heavy_rain_days_10"", ""from"": 12.0, ""to"": 11.9, ""standardized_delta"": 0.0184, ""prediction_gain_t_ha"": 0.0105}, {""feature"": ""heatwave_events_3d_30"", ""from"": 7.0, ""to"": 8.0, ""standardized_delta"": 0.4472, ""prediction_gain_t_ha"": 0.062}]"
Barley,Minnesota,2011,spring,wet_days_1mm,excess_rain,2.7438,3.356041471471464,0.6122414714714641,-0.5066833381700151,-0.19659716269974073,0.3100861754702744,0.5064769211484674,4,"[{""feature"": ""rain_mean"", ""from"": 3.198, ""to"": 2.99, ""standardized_delta"": 0.3451, ""prediction_gain_t_ha"": 0.1095}, {""feature"": ""max_3day_rain"", ""from"": 56.37, ""to"": 52.78, ""standardized_delta"": 0.217, ""prediction_gain_t_ha"": 0.0671}, {""feature"": ""heat_degree_days_30"", ""from"": 8.57, ""to"": 4.75, ""standardized_delta"": 0.1311, ""prediction_gain_t_ha"": 0.0391}, {""feature"": ""wet_days_1mm"", ""from"": 75.0, ""to"": 71.0, ""standardized_delta"": 0.4629, ""prediction_gain_t_ha"": 0.0943}]"
Barley,North Dakota,2011,spring,wet_days_1mm,excess_rain,2.5286,3.31214567567568,0.78354567567568,-0.6237417806427595,-0.3374877086275185,0.28625407201524106,0.3653316978214368,4,"[{""feature"": ""max_3day_rain"", ""from"": 54.41, ""to"": 46.25, ""standardized_delta"": 0.5361, ""prediction_gain_t_ha"": 0.1212}, {""feature"": ""max_7day_rain"", ""from"": 64.96, ""to"": 60.97, ""standardized_delta"": 0.1656, ""prediction_gain_t_ha"": 0.0352}, {""feature"": ""heat_degree_days_30"", ""from"": 19.97, ""to"": 18.28, ""standardized_delta"": 0.0396, ""prediction_gain_t_ha"": 0.006}, {""feature"": ""wet_days_1mm"", ""from"": 80.0, ""to"": 72.0, ""standardized_delta"": 0.9014, ""prediction_gain_t_ha"": 0.1239}]"
Barley,South Dakota,2011,spring,min_tmin,frost_cold,1.7754,2.4609163282927105,0.6855163282927104,-0.560239141431563,-0.45968853193065334,0.1005506095009096,0.1466786498745151,4,"[{""feature"": ""growing_degree_days_base5"", ""from"": 2337.545, ""to"": 2338.8812, ""standardized_delta"": 0.0071, ""prediction_gain_t_ha"": 0.0052}, {""feature"": ""frost_days_0"", ""from"": 15.0, ""to"": 14.0, ""standardized_delta"": 0.1825, ""prediction_gain_t_ha"": 0.0285}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 31.0, ""to"": 32.0, ""standardized_delta"": 0.0772, ""prediction_gain_t_ha"": 0.0106}, {""feature"": ""min_tmin"", ""from"": -9.23, ""to"": -7.8125, ""standardized_delta"": 0.5255, ""prediction_gain_t_ha"": 0.0562}]"
Oats,Kansas,2011,spring,heatwave_events_3d_30,heat,1.363,1.866915285285284,0.503915285285284,-0.5522679263457534,-0.07234519766522521,0.4799227286805282,0.9523877181237463,4,"[{""feature"": ""rain_sum"", ""from"": 352.86, ""to"": 314.41, ""standardized_delta"": 0.3243, ""prediction_gain_t_ha"": 0.0567}, {""feature"": ""rain_mean"", ""from"": 1.928, ""to"": 2.1105, ""standardized_delta"": 0.2817, ""prediction_gain_t_ha"": 0.0484}, {""feature"": ""heatwave_events_3d_30"", ""from"": 7.0, ""to"": 3.0, ""standardized_delta"": 1.7889, ""prediction_gain_t_ha"": 0.2593}, {""feature"": ""wet_days_1mm"", ""from"": 51.0, ""to"": 63.0, ""standardized_delta"": 1.2189, ""prediction_gain_t_ha"": 0.1156}]"
Oats,Minnesota,2011,spring,wet_days_1mm,excess_rain,1.9368,2.349093813813809,0.41229381381380903,-0.3896159031161264,-0.17033970862672795,0.21927619448939847,0.5318444932778523,4,"[{""feature"": ""rain_mean"", ""from"": 3.198, ""to"": 2.99, ""standardized_delta"": 0.3451, ""prediction_gain_t_ha"": 0.0863}, {""feature"": ""heat_degree_days_30"", ""from"": 8.57, ""to"": 4.75, ""standardized_delta"": 0.1311, ""prediction_gain_t_ha"": 0.0297}, {""feature"": ""max_3day_rain"", ""from"": 56.37, ""to"": 52.78, ""standardized_delta"": 0.217, ""prediction_gain_t_ha"": 0.0443}, {""feature"": ""wet_days_1mm"", ""from"": 75.0, ""to"": 71.0, ""standardized_delta"": 0.4629, ""prediction_gain_t_ha"": 0.059}]"
Oats,North Dakota,2011,spring,max_3day_rain,excess_rain,1.8651,2.328129489489477,0.4630294894894771,-0.4429363237813393,-0.2861800660569733,0.15675625772436597,0.3385448687019932,4,"[{""feature"": ""max_7day_rain"", ""from"": 64.96, ""to"": 60.97, ""standardized_delta"": 0.1656, ""prediction_gain_t_ha"": 0.0294}, {""feature"": ""heat_degree_days_30"", ""from"": 19.97, ""to"": 18.28, ""standardized_delta"": 0.0396, ""prediction_gain_t_ha"": 0.0059}, {""feature"": ""max_3day_rain"", ""from"": 54.41, ""to"": 46.25, ""standardized_delta"": 0.5361, ""prediction_gain_t_ha"": 0.0723}, {""feature"": ""heatwave_events_3d_30"", ""from"": 0.0, ""to"": 1.0, ""standardized_delta"": 0.5212, ""prediction_gain_t_ha"": 0.0492}]"
Oats,South Dakota,2011,spring,heatwave_events_3d_30,heat,2.0086,2.5808196696696584,0.5722196696696584,-0.5247838820210251,-0.3679072616264619,0.15687662039456318,0.27415454013513346,4,"[{""feature"": ""growing_degree_days_base5"", ""from"": 2337.545, ""to"": 2338.8812, ""standardized_delta"": 0.0071, ""prediction_gain_t_ha"": 0.0043}, {""feature"": ""frost_days_0"", ""from"": 15.0, ""to"": 14.0, ""standardized_delta"": 0.1825, ""prediction_gain_t_ha"": 0.0279}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 31.0, ""to"": 32.0, ""standardized_delta"": 0.0772, ""prediction_gain_t_ha"": 0.0089}, {""feature"": ""heatwave_events_3d_30"", ""from"": 6.0, ""to"": 3.0, ""standardized_delta"": 1.2736, ""prediction_gain_t_ha"": 0.1157}]"
Oats,Texas,2011,spring,rain_mean,drought,1.2554,1.6572390690690657,0.40183906906906564,-0.3431137640699804,-0.11569126444626349,0.2274224996237169,0.5659541770056931,4,"[{""feature"": ""max_1day_rain"", ""from"": 27.4, ""to"": 27.115, ""standardized_delta"": 0.0196, ""prediction_gain_t_ha"": 0.0015}, {""feature"": ""rain_mean"", ""from"": 0.735, ""to"": 1.7025, ""standardized_delta"": 1.5655, ""prediction_gain_t_ha"": 0.1071}, {""feature"": ""max_7day_rain"", ""from"": 37.22, ""to"": 62.62, ""standardized_delta"": 0.8418, ""prediction_gain_t_ha"": 0.0423}, {""feature"": ""rain_sum"", ""from"": 134.58, ""to"": 311.58, ""standardized_delta"": 1.5653, ""prediction_gain_t_ha"": 0.0766}]"
Wheat,Iowa,2011,winter,dry_spell_events_14d,drought,3.0263,3.602810000000005,0.5765100000000052,-0.5032616122189784,-0.2882448892658098,0.21501672295316854,0.37296269440801827,4,"[{""feature"": ""dry_days_1mm"", ""from"": 229.0, ""to"": 229.2, ""standardized_delta"": 0.0145, ""prediction_gain_t_ha"": 0.0036}, {""feature"": ""dry_spell_events_14d"", ""from"": 5.0, ""to"": 4.0, ""standardized_delta"": 0.6227, ""prediction_gain_t_ha"": 0.1469}, {""feature"": ""heat_degree_days_30"", ""from"": 10.38, ""to"": 13.31, ""standardized_delta"": 0.1288, ""prediction_gain_t_ha"": 0.0256}, {""feature"": ""rain_sum"", ""from"": 624.07, ""to"": 592.08, ""standardized_delta"": 0.2561, ""prediction_gain_t_ha"": 0.0389}]"
Wheat,North Dakota,2011,spring,wet_days_1mm,excess_rain,2.0377,2.725148078078064,0.6874480780780639,-0.5837008961554482,-0.32887400390888394,0.25482689224656424,0.3706852930027788,4,"[{""feature"": ""heat_degree_days_30"", ""from"": 19.97, ""to"": 18.28, ""standardized_delta"": 0.0396, ""prediction_gain_t_ha"": 0.0097}, {""feature"": ""max_7day_rain"", ""from"": 64.96, ""to"": 60.97, ""standardized_delta"": 0.1656, ""prediction_gain_t_ha"": 0.031}, {""feature"": ""max_3day_rain"", ""from"": 54.41, ""to"": 46.25, ""standardized_delta"": 0.5361, ""prediction_gain_t_ha"": 0.0957}, {""feature"": ""wet_days_1mm"", ""from"": 80.0, ""to"": 72.0, ""standardized_delta"": 0.9014, ""prediction_gain_t_ha"": 0.1184}]"
Wheat,Oklahoma,2011,winter,wet_days_1mm,excess_rain,1.5468,2.1266971471471443,0.5798971471471444,-0.5517198892591005,-0.1735646505558371,0.3781552387032634,0.652107430711863,4,"[{""feature"": ""rain_mean"", ""from"": 1.49, ""to"": 1.713, ""standardized_delta"": 0.3927, ""prediction_gain_t_ha"": 0.0425}, {""feature"": ""wet_days_1mm"", ""from"": 51.0, ""to"": 72.0, ""standardized_delta"": 1.488, ""prediction_gain_t_ha"": 0.17}, {""feature"": ""dry_days_1mm"", ""from"": 252.0, ""to"": 231.25, ""standardized_delta"": 1.4753, ""prediction_gain_t_ha"": 0.1468}, {""feature"": ""heavy_rain_days_20"", ""from"": 6.0, ""to"": 7.0, ""standardized_delta"": 0.2548, ""prediction_gain_t_ha"": 0.0188}]"
Wheat,Texas,2011,winter,dry_days_1mm,drought,1.6813,2.1031122222222205,0.4218122222222205,-0.42016028085387536,-0.10328706849765709,0.31687321235621824,0.7512186600161672,4,"[{""feature"": ""wet_days_1mm"", ""from"": 42.0, ""to"": 62.0, ""standardized_delta"": 1.0537, ""prediction_gain_t_ha"": 0.094}, {""feature"": ""rain_mean"", ""from"": 1.267, ""to"": 1.6625, ""standardized_delta"": 0.6037, ""prediction_gain_t_ha"": 0.0631}, {""feature"": ""dry_days_1mm"", ""from"": 261.0, ""to"": 227.0, ""standardized_delta"": 1.7897, ""prediction_gain_t_ha"": 0.1086}, {""feature"": ""dry_days_2mm"", ""from"": 272.0, ""to"": 252.25, ""standardized_delta"": 1.2411, ""prediction_gain_t_ha"": 0.0511}]"
Barley,South Dakota,2012,spring,wet_days_1mm,excess_rain,1.883,2.462967825825208,0.5799678258252081,-0.34362341601810914,-0.07412772286287882,0.2694956931552303,0.4646735235213746,4,"[{""feature"": ""heatwave_events_3d_30"", ""from"": 8.0, ""to"": 7.0, ""standardized_delta"": 0.4245, ""prediction_gain_t_ha"": 0.0706}, {""feature"": ""rain_sum"", ""from"": 275.56, ""to"": 313.58, ""standardized_delta"": 0.4655, ""prediction_gain_t_ha"": 0.0695}, {""feature"": ""rain_mean"", ""from"": 1.506, ""to"": 1.714, ""standardized_delta"": 0.466, ""prediction_gain_t_ha"": 0.0625}, {""feature"": ""wet_days_1mm"", ""from"": 50.0, ""to"": 54.0, ""standardized_delta"": 0.5156, ""prediction_gain_t_ha"": 0.0668}]"
Canola,North Dakota,2012,spring,heatwave_events_3d_30,heat,1.5468,1.8322704201680722,0.2854704201680722,-0.1666923613256329,0.020287216837421334,0.1666923613256329,0.583921658949785,4,"[{""feature"": ""rain_mean"", ""from"": 1.56, ""to"": 1.7215, ""standardized_delta"": 0.3539, ""prediction_gain_t_ha"": 0.0318}, {""feature"": ""rain_sum"", ""from"": 285.57, ""to"": 315.025, ""standardized_delta"": 0.3527, ""prediction_gain_t_ha"": 0.0356}, {""feature"": ""heavy_rain_days_20"", ""from"": 1.0, ""to"": 2.0, ""standardized_delta"": 0.491, ""prediction_gain_t_ha"": 0.037}, {""feature"": ""heatwave_events_3d_30"", ""from"": 5.0, ""to"": 2.0, ""standardized_delta"": 1.5635, ""prediction_gain_t_ha"": 0.0826}]"
Oats,Kansas,2012,spring,rain_mean,drought,1.1836,1.8742633033033016,0.6906633033033016,-0.34796412299526525,-0.17348917268544636,0.17447495030981888,0.25261940148744083,4,"[{""feature"": ""rain_mean"", ""from"": 1.718, ""to"": 2.1105, ""standardized_delta"": 0.6059, ""prediction_gain_t_ha"": 0.0589}, {""feature"": ""rain_sum"", ""from"": 314.41, ""to"": 386.204, ""standardized_delta"": 0.6056, ""prediction_gain_t_ha"": 0.0573}, {""feature"": ""heatwave_events_3d_30"", ""from"": 9.0, ""to"": 10.0, ""standardized_delta"": 0.4472, ""prediction_gain_t_ha"": 0.0336}, {""feature"": ""heavy_rain_days_20"", ""from"": 3.0, ""to"": 4.0, ""standardized_delta"": 0.3611, ""prediction_gain_t_ha"": 0.0246}]"
Oats,Kansas,2013,spring,max_3day_rain,excess_rain,1.5064,1.8816113213213193,0.3752113213213193,-0.22346912736932054,-0.050925542580346726,0.1725435847889738,0.45985708581861484,4,"[{""feature"": ""heatwave_events_3d_30"", ""from"": 8.0, ""to"": 10.0, ""standardized_delta"": 0.8944, ""prediction_gain_t_ha"": 0.0821}, {""feature"": ""hot_dry_days_30_1mm"", ""from"": 55.0, ""to"": 58.0, ""standardized_delta"": 0.1938, ""prediction_gain_t_ha"": 0.011}, {""feature"": ""heatwave_events_3d_35"", ""from"": 5.0, ""to"": 4.0, ""standardized_delta"": 0.4809, ""prediction_gain_t_ha"": 0.0258}, {""feature"": ""max_3day_rain"", ""from"": 71.91, ""to"": 50.1, ""standardized_delta"": 1.3451, ""prediction_gain_t_ha"": 0.0537}]"
Oats,Minnesota,2013,spring,dry_spell_events_7d,drought,2.0444,2.3854125010725014,0.34101250107250136,-0.13215943600268695,0.02819112713577748,0.13215943600268695,0.3875501208519891,4,"[{""feature"": ""frost_events_2d"", ""from"": 4.0, ""to"": 3.0, ""standardized_delta"": 0.9722, ""prediction_gain_t_ha"": 0.0693}, {""feature"": ""max_7day_rain"", ""from"": 78.93, ""to"": 84.36, ""standardized_delta"": 0.2857, ""prediction_gain_t_ha"": 0.0169}, {""feature"": ""growing_degree_days_base5"", ""from"": 2031.26, ""to"": 2013.64, ""standardized_delta"": 0.1087, ""prediction_gain_t_ha"": 0.0061}, {""feature"": ""dry_spell_events_7d"", ""from"": 4.0, ""to"": 6.0, ""standardized_delta"": 1.386, ""prediction_gain_t_ha"": 0.0681}]"
Wheat,Colorado,2013,winter,frost_events_2d,frost_cold,1.7015,2.3883700171600157,0.6868700171600157,-0.62469311403025,-0.37711494890597685,0.2475781651242731,0.3604439834889407,4,"[{""feature"": ""dry_days_1mm"", ""from"": 237.0, ""to"": 233.5, ""standardized_delta"": 0.2585, ""prediction_gain_t_ha"": 0.0821}, {""feature"": ""rain_mean"", ""from"": 0.851, ""to"": 0.8948, ""standardized_delta"": 0.2228, ""prediction_gain_t_ha"": 0.0722}, {""feature"": ""wet_days_1mm"", ""from"": 66.0, ""to"": 69.75, ""standardized_delta"": 0.2778, ""prediction_gain_t_ha"": 0.0488}, {""feature"": ""frost_events_2d"", ""from"": 5.0, ""to"": 4.5, ""standardized_delta"": 0.2835, ""prediction_gain_t_ha"": 0.0444}]"
Wheat,Nebraska,2013,winter,rain_mean,drought,2.3538,2.9261158815958765,0.5723158815958764,-0.5799344863856986,-0.4370672412282329,0.14286724515746568,0.24963005527487192,4,"[{""feature"": ""rain_sum"", ""from"": 305.69, ""to"": 304.79, ""standardized_delta"": 0.008, ""prediction_gain_t_ha"": 0.0018}, {""feature"": ""wet_days_1mm"", ""from"": 46.0, ""to"": 49.5, ""standardized_delta"": 0.3031, ""prediction_gain_t_ha"": 0.0373}, {""feature"": ""dry_days_2mm"", ""from"": 265.0, ""to"": 260.25, ""standardized_delta"": 0.4641, ""prediction_gain_t_ha"": 0.0511}, {""feature"": ""rain_mean"", ""from"": 1.009, ""to"": 1.1978, ""standardized_delta"": 0.5096, ""prediction_gain_t_ha"": 0.0527}]"
Barley,Minnesota,2014,spring,wet_days_1mm,excess_rain,2.7976,3.420917494637486,0.6233174946374858,-0.38991487886131915,-0.21267931281426583,0.17723556604705332,0.2843423577419907,4,"[{""feature"": ""hot_dry_days_30_1mm"", ""from"": 0.0, ""to"": 2.0, ""standardized_delta"": 0.2447, ""prediction_gain_t_ha"": 0.0425}, {""feature"": ""heat_degree_days_30"", ""from"": 0.0, ""to"": 0.78, ""standardized_delta"": 0.0268, ""prediction_gain_t_ha"": 0.0034}, {""feature"": ""wet_days_1mm"", ""from"": 78.0, ""to"": 71.0, ""standardized_delta"": 0.8101, ""prediction_gain_t_ha"": 0.0866}, {""feature"": ""max_7day_rain"", ""from"": 84.36, ""to"": 73.99, ""standardized_delta"": 0.5457, ""prediction_gain_t_ha"": 0.0447}]"
Canola,Oklahoma,2014,spring,wet_days_1mm,excess_rain,0.6389,1.3567985294117615,0.7178985294117615,-0.5372358153573066,-0.1058538817452257,0.4313819336120809,0.600895413402714,4,"[{""feature"": ""max_7day_rain"", ""from"": 84.44, ""to"": 83.77, ""standardized_delta"": 0.0224, ""prediction_gain_t_ha"": 0.0092}, {""feature"": ""heatwave_events_3d_30"", ""from"": 10.0, ""to"": 9.0, ""standardized_delta"": 0.4747, ""prediction_gain_t_ha"": 0.1605}, {""feature"": ""wet_days_1mm"", ""from"": 49.0, ""to"": 56.0, ""standardized_delta"": 0.6115, ""prediction_gain_t_ha"": 0.2277}, {""feature"": ""max_1day_rain"", ""from"": 42.6, ""to"": 46.7, ""standardized_delta"": 0.2642, ""prediction_gain_t_ha"": 0.034}]"
Canola,Washington,2014,spring,frost_events_2d,frost_cold,1.345,1.8791638095238161,0.5341638095238161,-0.2794061913537439,0.018715822394761092,0.2794061913537439,0.5230721107871804,4,"[{""feature"": ""frost_events_2d"", ""from"": 5.0, ""to"": 4.0, ""standardized_delta"": 0.6777, ""prediction_gain_t_ha"": 0.158}, {""feature"": ""wet_days_1mm"", ""from"": 56.0, ""to"": 52.0, ""standardized_delta"": 0.3419, ""prediction_gain_t_ha"": 0.0673}, {""feature"": ""max_7day_rain"", ""from"": 40.37, ""to"": 42.9, ""standardized_delta"": 0.2374, ""prediction_gain_t_ha"": 0.0297}, {""feature"": ""season_tmax_mean"", ""from"": 19.594, ""to"": 19.161, ""standardized_delta"": 0.4353, ""prediction_gain_t_ha"": 0.0432}]"
Oats,Iowa,2014,spring,heat_days_30,heat,2.2955,2.6076797854997764,0.3121797854997763,-0.2654248994820225,-0.19060896704656913,0.0748159324354534,0.23965655660784932,4,"[{""feature"": ""wet_days_1mm"", ""from"": 75.0, ""to"": 72.0, ""standardized_delta"": 0.2014, ""prediction_gain_t_ha"": 0.0278}, {""feature"": ""heat_days_30"", ""from"": 7.0, ""to"": 2.0, ""standardized_delta"": 0.2341, ""prediction_gain_t_ha"": 0.0295}, {""feature"": ""heat_degree_days_30"", ""from"": 4.4, ""to"": 6.71, ""standardized_delta"": 0.0278, ""prediction_gain_t_ha"": 0.0036}, {""feature"": ""max_consecutive_heat_days_30"", ""from"": 2.0, ""to"": 1.0, ""standardized_delta"": 0.132, ""prediction_gain_t_ha"": 0.0138}]"
Oats,Texas,2014,spring,wet_days_1mm,excess_rain,1.363,1.678896366366363,0.315896366366363,-0.2711670122352484,-0.10906276459368383,0.16210424764156459,0.5131564174231845,4,"[{""feature"": ""wet_days_1mm"", ""from"": 47.0, ""to"": 54.5, ""standardized_delta"": 0.5617, ""prediction_gain_t_ha"": 0.0816}, {""feature"": ""heatwave_events_3d_30"", ""from"": 10.0, ""to"": 9.0, ""standardized_delta"": 0.5022, ""prediction_gain_t_ha"": 0.0655}, {""feature"": ""rain_mean"", ""from"": 2.333, ""to"": 2.4075, ""standardized_delta"": 0.1206, ""prediction_gain_t_ha"": 0.0081}, {""feature"": ""heat_degree_days_30"", ""from"": 601.4, ""to"": 577.2625, ""standardized_delta"": 0.1219, ""prediction_gain_t_ha"": 0.007}]"
Wheat,Kansas,2014,winter,dry_spell_events_14d,drought,1.883,2.809776692406693,0.9267766924066931,-0.7326220958293305,-0.3062494774615667,0.42637261836776374,0.4600597121843248,4,"[{""feature"": ""rain_mean"", ""from"": 1.555, ""to"": 1.844, ""standardized_delta"": 0.6852, ""prediction_gain_t_ha"": 0.207}, {""feature"": ""dry_days_2mm"", ""from"": 257.0, ""to"": 256.25, ""standardized_delta"": 0.077, ""prediction_gain_t_ha"": 0.0198}, {""feature"": ""dry_spell_events_14d"", ""from"": 5.0, ""to"": 4.0, ""standardized_delta"": 0.818, ""prediction_gain_t_ha"": 0.1742}, {""feature"": ""dry_days_1mm"", ""from"": 245.0, ""to"": 243.25, ""standardized_delta"": 0.1422, ""prediction_gain_t_ha"": 0.0253}]"
Wheat,Oklahoma,2014,winter,wet_days_1mm,excess_rain,1.1433,2.160228035178033,1.016928035178033,-0.7550690873154979,-0.3474724865454626,0.40759660077003534,0.40081164710802536,4,"[{""feature"": ""rain_mean"", ""from"": 1.691, ""to"": 1.713, ""standardized_delta"": 0.0387, ""prediction_gain_t_ha"": 0.0279}, {""feature"": ""dry_days_1mm"", ""from"": 240.0, ""to"": 231.25, ""standardized_delta"": 0.6221, ""prediction_gain_t_ha"": 0.1727}, {""feature"": ""heatwave_events_3d_30"", ""from"": 8.0, ""to"": 7.0, ""standardized_delta"": 0.4564, ""prediction_gain_t_ha"": 0.0956}, {""feature"": ""wet_days_1mm"", ""from"": 63.0, ""to"": 72.0, ""standardized_delta"": 0.6377, ""prediction_gain_t_ha"": 0.1113}]"
Wheat,Washington,2014,winter,dry_spell_events_14d,drought,3.2415,4.097915722865716,0.8564157228657163,-0.7253059656276901,-0.0034119249759221263,0.721894040651768,0.8429247868502281,3,"[{""feature"": ""dry_spell_events_14d"", ""from"": 3.0, ""to"": 2.0, ""standardized_delta"": 0.883, ""prediction_gain_t_ha"": 0.5497}, {""feature"": ""wet_days_1mm"", ""from"": 137.0, ""to"": 147.0, ""standardized_delta"": 0.5055, ""prediction_gain_t_ha"": 0.1344}, {""feature"": ""max_7day_rain"", ""from"": 86.6, ""to"": 80.6, ""standardized_delta"": 0.2488, ""prediction_gain_t_ha"": 0.0378}]"
Barley,South Dakota,2015,spring,rain_sum,drought,1.9906,2.4691223184226994,0.47852231842269943,-0.27452731728769575,-0.029427174133196822,0.24510014315449893,0.5122021141300067,4,"[{""feature"": ""max_7day_rain"", ""from"": 74.05, ""to"": 64.325, ""standardized_delta"": 0.416, ""prediction_gain_t_ha"": 0.1594}, {""feature"": ""max_3day_rain"", ""from"": 52.32, ""to"": 53.64, ""standardized_delta"": 0.0832, ""prediction_gain_t_ha"": 0.0158}, {""feature"": ""wet_days_1mm"", ""from"": 63.0, ""to"": 64.0, ""standardized_delta"": 0.1289, ""prediction_gain_t_ha"": 0.0176}, {""feature"": ""rain_sum"", ""from"": 450.61, ""to"": 412.03, ""standardized_delta"": 0.4723, ""prediction_gain_t_ha"": 0.0523}]"
Barley,Washington,2015,spring,rain_mean,drought,2.5824,3.4447559845559805,0.8623559845559807,-0.9456099183947825,-0.33628776857842274,0.6093221498163597,0.7065784440866311,4,"[{""feature"": ""rain_mean"", ""from"": 0.602, ""to"": 0.9285, ""standardized_delta"": 1.0801, ""prediction_gain_t_ha"": 0.2798}, {""feature"": ""heavy_rain_days_10"", ""from"": 1.0, ""to"": 2.0, ""standardized_delta"": 0.6199, ""prediction_gain_t_ha"": 0.1296}, {""feature"": ""rain_sum"", ""from"": 110.18, ""to"": 169.885, ""standardized_delta"": 1.0793, ""prediction_gain_t_ha"": 0.1836}, {""feature"": ""max_3day_rain"", ""from"": 18.96, ""to"": 19.95, ""standardized_delta"": 0.1039, ""prediction_gain_t_ha"": 0.0163}]"
Canola,Washington,2015,spring,rain_mean,drought,1.2329,1.8790045238095288,0.6461045238095287,-0.5541030973026841,-0.21439309723927158,0.33971000006341256,0.5257818008461413,4,"[{""feature"": ""rain_mean"", ""from"": 0.602, ""to"": 0.9285, ""standardized_delta"": 1.0801, ""prediction_gain_t_ha"": 0.1835}, {""feature"": ""rain_sum"", ""from"": 110.18, ""to"": 148.34, ""standardized_delta"": 0.6898, ""prediction_gain_t_ha"": 0.0817}, {""feature"": ""heavy_rain_days_10"", ""from"": 1.0, ""to"": 2.0, ""standardized_delta"": 0.6199, ""prediction_gain_t_ha"": 0.0668}, {""feature"": ""max_3day_rain"", ""from"": 18.96, ""to"": 19.95, ""standardized_delta"": 0.1039, ""prediction_gain_t_ha"": 0.0077}]"
Wheat,Nebraska,2015,winter,rain_mean,drought,2.5555,2.9746034749034678,0.4191034749034679,-0.3472273077801546,-0.0804489733441996,0.266778334435955,0.6365452696315679,4,"[{""feature"": ""rain_sum"", ""from"": 420.85, ""to"": 423.49, ""standardized_delta"": 0.0235, ""prediction_gain_t_ha"": 0.0058}, {""feature"": ""dry_days_1mm"", ""from"": 239.0, ""to"": 236.5, ""standardized_delta"": 0.2155, ""prediction_gain_t_ha"": 0.0477}, {""feature"": ""wet_days_1mm"", ""from"": 64.0, ""to"": 73.0, ""standardized_delta"": 0.7793, ""prediction_gain_t_ha"": 0.1125}, {""feature"": ""rain_mean"", ""from"": 1.389, ""to"": 1.7403, ""standardized_delta"": 0.9483, ""prediction_gain_t_ha"": 0.1008}]"
Wheat,Oklahoma,2015,winter,dry_spell_events_7d,drought,1.7485,2.171404997854996,0.4229049978549959,-0.32814928557259937,0.02584352764255773,0.32814928557259937,0.7759409021813309,3,"[{""feature"": ""heatwave_events_3d_30"", ""from"": 8.0, ""to"": 7.0, ""standardized_delta"": 0.4564, ""prediction_gain_t_ha"": 0.1026}, {""feature"": ""max_dry_spell_1mm"", ""from"": 17.0, ""to"": 18.0, ""standardized_delta"": 0.114, ""prediction_gain_t_ha"": 0.0213}, {""feature"": ""dry_spell_events_7d"", ""from"": 12.0, ""to"": 16.0, ""standardized_delta"": 2.1175, ""prediction_gain_t_ha"": 0.2301}]"
Wheat,Washington,2015,winter,wet_days_1mm,excess_rain,3.3827,4.106839081939073,0.7241390819390734,-0.6875321527535923,-0.18595625936906657,0.5015758933845257,0.6926513233361524,4,"[{""feature"": ""dry_spell_events_14d"", ""from"": 3.0, ""to"": 2.0, ""standardized_delta"": 0.883, ""prediction_gain_t_ha"": 0.2869}, {""feature"": ""max_dry_spell_1mm"", ""from"": 26.0, ""to"": 23.25, ""standardized_delta"": 0.4207, ""prediction_gain_t_ha"": 0.0439}, {""feature"": ""wet_days_1mm"", ""from"": 115.0, ""to"": 147.0, ""standardized_delta"": 1.6175, ""prediction_gain_t_ha"": 0.1437}, {""feature"": ""max_7day_rain"", ""from"": 77.92, ""to"": 70.705, ""standardized_delta"": 0.2992, ""prediction_gain_t_ha"": 0.0271}]"
Canola,Montana,2017,spring,heatwave_events_3d_30,heat,0.9639,1.4455502442002448,0.4816502442002448,-0.3385684567889794,-0.13255744813721018,0.20601100865176922,0.42771909935152175,4,"[{""feature"": ""rain_sum"", ""from"": 283.67, ""to"": 324.09, ""standardized_delta"": 0.5842, ""prediction_gain_t_ha"": 0.0683}, {""feature"": ""rain_mean"", ""from"": 1.55, ""to"": 1.771, ""standardized_delta"": 0.5845, ""prediction_gain_t_ha"": 0.0433}, {""feature"": ""heatwave_events_3d_30"", ""from"": 5.0, ""to"": 3.0, ""standardized_delta"": 1.1171, ""prediction_gain_t_ha"": 0.0632}, {""feature"": ""max_consecutive_heat_days_35"", ""from"": 1.0, ""to"": 0.0, ""standardized_delta"": 1.0327, ""prediction_gain_t_ha"": 0.0312}]"
