crop,region,year,window,driver_group,dominant_feature,observed_yield_t_ha,trend_yield_t_ha,yield_gap_t_ha,base_predicted_residual_t_ha,counterfactual_predicted_residual_t_ha,recovered_gap_t_ha,recoverable_fraction,analog_year,analog_distance,analog_rank_used,fallback_region_window_pool
Oats,Illinois,2010,spring,excess_rain,heavy_rain_days_50,2.3314,2.6661502359502194,0.33475023595021947,-0.3256549968534771,0.36121704769588203,0.3256549968534771,0.9728297753967978,2024,1.2629033629524364,7,False
Oats,Iowa,2010,spring,drought,dry_spell_events_7d,2.2238,2.5357452166452106,0.31194521664521035,-0.32054298106125745,0.35981942061532607,0.31194521664521035,1.0,2025,1.2037477357983644,3,False
Oats,Oklahoma,2010,spring,excess_rain,heavy_rain_days_50,1.1836,1.4399857754010696,0.25638577540106966,-0.12620544292579008,0.32491262710087193,0.12620544292579008,0.49224822527054884,2023,0.6420851005919668,1,False
Wheat,Illinois,2010,winter,excess_rain,heavy_rain_days_10,3.8333,4.352921321321304,0.5196213213213041,-0.5444590809134123,0.3954511078116257,0.5196213213213041,1.0,1994,1.3307546672417594,8,False
Barley,Kansas,2011,spring,heat,heat_days_40,1.5602,2.3180527902979335,0.7578527902979335,-0.6485607169126252,0.8703023468897906,0.6485607169126252,0.8557871993288532,2024,1.284838425748777,3,False
Barley,Minnesota,2011,spring,frost_cold,frost_days_0,2.7438,3.356041471471464,0.6122414714714641,-0.5066833381700151,0.5243128311180661,0.5066833381700151,0.8275874173506246,2017,0.7049274342434778,5,False
Barley,North Dakota,2011,spring,drought,dry_spell_events_14d,2.5286,3.31214567567568,0.78354567567568,-0.6237417806427595,0.29710689993165496,0.6237417806427595,0.7960503133462951,2019,0.7575170882826543,1,False
Barley,South Dakota,2011,spring,excess_rain,heavy_rain_days_50,1.7754,2.4609163282927105,0.6855163282927104,-0.560239141431563,0.7171068762064544,0.560239141431563,0.8172513451675874,2004,1.3612141499828005,5,False
Oats,Kansas,2011,spring,heat,heat_days_40,1.363,1.866915285285284,0.503915285285284,-0.5522679263457534,0.6299414564078766,0.503915285285284,1.0,2003,1.3619379533619653,5,False
Oats,Minnesota,2011,spring,drought,dry_spell_events_7d,1.9368,2.349093813813809,0.41229381381380903,-0.3896159031161264,0.7611931801632768,0.3896159031161264,0.9449957531792512,1992,0.8679800289199138,10,False
Oats,North Dakota,2011,spring,drought,dry_spell_events_14d,1.8651,2.328129489489477,0.4630294894894771,-0.4429363237813391,0.40388828211879235,0.4429363237813391,0.956604997814951,2019,0.7575170882826543,1,False
Oats,South Dakota,2011,spring,excess_rain,heavy_rain_days_50,2.0086,2.5808196696696584,0.5722196696696584,-0.5247838820210251,0.6245659801643341,0.5247838820210251,0.9171021372333846,2004,1.3612141499828005,5,False
Oats,Texas,2011,spring,heat,max_consecutive_heat_days_30,1.2554,1.6572390690690657,0.40183906906906564,-0.34311376406998034,0.2545916892049177,0.34311376406998034,0.8538586476045416,1998,1.638023169364726,4,False
Wheat,Iowa,2011,winter,excess_rain,heavy_rain_days_10,3.0263,3.602810000000005,0.5765100000000052,-0.5032616122189784,0.7226840923339914,0.5032616122189784,0.8729451565783314,2003,0.6662597779651902,2,False
Wheat,North Dakota,2011,spring,drought,dry_spell_events_14d,2.0377,2.725148078078064,0.6874480780780639,-0.5837008961554484,0.25070556611477673,0.5837008961554484,0.8490836104849299,2019,0.7575170882826543,1,False
Wheat,Oklahoma,2011,winter,heat,heat_days_40,1.5468,2.1266971471471443,0.5798971471471444,-0.5517198892591005,0.5579193691312003,0.5517198892591005,0.9514099042792944,1998,1.6611380171668428,4,False
Wheat,Texas,2011,winter,heat,max_consecutive_heat_days_30,1.6813,2.1031122222222205,0.4218122222222205,-0.42016028085387536,0.2879868205274986,0.42016028085387536,0.9960837043563076,1998,1.2111405444171175,3,False
Barley,South Dakota,2012,spring,heat,max_consecutive_heat_days_35,1.883,2.462967825825208,0.5799678258252081,-0.3436234160181091,0.4143031716994607,0.3436234160181091,0.5924870324128481,2000,1.4697432767089673,6,False
Canola,North Dakota,2012,spring,excess_rain,heavy_rain_days_10,1.5468,1.8322704201680722,0.2854704201680722,-0.16669236132563292,0.268656882958446,0.16669236132563292,0.5839216589497851,2024,0.8170158648392036,4,False
Oats,Kansas,2012,spring,heat,heatwave_events_3d_30,1.1836,1.8742633033033016,0.6906633033033016,-0.34796412299526525,0.6299414564078766,0.34796412299526525,0.50381151181918,2003,1.5359306473411092,8,False
